"Class","Spec","PvP.Talent","Spec.Class","Char.Name"
"Warrior","Fury","Battle Trance","Fury.Warrior","lagzistance"
"Demon Hunter","Havoc","Demonic Origins","Havoc.Demon Hunter","mvqdh"
"Demon Hunter","Havoc","Reverse Magic","Havoc.Demon Hunter","mvqdh"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","mvqdh"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","innocentgunz"
"Shaman","Restoration","Living Tide","Restoration.Shaman","innocentgunz"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","innocentgunz"
"Warrior","Fury","Disarm","Fury.Warrior","exzistance"
"Warrior","Fury","Battle Trance","Fury.Warrior","exzistance"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","exzistance"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","manjirosano"
"Paladin","Retribution","Luminescence","Retribution.Paladin","manjirosano"
"Paladin","Retribution","Vengeance Aura","Retribution.Paladin","manjirosano"
"Mage","Fire","Pyrokinesis","Fire.Mage","xaryu"
"Mage","Fire","Tinder","Fire.Mage","xaryu"
"Mage","Fire","Netherwind Armor","Fire.Mage","xaryu"
"Druid","Restoration","Reactive Resin","Restoration.Druid","samuelceo"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","samuelceo"
"Druid","Restoration","Focused Growth","Restoration.Druid","samuelceo"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","vîces"
"Warrior","Fury","Battle Trance","Fury.Warrior","vîces"
"Warrior","Fury","Disarm","Fury.Warrior","vîces"
"Warrior","Fury","Disarm","Fury.Warrior","ursomadbro"
"Warrior","Fury","Enduring Rage","Fury.Warrior","ursomadbro"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","ursomadbro"
"Warrior","Arms","Sharpen Blade","Arms.Warrior","chíefkeef"
"Warrior","Arms","Disarm","Arms.Warrior","chíefkeef"
"Warrior","Arms","War Banner","Arms.Warrior","chíefkeef"
"Shaman","Restoration","Tidebringer","Restoration.Shaman","ggdumpy"
"Shaman","Restoration","Living Tide","Restoration.Shaman","ggdumpy"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","ggdumpy"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","ûñhølÿðrägøñ"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","ûñhølÿðrägøñ"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","ûñhølÿðrägøñ"
"Druid","Feral","Wicked Claws","Feral.Druid","wodferal"
"Druid","Feral","Leader of the Pack","Feral.Druid","wodferal"
"Druid","Feral","Strength of the Wild","Feral.Druid","wodferal"
"Hunter","Beast Mastery","Survival Tactics","Beast Mastery.Hunter","rbtz"
"Hunter","Beast Mastery","Chimaeral Sting","Beast Mastery.Hunter","rbtz"
"Hunter","Beast Mastery","Roar of Sacrifice","Beast Mastery.Hunter","rbtz"
"Death Knight","Unholy","Spellwarden","Unholy.Death Knight","deathdaddyx"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","deathdaddyx"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","deathdaddyx"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","vigarst"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","vigarst"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","vigarst"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","vîces"
"Warrior","Fury","Enduring Rage","Fury.Warrior","vîces"
"Warrior","Fury","Warbringer","Fury.Warrior","vîces"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","trillr"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","trillr"
"Rogue","Outlaw","Dismantle","Outlaw.Rogue","trillr"
"Warrior","Fury","Enduring Rage","Fury.Warrior","smexxin"
"Warrior","Fury","Battle Trance","Fury.Warrior","smexxin"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","smexxin"
"Priest","Holy","Cardinal Mending","Holy.Priest","metaphork"
"Priest","Holy","Greater Fade","Holy.Priest","metaphork"
"Priest","Holy","Miracle Worker","Holy.Priest","metaphork"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","vicestko"
"Warrior","Fury","Battle Trance","Fury.Warrior","vicestko"
"Warrior","Fury","Disarm","Fury.Warrior","vicestko"
"Monk","Windwalker","Alpha Tiger","Windwalker.Monk","zenli"
"Monk","Windwalker","Reverse Harm","Windwalker.Monk","zenli"
"Monk","Windwalker","Turbo Fists","Windwalker.Monk","zenli"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","chaniyam"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","chaniyam"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","chaniyam"
"Priest","Holy","Holy Ward","Holy.Priest","cindyloux"
"Priest","Holy","Greater Fade","Holy.Priest","cindyloux"
"Priest","Holy","Miracle Worker","Holy.Priest","cindyloux"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","zhangbeihal"
"Shaman","Restoration","Living Tide","Restoration.Shaman","zhangbeihal"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","zhangbeihal"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","maldivà"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","maldivà"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","maldivà"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","yorîîchî"
"Shaman","Enhancement","Swelling Waves","Enhancement.Shaman","yorîîchî"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","yorîîchî"
"Hunter","Beast Mastery","Roar of Sacrifice","Beast Mastery.Hunter","ssds"
"Hunter","Beast Mastery","Chimaeral Sting","Beast Mastery.Hunter","ssds"
"Hunter","Beast Mastery","Survival Tactics","Beast Mastery.Hunter","ssds"
"Druid","Restoration","Reactive Resin","Restoration.Druid","monthotta"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","monthotta"
"Druid","Restoration","Focused Growth","Restoration.Druid","monthotta"
"Druid","Feral","Wicked Claws","Feral.Druid","axtin"
"Druid","Feral","Thorns","Feral.Druid","axtin"
"Druid","Feral","Strength of the Wild","Feral.Druid","axtin"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","æßøäîètîÿ"
"Priest","Discipline","Dome of Light","Discipline.Priest","æßøäîètîÿ"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","æßøäîètîÿ"
"Rogue","Assassination","Flying Daggers","Assassination.Rogue","tmpikaboo"
"Rogue","Assassination","Dismantle","Assassination.Rogue","tmpikaboo"
"Rogue","Assassination","Hemotoxin","Assassination.Rogue","tmpikaboo"
"Rogue","Outlaw","Dismantle","Outlaw.Rogue","samisaucin"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","samisaucin"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","samisaucin"
"Priest","Holy","Greater Fade","Holy.Priest","bludrew"
"Priest","Holy","Miracle Worker","Holy.Priest","bludrew"
"Priest","Holy","Cardinal Mending","Holy.Priest","bludrew"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","krawkraw"
"Paladin","Retribution","Luminescence","Retribution.Paladin","krawkraw"
"Paladin","Retribution","Vengeance Aura","Retribution.Paladin","krawkraw"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","smíght"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","smíght"
"Priest","Discipline","Dome of Light","Discipline.Priest","smíght"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","marvinceo"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","marvinceo"
"Paladin","Retribution","Jurisdiction","Retribution.Paladin","marvinceo"
"Warrior","Fury","Battle Trance","Fury.Warrior","swifty"
"Warrior","Fury","Enduring Rage","Fury.Warrior","swifty"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","swifty"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","kurumî"
"Priest","Discipline","Dome of Light","Discipline.Priest","kurumî"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","kurumî"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","petkick"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","petkick"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","petkick"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","donkeydóódóó"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","donkeydóódóó"
"Shaman","Enhancement","Swelling Waves","Enhancement.Shaman","donkeydóódóó"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","kosakî"
"Paladin","Holy","Blessed Hands","Holy.Paladin","kosakî"
"Paladin","Holy","Divine Favor","Holy.Paladin","kosakî"
"Druid","Feral","Thorns","Feral.Druid","notinsanity"
"Druid","Feral","Leader of the Pack","Feral.Druid","notinsanity"
"Druid","Feral","Strength of the Wild","Feral.Druid","notinsanity"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","ûñhølÿðrägøñ"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","ûñhølÿðrägøñ"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","ûñhølÿðrägøñ"
"Druid","Restoration","Focused Growth","Restoration.Druid","toonah"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","toonah"
"Druid","Restoration","Mark of the Wild","Restoration.Druid","toonah"
"Hunter","Beast Mastery","Roar of Sacrifice","Beast Mastery.Hunter","yøske"
"Hunter","Beast Mastery","Survival Tactics","Beast Mastery.Hunter","yøske"
"Hunter","Beast Mastery","Kindred Beasts","Beast Mastery.Hunter","yøske"
"Priest","Shadow","Megalomania","Shadow.Priest","psyfiênd"
"Priest","Shadow","Psyfiend","Shadow.Priest","psyfiênd"
"Priest","Shadow","Greater Fade","Shadow.Priest","psyfiênd"
"Rogue","Outlaw","Dismantle","Outlaw.Rogue","jacksparrów"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","jacksparrów"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","jacksparrów"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","vigaristaqt"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","vigaristaqt"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","vigaristaqt"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","kalvjkhots"
"Shaman","Enhancement","Swelling Waves","Enhancement.Shaman","kalvjkhots"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","kalvjkhots"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","clapdowns"
"Paladin","Retribution","Luminescence","Retribution.Paladin","clapdowns"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","clapdowns"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","wingsprocd"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","wingsprocd"
"Paladin","Retribution","Blessing of Sanctuary","Retribution.Paladin","wingsprocd"
"Rogue","Outlaw","Maneuverability","Outlaw.Rogue","dzd"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","dzd"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","dzd"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","nbabubblelol"
"Shaman","Enhancement","Swelling Waves","Enhancement.Shaman","nbabubblelol"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","nbabubblelol"
"Druid","Restoration","High Winds","Restoration.Druid","coping"
"Druid","Restoration","Reactive Resin","Restoration.Druid","coping"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","coping"
"Warrior","Fury","Enduring Rage","Fury.Warrior","retwarx"
"Warrior","Fury","Disarm","Fury.Warrior","retwarx"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","retwarx"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","clownvish"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","clownvish"
"Rogue","Outlaw","Maneuverability","Outlaw.Rogue","clownvish"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","bbysaulxo"
"Shaman","Enhancement","Swelling Waves","Enhancement.Shaman","bbysaulxo"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","bbysaulxo"
"Warrior","Arms","Warbringer","Arms.Warrior","larosx"
"Warrior","Arms","Sharpen Blade","Arms.Warrior","larosx"
"Warrior","Arms","War Banner","Arms.Warrior","larosx"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","caprise"
"Shaman","Restoration","Living Tide","Restoration.Shaman","caprise"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","caprise"
"Priest","Holy","Holy Ward","Holy.Priest","señorvac"
"Priest","Holy","Greater Fade","Holy.Priest","señorvac"
"Priest","Holy","Miracle Worker","Holy.Priest","señorvac"
"Priest","Holy","Holy Ward","Holy.Priest","kikyö"
"Priest","Holy","Greater Fade","Holy.Priest","kikyö"
"Priest","Holy","Miracle Worker","Holy.Priest","kikyö"
"Priest","Discipline","Dome of Light","Discipline.Priest","rinnegekz"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","rinnegekz"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","rinnegekz"
"Druid","Feral","Leader of the Pack","Feral.Druid","marvin"
"Druid","Feral","Thorns","Feral.Druid","marvin"
"Druid","Feral","Wicked Claws","Feral.Druid","marvin"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","pettyk"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","pettyk"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","pettyk"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","gersinhu"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","gersinhu"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","gersinhu"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","salaszar"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","salaszar"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","salaszar"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","wegofa"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","wegofa"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","wegofa"
"Hunter","Beast Mastery","Roar of Sacrifice","Beast Mastery.Hunter","junglejym"
"Hunter","Beast Mastery","Chimaeral Sting","Beast Mastery.Hunter","junglejym"
"Hunter","Beast Mastery","Survival Tactics","Beast Mastery.Hunter","junglejym"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","rbkubzy"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","rbkubzy"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","rbkubzy"
"Druid","Restoration","Focused Growth","Restoration.Druid","røberta"
"Druid","Restoration","Reactive Resin","Restoration.Druid","røberta"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","røberta"
"Demon Hunter","Havoc","Demonic Origins","Havoc.Demon Hunter","villaindh"
"Demon Hunter","Havoc","Reverse Magic","Havoc.Demon Hunter","villaindh"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","villaindh"
"Druid","Feral","Ferocious Wound","Feral.Druid","wodferalz"
"Druid","Feral","Thorns","Feral.Druid","wodferalz"
"Druid","Feral","Strength of the Wild","Feral.Druid","wodferalz"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","bewitch"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","bewitch"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","bewitch"
"Warrior","Fury","Battle Trance","Fury.Warrior","vxlongjohnsn"
"Warrior","Fury","Disarm","Fury.Warrior","vxlongjohnsn"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","vxlongjohnsn"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","dno"
"Druid","Restoration","Reactive Resin","Restoration.Druid","dno"
"Druid","Restoration","Deep Roots","Restoration.Druid","dno"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","kangenwater"
"Shaman","Enhancement","Swelling Waves","Enhancement.Shaman","kangenwater"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","kangenwater"
"Priest","Holy","Greater Fade","Holy.Priest","tewiyakichkn"
"Priest","Holy","Cardinal Mending","Holy.Priest","tewiyakichkn"
"Priest","Holy","Miracle Worker","Holy.Priest","tewiyakichkn"
"Priest","Shadow","Greater Fade","Shadow.Priest","mmrassassin"
"Priest","Shadow","Megalomania","Shadow.Priest","mmrassassin"
"Priest","Shadow","Psyfiend","Shadow.Priest","mmrassassin"
"Druid","Restoration","Reactive Resin","Restoration.Druid","unphased"
"Druid","Restoration","Mark of the Wild","Restoration.Druid","unphased"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","unphased"
"Priest","Holy","Ray of Hope","Holy.Priest","smightxd"
"Priest","Holy","Miracle Worker","Holy.Priest","smightxd"
"Priest","Holy","Greater Fade","Holy.Priest","smightxd"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","lawbinger"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","lawbinger"
"Rogue","Subtlety","Dismantle","Subtlety.Rogue","lawbinger"
"Rogue","Subtlety","Thick as Thieves","Subtlety.Rogue","explicit"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","explicit"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","explicit"
"Paladin","Holy","Divine Favor","Holy.Paladin","dizl"
"Paladin","Holy","Blessed Hands","Holy.Paladin","dizl"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","dizl"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","cloudceo"
"Paladin","Retribution","Blessing of Sanctuary","Retribution.Paladin","cloudceo"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","cloudceo"
"Shaman","Elemental","Control of Lava","Elemental.Shaman","bluegator"
"Shaman","Elemental","Grounding Totem","Elemental.Shaman","bluegator"
"Shaman","Elemental","Skyfury Totem","Elemental.Shaman","bluegator"
"Warrior","Fury","Warbringer","Fury.Warrior","revolol"
"Warrior","Fury","Battle Trance","Fury.Warrior","revolol"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","revolol"
"Warrior","Arms","Warbringer","Arms.Warrior","toegap"
"Warrior","Arms","Disarm","Arms.Warrior","toegap"
"Warrior","Arms","Sharpen Blade","Arms.Warrior","toegap"
"Druid","Feral","Leader of the Pack","Feral.Druid","eudog"
"Druid","Feral","Ferocious Wound","Feral.Druid","eudog"
"Druid","Feral","Strength of the Wild","Feral.Druid","eudog"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","maldiva"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","maldiva"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","maldiva"
"Mage","Fire","Pyrokinesis","Fire.Mage","aangx"
"Mage","Fire","Netherwind Armor","Fire.Mage","aangx"
"Mage","Fire","Flamecannon","Fire.Mage","aangx"
"Paladin","Retribution","Blessing of Sanctuary","Retribution.Paladin","vanguards"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","vanguards"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","vanguards"
"Mage","Fire","Pyrokinesis","Fire.Mage","aegx"
"Mage","Fire","Ring of Fire","Fire.Mage","aegx"
"Mage","Fire","Tinder","Fire.Mage","aegx"
"Rogue","Subtlety","Thick as Thieves","Subtlety.Rogue","killuminati"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","killuminati"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","killuminati"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","gbg"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","gbg"
"Rogue","Outlaw","Maneuverability","Outlaw.Rogue","gbg"
"Priest","Holy","Holy Ward","Holy.Priest","tonyparmesan"
"Priest","Holy","Greater Fade","Holy.Priest","tonyparmesan"
"Priest","Holy","Miracle Worker","Holy.Priest","tonyparmesan"
"Hunter","Survival","Roar of Sacrifice","Survival.Hunter","dillon"
"Hunter","Survival","Survival Tactics","Survival.Hunter","dillon"
"Hunter","Survival","Chimaeral Sting","Survival.Hunter","dillon"
"Priest","Holy","Miracle Worker","Holy.Priest","eivirheitä"
"Priest","Holy","Holy Ward","Holy.Priest","eivirheitä"
"Priest","Holy","Greater Fade","Holy.Priest","eivirheitä"
"Mage","Fire","Pyrokinesis","Fire.Mage","gørdàn"
"Mage","Fire","Ring of Fire","Fire.Mage","gørdàn"
"Mage","Fire","Flamecannon","Fire.Mage","gørdàn"
"Paladin","Holy","Ultimate Sacrifice","Holy.Paladin","kohaku"
"Paladin","Holy","Blessed Hands","Holy.Paladin","kohaku"
"Paladin","Holy","Divine Favor","Holy.Paladin","kohaku"
"Warrior","Fury","Disarm","Fury.Warrior","andrewceo"
"Warrior","Fury","Enduring Rage","Fury.Warrior","andrewceo"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","andrewceo"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","mesx"
"Death Knight","Unholy","Spellwarden","Unholy.Death Knight","mesx"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","mesx"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","gamerdude"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","gamerdude"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","gamerdude"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","imcaprise"
"Shaman","Restoration","Living Tide","Restoration.Shaman","imcaprise"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","imcaprise"
"Monk","Mistweaver","Thunderous Focus Tea","Mistweaver.Monk","woes"
"Monk","Mistweaver","Zen Focus Tea","Mistweaver.Monk","woes"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","woes"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","challengerz"
"Priest","Discipline","Blaze of Light","Discipline.Priest","challengerz"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","challengerz"
"Warrior","Fury","Warbringer","Fury.Warrior","mud"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","mud"
"Warrior","Fury","Battle Trance","Fury.Warrior","mud"
"Paladin","Holy","Divine Favor","Holy.Paladin","crapbag"
"Paladin","Holy","Blessed Hands","Holy.Paladin","crapbag"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","crapbag"
"Rogue","Subtlety","Maneuverability","Subtlety.Rogue","kalvish"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","kalvish"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","kalvish"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","vegetable"
"Priest","Discipline","Blaze of Light","Discipline.Priest","vegetable"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","vegetable"
"Warrior","Fury","Disarm","Fury.Warrior","revolol"
"Warrior","Fury","Battle Trance","Fury.Warrior","revolol"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","revolol"
"Warrior","Fury","Warbringer","Fury.Warrior","execute"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","execute"
"Warrior","Fury","Disarm","Fury.Warrior","execute"
