"Class","Spec","Talent","Talent.Level","Spec.Class","Char.Name"
"Shaman","Restoration","Earthen Wall Totem",35,"Restoration.Shaman","gatorwaves"
"Shaman","Restoration","Graceful Spirit",40,"Restoration.Shaman","gatorwaves"
"Shaman","Restoration","Flash Flood",45,"Restoration.Shaman","gatorwaves"
"Shaman","Restoration","Ascendance",50,"Restoration.Shaman","gatorwaves"
"Druid","Feral","Lunar Inspiration",15,"Feral.Druid","claws"
"Druid","Feral","Wild Charge",25,"Feral.Druid","claws"
"Druid","Feral","Guardian Affinity",30,"Feral.Druid","claws"
"Druid","Feral","Mighty Bash",35,"Feral.Druid","claws"
"Druid","Feral","Soul of the Forest",40,"Feral.Druid","claws"
"Druid","Feral","Brutal Slash",45,"Feral.Druid","claws"
"Druid","Feral","Feral Frenzy",50,"Feral.Druid","claws"
"Hunter","Survival","Alpha Predator",15,"Survival.Hunter","chaisse"
"Hunter","Survival","Guerrilla Tactics",25,"Survival.Hunter","chaisse"
"Hunter","Survival","Camouflage",30,"Survival.Hunter","chaisse"
"Hunter","Survival","Steel Trap",35,"Survival.Hunter","chaisse"
"Hunter","Survival","Posthaste",40,"Survival.Hunter","chaisse"
"Hunter","Survival","Tip of the Spear",45,"Survival.Hunter","chaisse"
"Hunter","Survival","Wildfire Infusion",50,"Survival.Hunter","chaisse"
"Rogue","Outlaw","Weaponmaster",15,"Outlaw.Rogue","trillr"
"Rogue","Outlaw","Acrobatic Strikes",25,"Outlaw.Rogue","trillr"
"Rogue","Outlaw","Deeper Stratagem",30,"Outlaw.Rogue","trillr"
"Rogue","Outlaw","Elusiveness",35,"Outlaw.Rogue","trillr"
"Rogue","Outlaw","Blinding Powder",40,"Outlaw.Rogue","trillr"
"Rogue","Outlaw","Alacrity",45,"Outlaw.Rogue","trillr"
"Rogue","Outlaw","Blade Rush",50,"Outlaw.Rogue","trillr"
"Paladin","Holy","Bestow Faith",15,"Holy.Paladin","whatoncewas"
"Paladin","Holy","Saved by the Light",25,"Holy.Paladin","whatoncewas"
"Paladin","Holy","Blinding Light",30,"Holy.Paladin","whatoncewas"
"Paladin","Holy","Cavalier",35,"Holy.Paladin","whatoncewas"
"Paladin","Holy","Divine Purpose",40,"Holy.Paladin","whatoncewas"
"Paladin","Holy","Awakening",45,"Holy.Paladin","whatoncewas"
"Paladin","Holy","Beacon of Faith",50,"Holy.Paladin","whatoncewas"
"Death Knight","Frost","Inexorable Assault",15,"Frost.Death Knight","degdk"
"Death Knight","Frost","Murderous Efficiency",25,"Frost.Death Knight","degdk"
"Death Knight","Frost","Blinding Sleet",30,"Frost.Death Knight","degdk"
"Death Knight","Frost","Avalanche",35,"Frost.Death Knight","degdk"
"Death Knight","Frost","Wraith Walk",40,"Frost.Death Knight","degdk"
"Death Knight","Frost","Gathering Storm",45,"Frost.Death Knight","degdk"
"Death Knight","Frost","Obliteration",50,"Frost.Death Knight","degdk"
"Rogue","Subtlety","Premeditation",15,"Subtlety.Rogue","ilovermp"
"Rogue","Subtlety","Nightstalker",25,"Subtlety.Rogue","ilovermp"
"Rogue","Subtlety","Deeper Stratagem",30,"Subtlety.Rogue","ilovermp"
"Rogue","Subtlety","Elusiveness",35,"Subtlety.Rogue","ilovermp"
"Rogue","Subtlety","Prey on the Weak",40,"Subtlety.Rogue","ilovermp"
"Rogue","Subtlety","Enveloping Shadows",45,"Subtlety.Rogue","ilovermp"
"Rogue","Subtlety","Master of Shadows",50,"Subtlety.Rogue","ilovermp"
"Shaman","Restoration","Unleash Life",15,"Restoration.Shaman","dehsaw"
"Shaman","Restoration","Echo of the Elements",25,"Restoration.Shaman","dehsaw"
"Shaman","Restoration","Earthgrab Totem",30,"Restoration.Shaman","dehsaw"
"Shaman","Restoration","Earthen Wall Totem",35,"Restoration.Shaman","dehsaw"
"Shaman","Restoration","Nature's Guardian",40,"Restoration.Shaman","dehsaw"
"Shaman","Restoration","Flash Flood",45,"Restoration.Shaman","dehsaw"
"Shaman","Restoration","Ascendance",50,"Restoration.Shaman","dehsaw"
"Warlock","Demonology","Dreadlash",15,"Demonology.Warlock","rumpology"
"Warlock","Demonology","Doom",25,"Demonology.Warlock","rumpology"
"Warlock","Demonology","Demon Skin",30,"Demonology.Warlock","rumpology"
"Warlock","Demonology","From the Shadows",35,"Demonology.Warlock","rumpology"
"Warlock","Demonology","Mortal Coil",40,"Demonology.Warlock","rumpology"
"Warlock","Demonology","Grimoire: Felguard",45,"Demonology.Warlock","rumpology"
"Warlock","Demonology","Demonic Consumption",50,"Demonology.Warlock","rumpology"
"Rogue","Subtlety","Premeditation",15,"Subtlety.Rogue","pacee"
"Rogue","Subtlety","Nightstalker",25,"Subtlety.Rogue","pacee"
"Rogue","Subtlety","Marked for Death",30,"Subtlety.Rogue","pacee"
"Rogue","Subtlety","Soothing Darkness",35,"Subtlety.Rogue","pacee"
"Rogue","Subtlety","Prey on the Weak",40,"Subtlety.Rogue","pacee"
"Rogue","Subtlety","Enveloping Shadows",45,"Subtlety.Rogue","pacee"
"Rogue","Subtlety","Master of Shadows",50,"Subtlety.Rogue","pacee"
"Hunter","Beast Mastery","Animal Companion",15,"Beast Mastery.Hunter","hogx"
"Hunter","Beast Mastery","Scent of Blood",25,"Beast Mastery.Hunter","hogx"
"Hunter","Beast Mastery","Camouflage",30,"Beast Mastery.Hunter","hogx"
"Hunter","Beast Mastery","A Murder of Crows",35,"Beast Mastery.Hunter","hogx"
"Hunter","Beast Mastery","Binding Shot",40,"Beast Mastery.Hunter","hogx"
"Hunter","Beast Mastery","Stomp",45,"Beast Mastery.Hunter","hogx"
"Hunter","Beast Mastery","Aspect of the Beast",50,"Beast Mastery.Hunter","hogx"
"Priest","Holy","Renewed Faith",15,"Holy.Priest","timidp"
"Priest","Holy","Angelic Feather",25,"Holy.Priest","timidp"
"Priest","Holy","Guardian Angel",30,"Holy.Priest","timidp"
"Priest","Holy","Psychic Voice",35,"Holy.Priest","timidp"
"Priest","Holy","Surge of Light",40,"Holy.Priest","timidp"
"Priest","Holy","Benediction",45,"Holy.Priest","timidp"
"Priest","Holy","Apotheosis",50,"Holy.Priest","timidp"
"Warlock","Destruction","Flashover",15,"Destruction.Warlock","ibuildwalls"
"Warlock","Destruction","Reverse Entropy",25,"Destruction.Warlock","ibuildwalls"
"Warlock","Destruction","Dark Pact",30,"Destruction.Warlock","ibuildwalls"
"Warlock","Destruction","Cataclysm",35,"Destruction.Warlock","ibuildwalls"
"Warlock","Destruction","Mortal Coil",40,"Destruction.Warlock","ibuildwalls"
"Warlock","Destruction","Rain of Chaos",45,"Destruction.Warlock","ibuildwalls"
"Warlock","Destruction","Dark Soul: Instability",50,"Destruction.Warlock","ibuildwalls"
"Rogue","Outlaw","Weaponmaster",15,"Outlaw.Rogue","gagadaga"
"Rogue","Outlaw","Acrobatic Strikes",25,"Outlaw.Rogue","gagadaga"
"Rogue","Outlaw","Deeper Stratagem",30,"Outlaw.Rogue","gagadaga"
"Rogue","Outlaw","Elusiveness",35,"Outlaw.Rogue","gagadaga"
"Rogue","Outlaw","Blinding Powder",40,"Outlaw.Rogue","gagadaga"
"Rogue","Outlaw","Alacrity",45,"Outlaw.Rogue","gagadaga"
"Rogue","Outlaw","Blade Rush",50,"Outlaw.Rogue","gagadaga"
"Hunter","Survival","Alpha Predator",15,"Survival.Hunter","africano"
"Hunter","Survival","Guerrilla Tactics",25,"Survival.Hunter","africano"
"Hunter","Survival","Camouflage",30,"Survival.Hunter","africano"
"Hunter","Survival","Steel Trap",35,"Survival.Hunter","africano"
"Hunter","Survival","Posthaste",40,"Survival.Hunter","africano"
"Hunter","Survival","Mongoose Bite",45,"Survival.Hunter","africano"
"Hunter","Survival","Wildfire Infusion",50,"Survival.Hunter","africano"
"Warlock","Demonology","Dreadlash",15,"Demonology.Warlock","demonicxs"
"Warlock","Demonology","Doom",25,"Demonology.Warlock","demonicxs"
"Warlock","Demonology","Demon Skin",30,"Demonology.Warlock","demonicxs"
"Warlock","Demonology","From the Shadows",35,"Demonology.Warlock","demonicxs"
"Warlock","Demonology","Mortal Coil",40,"Demonology.Warlock","demonicxs"
"Warlock","Demonology","Grimoire: Felguard",45,"Demonology.Warlock","demonicxs"
"Warlock","Demonology","Demonic Consumption",50,"Demonology.Warlock","demonicxs"
"Priest","Holy","Renewed Faith",15,"Holy.Priest","ksys"
"Priest","Holy","Angelic Feather",25,"Holy.Priest","ksys"
"Priest","Holy","Guardian Angel",30,"Holy.Priest","ksys"
"Priest","Holy","Psychic Voice",35,"Holy.Priest","ksys"
"Priest","Holy","Surge of Light",40,"Holy.Priest","ksys"
"Priest","Holy","Benediction",45,"Holy.Priest","ksys"
"Priest","Holy","Apotheosis",50,"Holy.Priest","ksys"
"Druid","Restoration","Cenarion Ward",15,"Restoration.Druid","gloomster"
"Druid","Restoration","Wild Charge",25,"Restoration.Druid","gloomster"
"Druid","Restoration","Guardian Affinity",30,"Restoration.Druid","gloomster"
"Druid","Restoration","Mighty Bash",35,"Restoration.Druid","gloomster"
"Druid","Restoration","Soul of the Forest",40,"Restoration.Druid","gloomster"
"Druid","Restoration","Overgrowth",45,"Restoration.Druid","gloomster"
"Druid","Restoration","Flourish",50,"Restoration.Druid","gloomster"
"Monk","Windwalker","Chi Burst",15,"Windwalker.Monk","innerverse"
"Monk","Windwalker","Tiger's Lust",25,"Windwalker.Monk","innerverse"
"Monk","Windwalker","Ascension",30,"Windwalker.Monk","innerverse"
"Monk","Windwalker","Ring of Peace",35,"Windwalker.Monk","innerverse"
"Monk","Windwalker","Diffuse Magic",40,"Windwalker.Monk","innerverse"
"Monk","Windwalker","Dance of Chi-Ji",45,"Windwalker.Monk","innerverse"
"Monk","Windwalker","Whirling Dragon Punch",50,"Windwalker.Monk","innerverse"
"Paladin","Holy","Bestow Faith",15,"Holy.Paladin","kurimukeki"
"Paladin","Holy","Saved by the Light",25,"Holy.Paladin","kurimukeki"
"Paladin","Holy","Blinding Light",30,"Holy.Paladin","kurimukeki"
"Paladin","Holy","Unbreakable Spirit",35,"Holy.Paladin","kurimukeki"
"Paladin","Holy","Divine Purpose",40,"Holy.Paladin","kurimukeki"
"Paladin","Holy","Awakening",45,"Holy.Paladin","kurimukeki"
"Paladin","Holy","Beacon of Faith",50,"Holy.Paladin","kurimukeki"
"Rogue","Subtlety","Premeditation",15,"Subtlety.Rogue","lfgsomebichs"
"Rogue","Subtlety","Nightstalker",25,"Subtlety.Rogue","lfgsomebichs"
"Rogue","Subtlety","Deeper Stratagem",30,"Subtlety.Rogue","lfgsomebichs"
"Rogue","Subtlety","Soothing Darkness",35,"Subtlety.Rogue","lfgsomebichs"
"Rogue","Subtlety","Prey on the Weak",40,"Subtlety.Rogue","lfgsomebichs"
"Rogue","Subtlety","Enveloping Shadows",45,"Subtlety.Rogue","lfgsomebichs"
"Rogue","Subtlety","Master of Shadows",50,"Subtlety.Rogue","lfgsomebichs"
"Warrior","Fury","Sudden Death",15,"Fury.Warrior","warried"
"Warrior","Fury","Impending Victory",25,"Fury.Warrior","warried"
"Warrior","Fury","Frenzy",30,"Fury.Warrior","warried"
"Warrior","Fury","Warpaint",35,"Fury.Warrior","warried"
"Warrior","Fury","Cruelty",40,"Fury.Warrior","warried"
"Warrior","Fury","Bladestorm",45,"Fury.Warrior","warried"
"Warrior","Fury","Reckless Abandon",50,"Fury.Warrior","warried"
"Priest","Holy","Renewed Faith",15,"Holy.Priest","birdbrain"
"Priest","Holy","Angelic Feather",25,"Holy.Priest","birdbrain"
"Priest","Holy","Guardian Angel",30,"Holy.Priest","birdbrain"
"Priest","Holy","Censure",35,"Holy.Priest","birdbrain"
"Priest","Holy","Surge of Light",40,"Holy.Priest","birdbrain"
"Priest","Holy","Benediction",45,"Holy.Priest","birdbrain"
"Priest","Holy","Apotheosis",50,"Holy.Priest","birdbrain"
"Hunter","Survival","Alpha Predator",15,"Survival.Hunter","kuzar"
"Hunter","Survival","Guerrilla Tactics",25,"Survival.Hunter","kuzar"
"Hunter","Survival","Camouflage",30,"Survival.Hunter","kuzar"
"Hunter","Survival","Bloodseeker",35,"Survival.Hunter","kuzar"
"Hunter","Survival","Posthaste",40,"Survival.Hunter","kuzar"
"Hunter","Survival","Tip of the Spear",45,"Survival.Hunter","kuzar"
"Hunter","Survival","Wildfire Infusion",50,"Survival.Hunter","kuzar"
"Priest","Discipline","Castigation",15,"Discipline.Priest","makmak"
"Priest","Discipline","Body and Soul",25,"Discipline.Priest","makmak"
"Priest","Discipline","Mindbender",30,"Discipline.Priest","makmak"
"Priest","Discipline","Psychic Voice",35,"Discipline.Priest","makmak"
"Priest","Discipline","Sins of the Many",40,"Discipline.Priest","makmak"
"Priest","Discipline","Purge the Wicked",45,"Discipline.Priest","makmak"
"Priest","Discipline","Lenience",50,"Discipline.Priest","makmak"
"Monk","Windwalker","Chi Wave",15,"Windwalker.Monk","homunculusx"
"Monk","Windwalker","Tiger's Lust",25,"Windwalker.Monk","homunculusx"
"Monk","Windwalker","Fist of the White Tiger",30,"Windwalker.Monk","homunculusx"
"Monk","Windwalker","Ring of Peace",35,"Windwalker.Monk","homunculusx"
"Monk","Windwalker","Diffuse Magic",40,"Windwalker.Monk","homunculusx"
"Monk","Windwalker","Dance of Chi-Ji",45,"Windwalker.Monk","homunculusx"
"Monk","Windwalker","Whirling Dragon Punch",50,"Windwalker.Monk","homunculusx"
"Monk","Windwalker","Chi Wave",15,"Windwalker.Monk","senseiww"
"Monk","Windwalker","Tiger's Lust",25,"Windwalker.Monk","senseiww"
"Monk","Windwalker","Fist of the White Tiger",30,"Windwalker.Monk","senseiww"
"Monk","Windwalker","Ring of Peace",35,"Windwalker.Monk","senseiww"
"Monk","Windwalker","Diffuse Magic",40,"Windwalker.Monk","senseiww"
"Monk","Windwalker","Dance of Chi-Ji",45,"Windwalker.Monk","senseiww"
"Monk","Windwalker","Whirling Dragon Punch",50,"Windwalker.Monk","senseiww"
"Druid","Restoration","Cenarion Ward",15,"Restoration.Druid","bluejewlive"
"Druid","Restoration","Wild Charge",25,"Restoration.Druid","bluejewlive"
"Druid","Restoration","Guardian Affinity",30,"Restoration.Druid","bluejewlive"
"Druid","Restoration","Mighty Bash",35,"Restoration.Druid","bluejewlive"
"Druid","Restoration","Soul of the Forest",40,"Restoration.Druid","bluejewlive"
"Druid","Restoration","Overgrowth",45,"Restoration.Druid","bluejewlive"
"Druid","Restoration","Germination",50,"Restoration.Druid","bluejewlive"
"Rogue","Assassination","Master Poisoner",15,"Assassination.Rogue","lesty"
"Rogue","Assassination","Subterfuge",25,"Assassination.Rogue","lesty"
"Rogue","Assassination","Marked for Death",30,"Assassination.Rogue","lesty"
"Rogue","Assassination","Leeching Poison",35,"Assassination.Rogue","lesty"
"Rogue","Assassination","Internal Bleeding",40,"Assassination.Rogue","lesty"
"Rogue","Assassination","Alacrity",45,"Assassination.Rogue","lesty"
"Rogue","Assassination","Poison Bomb",50,"Assassination.Rogue","lesty"
"Priest","Discipline","Castigation",15,"Discipline.Priest","kayern"
"Priest","Discipline","Body and Soul",25,"Discipline.Priest","kayern"
"Priest","Discipline","Power Word: Solace",30,"Discipline.Priest","kayern"
"Priest","Discipline","Psychic Voice",35,"Discipline.Priest","kayern"
"Priest","Discipline","Sins of the Many",40,"Discipline.Priest","kayern"
"Priest","Discipline","Purge the Wicked",45,"Discipline.Priest","kayern"
"Priest","Discipline","Lenience",50,"Discipline.Priest","kayern"
"Warlock","Affliction","Inevitable Demise",15,"Affliction.Warlock","yawanur"
"Warlock","Affliction","Writhe in Agony",25,"Affliction.Warlock","yawanur"
"Warlock","Affliction","Dark Pact",30,"Affliction.Warlock","yawanur"
"Warlock","Affliction","Phantom Singularity",35,"Affliction.Warlock","yawanur"
"Warlock","Affliction","Mortal Coil",40,"Affliction.Warlock","yawanur"
"Warlock","Affliction","Grimoire of Sacrifice",45,"Affliction.Warlock","yawanur"
"Warlock","Affliction","Creeping Death",50,"Affliction.Warlock","yawanur"
"Priest","Discipline","Castigation",15,"Discipline.Priest","parishealton"
"Priest","Discipline","Body and Soul",25,"Discipline.Priest","parishealton"
"Priest","Discipline","Power Word: Solace",30,"Discipline.Priest","parishealton"
"Priest","Discipline","Psychic Voice",35,"Discipline.Priest","parishealton"
"Priest","Discipline","Sins of the Many",40,"Discipline.Priest","parishealton"
"Priest","Discipline","Purge the Wicked",45,"Discipline.Priest","parishealton"
"Priest","Discipline","Lenience",50,"Discipline.Priest","parishealton"
"Mage","Fire","Firestarter",15,"Fire.Mage","aeghis"
"Mage","Fire","Blazing Soul",25,"Fire.Mage","aeghis"
"Mage","Fire","Rune of Power",30,"Fire.Mage","aeghis"
"Mage","Fire","Flame On",35,"Fire.Mage","aeghis"
"Mage","Fire","Ring of Frost",40,"Fire.Mage","aeghis"
"Mage","Fire","Living Bomb",45,"Fire.Mage","aeghis"
"Mage","Fire","Kindling",50,"Fire.Mage","aeghis"
"Rogue","Subtlety","Premeditation",15,"Subtlety.Rogue","dymerx"
"Rogue","Subtlety","Nightstalker",25,"Subtlety.Rogue","dymerx"
"Rogue","Subtlety","Deeper Stratagem",30,"Subtlety.Rogue","dymerx"
"Rogue","Subtlety","Cheat Death",35,"Subtlety.Rogue","dymerx"
"Rogue","Subtlety","Prey on the Weak",40,"Subtlety.Rogue","dymerx"
"Rogue","Subtlety","Enveloping Shadows",45,"Subtlety.Rogue","dymerx"
"Rogue","Subtlety","Master of Shadows",50,"Subtlety.Rogue","dymerx"
"Monk","Mistweaver","Mist Wrap",15,"Mistweaver.Monk","cmonnmann"
