"Class","Spec","PvP.Talent","Spec.Class","Char.Name"
"Paladin","Holy","Blessed Hands","Holy.Paladin","lht"
"Warrior","Arms","Sharpen Blade","Arms.Warrior","nightheller"
"Warrior","Arms","Warbringer","Arms.Warrior","nightheller"
"Warrior","Arms","Death Sentence","Arms.Warrior","nightheller"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","cejayweavin"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","cejayweavin"
"Monk","Mistweaver","Chrysalis","Mistweaver.Monk","cejayweavin"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","reallybad"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","reallybad"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","reallybad"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","miakillafoo"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","miakillafoo"
"Rogue","Subtlety","Thick as Thieves","Subtlety.Rogue","miakillafoo"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","wnx"
"Shaman","Restoration","Living Tide","Restoration.Shaman","wnx"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","wnx"
"Shaman","Elemental","Control of Lava","Elemental.Shaman","stickiriikii"
"Shaman","Elemental","Lightning Lasso","Elemental.Shaman","stickiriikii"
"Shaman","Elemental","Skyfury Totem","Elemental.Shaman","stickiriikii"
"Priest","Discipline","Dark Archangel","Discipline.Priest","moltoxa"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","moltoxa"
"Priest","Discipline","Dome of Light","Discipline.Priest","moltoxa"
"Death Knight","Unholy","Death's Echo","Unholy.Death Knight","spaidzz"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","spaidzz"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","spaidzz"
"Rogue","Assassination","Hemotoxin","Assassination.Rogue","inthemorning"
"Rogue","Assassination","Dismantle","Assassination.Rogue","inthemorning"
"Rogue","Assassination","Smoke Bomb","Assassination.Rogue","inthemorning"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","saul"
"Shaman","Enhancement","Swelling Waves","Enhancement.Shaman","saul"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","saul"
"Warlock","Destruction","Cremation","Destruction.Warlock","usainboltzz"
"Warlock","Destruction","Fel Fissure","Destruction.Warlock","usainboltzz"
"Warlock","Destruction","Bonds of Fel","Destruction.Warlock","usainboltzz"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","gregl"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","gregl"
"Warlock","Affliction","Amplify Curse","Affliction.Warlock","gregl"
"Priest","Discipline","Dome of Light","Discipline.Priest","warmznx"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","warmznx"
"Priest","Discipline","Dark Archangel","Discipline.Priest","warmznx"
"Priest","Shadow","Greater Fade","Shadow.Priest","cvs"
"Priest","Shadow","Void Origins","Shadow.Priest","cvs"
"Priest","Shadow","Void Volley","Shadow.Priest","cvs"
"Priest","Holy","Greater Fade","Holy.Priest","starpx"
"Priest","Holy","Miracle Worker","Holy.Priest","starpx"
"Priest","Holy","Divine Ascension","Holy.Priest","starpx"
"Priest","Holy","Greater Fade","Holy.Priest","celestiah"
"Priest","Holy","Holy Ward","Holy.Priest","celestiah"
"Priest","Holy","Miracle Worker","Holy.Priest","celestiah"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","cjqyyds"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","cjqyyds"
"Paladin","Retribution","Blessing of Sanctuary","Retribution.Paladin","cjqyyds"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","holymagetv"
"Priest","Discipline","Dome of Light","Discipline.Priest","holymagetv"
"Priest","Discipline","Dark Archangel","Discipline.Priest","holymagetv"
"Priest","Holy","Ray of Hope","Holy.Priest","psyches"
"Priest","Holy","Greater Fade","Holy.Priest","psyches"
"Priest","Holy","Miracle Worker","Holy.Priest","psyches"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","djairfryerx"
"Paladin","Retribution","Luminescence","Retribution.Paladin","djairfryerx"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","djairfryerx"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","flynzz"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","flynzz"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","flynzz"
"Mage","Fire","Flamecannon","Fire.Mage","maxvila"
"Mage","Fire","Ring of Fire","Fire.Mage","maxvila"
"Mage","Fire","Pyrokinesis","Fire.Mage","maxvila"
"Death Knight","Blood","Murderous Intent","Blood.Death Knight","tacofoxlol"
"Death Knight","Blood","Decomposing Aura","Blood.Death Knight","tacofoxlol"
"Death Knight","Blood","Death's Echo","Blood.Death Knight","tacofoxlol"
"Warlock","Demonology","Pleasure through Pain","Demonology.Warlock","glogan"
"Warlock","Demonology","Bane of Fragility","Demonology.Warlock","glogan"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","glogan"
"Priest","Shadow","Psyfiend","Shadow.Priest","technique"
"Priest","Shadow","Void Volley","Shadow.Priest","technique"
"Priest","Shadow","Megalomania","Shadow.Priest","technique"
"Rogue","Subtlety","Dismantle","Subtlety.Rogue","ilovermp"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","ilovermp"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","ilovermp"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","sleepiiheadd"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","sleepiiheadd"
"Shaman","Restoration","Living Tide","Restoration.Shaman","sleepiiheadd"
"Rogue","Outlaw","Maneuverability","Outlaw.Rogue","dzd"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","dzd"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","dzd"
"Rogue","Subtlety","Dismantle","Subtlety.Rogue","haee"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","haee"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","haee"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","plewt"
"Shaman","Restoration","Living Tide","Restoration.Shaman","plewt"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","plewt"
"Monk","Windwalker","Reverse Harm","Windwalker.Monk","mlngo"
"Monk","Windwalker","Turbo Fists","Windwalker.Monk","mlngo"
"Monk","Windwalker","Alpha Tiger","Windwalker.Monk","mlngo"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","mgxo"
"Priest","Discipline","Dome of Light","Discipline.Priest","mgxo"
"Priest","Discipline","Dark Archangel","Discipline.Priest","mgxo"
"Shaman","Elemental","Lightning Lasso","Elemental.Shaman","humorlava"
"Shaman","Elemental","Control of Lava","Elemental.Shaman","humorlava"
"Shaman","Elemental","Grounding Totem","Elemental.Shaman","humorlava"
"Shaman","Enhancement","Swelling Waves","Enhancement.Shaman","dumbandugly"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","dumbandugly"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","dumbandugly"
"Paladin","Holy","Divine Favor","Holy.Paladin","dellie"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","dellie"
"Paladin","Holy","Ultimate Sacrifice","Holy.Paladin","dellie"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","conboy"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","conboy"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","conboy"
"Priest","Shadow","Greater Fade","Shadow.Priest","iemon"
"Priest","Shadow","Megalomania","Shadow.Priest","iemon"
"Priest","Shadow","Void Volley","Shadow.Priest","iemon"
"Paladin","Holy","Divine Favor","Holy.Paladin","bubblebuddyx"
"Paladin","Holy","Blessed Hands","Holy.Paladin","bubblebuddyx"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","bubblebuddyx"
"Priest","Shadow","Psyfiend","Shadow.Priest","jwah"
"Priest","Shadow","Greater Fade","Shadow.Priest","jwah"
"Priest","Shadow","Megalomania","Shadow.Priest","jwah"
"Druid","Restoration","Focused Growth","Restoration.Druid","rennx"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","rennx"
"Druid","Restoration","Reactive Resin","Restoration.Druid","rennx"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","anheuser"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","anheuser"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","anheuser"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","swillzz"
"Warrior","Fury","Battle Trance","Fury.Warrior","swillzz"
"Warrior","Fury","Warbringer","Fury.Warrior","swillzz"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","bronzer"
"Shaman","Enhancement","Ride the Lightning","Enhancement.Shaman","bronzer"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","bronzer"
"Warlock","Destruction","Fel Fissure","Destruction.Warlock","whoalock"
"Warlock","Destruction","Bonds of Fel","Destruction.Warlock","whoalock"
"Warlock","Destruction","Bane of Havoc","Destruction.Warlock","whoalock"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","zato"
"Priest","Discipline","Dome of Light","Discipline.Priest","zato"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","zato"
"Mage","Arcane","Netherwind Armor","Arcane.Mage","nightjr"
"Mage","Arcane","Mass Invisibility","Arcane.Mage","nightjr"
"Mage","Arcane","Arcane Empowerment","Arcane.Mage","nightjr"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","popnloc"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","popnloc"
"Warlock","Affliction","Casting Circle","Affliction.Warlock","popnloc"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","bluedrew"
"Shaman","Restoration","Tidebringer","Restoration.Shaman","bluedrew"
"Shaman","Restoration","Living Tide","Restoration.Shaman","bluedrew"
"Shaman","Elemental","Control of Lava","Elemental.Shaman","dolqo"
"Shaman","Elemental","Lightning Lasso","Elemental.Shaman","dolqo"
"Shaman","Elemental","Grounding Totem","Elemental.Shaman","dolqo"
"Warrior","Arms","Warbringer","Arms.Warrior","arash"
"Warrior","Arms","Sharpen Blade","Arms.Warrior","arash"
"Warrior","Arms","Disarm","Arms.Warrior","arash"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","zulubar"
"Shaman","Enhancement","Ride the Lightning","Enhancement.Shaman","zulubar"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","zulubar"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","revolutio"
"Demon Hunter","Havoc","Demonic Origins","Havoc.Demon Hunter","revolutio"
"Demon Hunter","Havoc","Isolated Prey","Havoc.Demon Hunter","revolutio"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","hardmrkanush"
"Shaman","Restoration","Tidebringer","Restoration.Shaman","hardmrkanush"
"Shaman","Restoration","Living Tide","Restoration.Shaman","hardmrkanush"
"Druid","Feral","Strength of the Wild","Feral.Druid","jihadibleeds"
"Druid","Feral","Leader of the Pack","Feral.Druid","jihadibleeds"
"Druid","Feral","Thorns","Feral.Druid","jihadibleeds"
"Priest","Shadow","Megalomania","Shadow.Priest","jwx"
"Priest","Shadow","Greater Fade","Shadow.Priest","jwx"
"Priest","Shadow","Psyfiend","Shadow.Priest","jwx"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","reallygud"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","reallygud"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","reallygud"
"Paladin","Retribution","Luminescence","Retribution.Paladin","joeyrat"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","joeyrat"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","joeyrat"
"Paladin","Holy","Light's Grace","Holy.Paladin","bubblistwo"
"Paladin","Holy","Divine Favor","Holy.Paladin","bubblistwo"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","bubblistwo"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","fdb"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","fdb"
"Rogue","Outlaw","Maneuverability","Outlaw.Rogue","fdb"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","popinin"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","popinin"
"Warlock","Affliction","Casting Circle","Affliction.Warlock","popinin"
"Druid","Balance","Owlkin Adept","Balance.Druid","snartx"
"Druid","Balance","High Winds","Balance.Druid","snartx"
"Druid","Balance","Moonkin Aura","Balance.Druid","snartx"
"Priest","Discipline","Dome of Light","Discipline.Priest","orangejuuce"
"Priest","Discipline","Dark Archangel","Discipline.Priest","orangejuuce"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","orangejuuce"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","phake"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","phake"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","phake"
"Priest","Shadow","Void Shift","Shadow.Priest","ttvenvyion"
"Priest","Shadow","Greater Fade","Shadow.Priest","ttvenvyion"
"Priest","Shadow","Psyfiend","Shadow.Priest","ttvenvyion"
"Monk","Windwalker","Grapple Weapon","Windwalker.Monk","venfuki"
"Monk","Windwalker","Turbo Fists","Windwalker.Monk","venfuki"
"Monk","Windwalker","Alpha Tiger","Windwalker.Monk","venfuki"
"Shaman","Restoration","Living Tide","Restoration.Shaman","biofly"
"Shaman","Restoration","Electrocute","Restoration.Shaman","biofly"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","biofly"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","beatman"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","beatman"
"Paladin","Retribution","Blessing of Sanctuary","Retribution.Paladin","beatman"
"Druid","Balance","Moonkin Aura","Balance.Druid","pannaxx"
"Druid","Balance","Owlkin Adept","Balance.Druid","pannaxx"
"Druid","Balance","High Winds","Balance.Druid","pannaxx"
"Monk","Windwalker","Reverse Harm","Windwalker.Monk","rsk"
"Monk","Windwalker","Turbo Fists","Windwalker.Monk","rsk"
"Monk","Windwalker","Alpha Tiger","Windwalker.Monk","rsk"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","muchopower"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","muchopower"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","muchopower"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","bihlly"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","bihlly"
"Warlock","Affliction","Deathbolt","Affliction.Warlock","bihlly"
"Priest","Discipline","Dark Archangel","Discipline.Priest","degenerates"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","degenerates"
"Priest","Discipline","Dome of Light","Discipline.Priest","degenerates"
"Warrior","Fury","Enduring Rage","Fury.Warrior","truck"
"Warrior","Fury","Battle Trance","Fury.Warrior","truck"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","truck"
"Hunter","Marksmanship","Survival Tactics","Marksmanship.Hunter","resonatorrob"
"Hunter","Marksmanship","Scatter Shot","Marksmanship.Hunter","resonatorrob"
"Hunter","Marksmanship","Roar of Sacrifice","Marksmanship.Hunter","resonatorrob"
"Priest","Discipline","Dark Archangel","Discipline.Priest","onlydegens"
"Priest","Discipline","Dome of Light","Discipline.Priest","onlydegens"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","onlydegens"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","hardrkazar"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","hardrkazar"
"Warlock","Affliction","Deathbolt","Affliction.Warlock","hardrkazar"
"Warrior","Fury","Battle Trance","Fury.Warrior","maraudertko"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","maraudertko"
"Warrior","Fury","Warbringer","Fury.Warrior","maraudertko"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","jaysdkx"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","jaysdkx"
"Death Knight","Unholy","Spellwarden","Unholy.Death Knight","jaysdkx"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","innocentgunz"
"Shaman","Restoration","Living Tide","Restoration.Shaman","innocentgunz"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","innocentgunz"
"Paladin","Holy","Light's Grace","Holy.Paladin","bubblist"
"Paladin","Holy","Divine Favor","Holy.Paladin","bubblist"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","bubblist"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","maldaddy"
"Warlock","Affliction","Casting Circle","Affliction.Warlock","maldaddy"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","maldaddy"
"Paladin","Holy","Divine Favor","Holy.Paladin","projectmoron"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","projectmoron"
"Paladin","Holy","Blessed Hands","Holy.Paladin","projectmoron"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","xadge"
"Warlock","Affliction","Shadowfall","Affliction.Warlock","xadge"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","xadge"
"Priest","Shadow","Megalomania","Shadow.Priest","sinthe"
"Priest","Shadow","Void Volley","Shadow.Priest","sinthe"
"Priest","Shadow","Greater Fade","Shadow.Priest","sinthe"
"Druid","Feral","Leader of the Pack","Feral.Druid","soaring"
"Druid","Feral","Wicked Claws","Feral.Druid","soaring"
"Druid","Feral","Strength of the Wild","Feral.Druid","soaring"
"Hunter","Beast Mastery","Roar of Sacrifice","Beast Mastery.Hunter","drdill"
"Hunter","Beast Mastery","Survival Tactics","Beast Mastery.Hunter","drdill"
"Hunter","Beast Mastery","Chimaeral Sting","Beast Mastery.Hunter","drdill"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","cejayweavin"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","cejayweavin"
"Monk","Mistweaver","Chrysalis","Mistweaver.Monk","cejayweavin"
"Priest","Shadow","Psyfiend","Shadow.Priest","mommyplease"
"Priest","Shadow","Greater Fade","Shadow.Priest","mommyplease"
"Priest","Shadow","Improved Mass Dispel","Shadow.Priest","mommyplease"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","maldiva"
"Warlock","Affliction","Casting Circle","Affliction.Warlock","maldiva"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","maldiva"
"Monk","Mistweaver","Chrysalis","Mistweaver.Monk","cjweavin"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","cjweavin"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","cjweavin"
"Warrior","Fury","Battle Trance","Fury.Warrior","yargon"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","yargon"
"Warrior","Fury","Warbringer","Fury.Warrior","yargon"
"Shaman","Elemental","Grounding Totem","Elemental.Shaman","petkillerx"
"Shaman","Elemental","Control of Lava","Elemental.Shaman","petkillerx"
"Shaman","Elemental","Lightning Lasso","Elemental.Shaman","petkillerx"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","defeated"
"Death Knight","Unholy","Spellwarden","Unholy.Death Knight","defeated"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","defeated"
"Paladin","Holy","Divine Favor","Holy.Paladin","mumblesx"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","mumblesx"
"Paladin","Holy","Ultimate Sacrifice","Holy.Paladin","mumblesx"
"Warrior","Fury","Warbringer","Fury.Warrior","pinheadlarri"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","pinheadlarri"
"Warrior","Fury","Battle Trance","Fury.Warrior","pinheadlarri"
"Rogue","Assassination","Hemotoxin","Assassination.Rogue","skirt"
"Rogue","Assassination","Smoke Bomb","Assassination.Rogue","skirt"
"Rogue","Assassination","Dismantle","Assassination.Rogue","skirt"
"Monk","Mistweaver","Chrysalis","Mistweaver.Monk","akkiira"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","akkiira"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","akkiira"
"Priest","Holy","Miracle Worker","Holy.Priest","gzyp"
"Priest","Holy","Cardinal Mending","Holy.Priest","gzyp"
"Priest","Holy","Greater Fade","Holy.Priest","gzyp"
"Mage","Frost","Ice Wall","Frost.Mage","pifflicious"
"Mage","Frost","Deep Shatter","Frost.Mage","pifflicious"
"Mage","Frost","Frostbite","Frost.Mage","pifflicious"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","heliodus"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","heliodus"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","heliodus"
"Death Knight","Frost","Dead of Winter","Frost.Death Knight","lokitabeso"
"Death Knight","Frost","Chill Streak","Frost.Death Knight","lokitabeso"
"Death Knight","Frost","Strangulate","Frost.Death Knight","lokitabeso"
"Priest","Shadow","Void Origins","Shadow.Priest","doodles"
"Priest","Shadow","Psyfiend","Shadow.Priest","doodles"
"Priest","Shadow","Greater Fade","Shadow.Priest","doodles"
"Hunter","Marksmanship","Scatter Shot","Marksmanship.Hunter","symz"
"Hunter","Marksmanship","Roar of Sacrifice","Marksmanship.Hunter","symz"
"Hunter","Marksmanship","Survival Tactics","Marksmanship.Hunter","symz"
"Priest","Shadow","Megalomania","Shadow.Priest","janlajuan"
"Priest","Shadow","Greater Fade","Shadow.Priest","janlajuan"
"Priest","Shadow","Psyfiend","Shadow.Priest","janlajuan"
"Rogue","Assassination","Hemotoxin","Assassination.Rogue","natethegreat"
