"Class","Spec","PvP.Talent","Spec.Class","Char.Name"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","baegoesmeow"
"Druid","Restoration","Reactive Resin","Restoration.Druid","baegoesmeow"
"Druid","Restoration","Focused Growth","Restoration.Druid","baegoesmeow"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","fdb"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","fdb"
"Rogue","Outlaw","Maneuverability","Outlaw.Rogue","fdb"
"Druid","Feral","Ferocious Wound","Feral.Druid","foxmeowz"
"Druid","Feral","Leader of the Pack","Feral.Druid","foxmeowz"
"Druid","Feral","Strength of the Wild","Feral.Druid","foxmeowz"
"Hunter","Beast Mastery","Kindred Beasts","Beast Mastery.Hunter","yoske"
"Hunter","Beast Mastery","Survival Tactics","Beast Mastery.Hunter","yoske"
"Hunter","Beast Mastery","Roar of Sacrifice","Beast Mastery.Hunter","yoske"
"Druid","Feral","Leader of the Pack","Feral.Druid","tjxaxa"
"Druid","Feral","Ferocious Wound","Feral.Druid","tjxaxa"
"Druid","Feral","Strength of the Wild","Feral.Druid","tjxaxa"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","kalvishx"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","kalvishx"
"Rogue","Subtlety","Dismantle","Subtlety.Rogue","kalvishx"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","cloudluti"
"Paladin","Retribution","Jurisdiction","Retribution.Paladin","cloudluti"
"Paladin","Retribution","Vengeance Aura","Retribution.Paladin","cloudluti"
"Druid","Feral","Wicked Claws","Feral.Druid","axtin"
"Druid","Feral","Leader of the Pack","Feral.Druid","axtin"
"Druid","Feral","Strength of the Wild","Feral.Druid","axtin"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","marvinceo"
"Paladin","Retribution","Law and Order","Retribution.Paladin","marvinceo"
"Paladin","Retribution","Jurisdiction","Retribution.Paladin","marvinceo"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","dno"
"Druid","Restoration","Reactive Resin","Restoration.Druid","dno"
"Druid","Restoration","High Winds","Restoration.Druid","dno"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","vigarst"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","vigarst"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","vigarst"
"Mage","Fire","Ring of Fire","Fire.Mage","dopaminex"
"Mage","Fire","Pyrokinesis","Fire.Mage","dopaminex"
"Mage","Fire","Netherwind Armor","Fire.Mage","dopaminex"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","nahj"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","nahj"
"Rogue","Subtlety","Dismantle","Subtlety.Rogue","nahj"
"Warrior","Fury","Battle Trance","Fury.Warrior","swifty"
"Warrior","Fury","Enduring Rage","Fury.Warrior","swifty"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","swifty"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","bewitch"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","bewitch"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","bewitch"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","clapdowns"
"Paladin","Retribution","Luminescence","Retribution.Paladin","clapdowns"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","clapdowns"
"Druid","Feral","Ferocious Wound","Feral.Druid","wodferalz"
"Druid","Feral","Thorns","Feral.Druid","wodferalz"
"Druid","Feral","Strength of the Wild","Feral.Druid","wodferalz"
"Hunter","Survival","Roar of Sacrifice","Survival.Hunter","dillon"
"Hunter","Survival","Survival Tactics","Survival.Hunter","dillon"
"Hunter","Survival","Chimaeral Sting","Survival.Hunter","dillon"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","clownvish"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","clownvish"
"Rogue","Subtlety","Maneuverability","Subtlety.Rogue","clownvish"
"Priest","Holy","Holy Ward","Holy.Priest","cindyloux"
"Priest","Holy","Greater Fade","Holy.Priest","cindyloux"
"Priest","Holy","Miracle Worker","Holy.Priest","cindyloux"
"Death Knight","Unholy","Dark Simulacrum","Unholy.Death Knight","oql"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","oql"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","oql"
"Demon Hunter","Havoc","Reverse Magic","Havoc.Demon Hunter","mvqx"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","mvqx"
"Demon Hunter","Havoc","Demonic Origins","Havoc.Demon Hunter","mvqx"
"Rogue","Subtlety","Thick as Thieves","Subtlety.Rogue","explicit"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","explicit"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","explicit"
"Hunter","Beast Mastery","Chimaeral Sting","Beast Mastery.Hunter","garythorpe"
"Hunter","Beast Mastery","Roar of Sacrifice","Beast Mastery.Hunter","garythorpe"
"Hunter","Beast Mastery","Survival Tactics","Beast Mastery.Hunter","garythorpe"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","cjqyyds"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","cjqyyds"
"Paladin","Retribution","Blessing of Sanctuary","Retribution.Paladin","cjqyyds"
"Druid","Feral","Thorns","Feral.Druid","mocfernando"
"Druid","Feral","Wicked Claws","Feral.Druid","mocfernando"
"Druid","Feral","Strength of the Wild","Feral.Druid","mocfernando"
"Hunter","Marksmanship","Roar of Sacrifice","Marksmanship.Hunter","ssds"
"Hunter","Marksmanship","Scatter Shot","Marksmanship.Hunter","ssds"
"Hunter","Marksmanship","Survival Tactics","Marksmanship.Hunter","ssds"
"Druid","Balance","Moonkin Aura","Balance.Druid","rudar"
"Druid","Balance","Owlkin Adept","Balance.Druid","rudar"
"Druid","Balance","High Winds","Balance.Druid","rudar"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","krawkraw"
"Paladin","Retribution","Luminescence","Retribution.Paladin","krawkraw"
"Paladin","Retribution","Vengeance Aura","Retribution.Paladin","krawkraw"
"Mage","Fire","Ring of Fire","Fire.Mage","ceralium"
"Mage","Fire","Flamecannon","Fire.Mage","ceralium"
"Mage","Fire","Pyrokinesis","Fire.Mage","ceralium"
"Druid","Restoration","Reactive Resin","Restoration.Druid","samuelceo"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","samuelceo"
"Druid","Restoration","Focused Growth","Restoration.Druid","samuelceo"
"Warrior","Fury","Master and Commander","Fury.Warrior","andrewceo"
"Warrior","Fury","Battle Trance","Fury.Warrior","andrewceo"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","andrewceo"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","wegofa"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","wegofa"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","wegofa"
"Demon Hunter","Havoc","Demonic Origins","Havoc.Demon Hunter","mvqdh"
"Demon Hunter","Havoc","Reverse Magic","Havoc.Demon Hunter","mvqdh"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","mvqdh"
"Mage","Fire","Pyrokinesis","Fire.Mage","aegx"
"Mage","Fire","Ring of Fire","Fire.Mage","aegx"
"Mage","Fire","Tinder","Fire.Mage","aegx"
"Druid","Restoration","Reactive Resin","Restoration.Druid","devistonia"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","devistonia"
"Druid","Restoration","Deep Roots","Restoration.Druid","devistonia"
"Druid","Feral","Thorns","Feral.Druid","feralgenius"
"Druid","Feral","Strength of the Wild","Feral.Druid","feralgenius"
"Druid","Feral","Leader of the Pack","Feral.Druid","feralgenius"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","thugonomicz"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","thugonomicz"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","thugonomicz"
"Warrior","Arms","Sharpen Blade","Arms.Warrior","clapperr"
"Warrior","Arms","Disarm","Arms.Warrior","clapperr"
"Warrior","Arms","War Banner","Arms.Warrior","clapperr"
"Druid","Restoration","Reactive Resin","Restoration.Druid","sensations"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","sensations"
"Druid","Restoration","Mark of the Wild","Restoration.Druid","sensations"
"Mage","Fire","Pyrokinesis","Fire.Mage","aangx"
"Mage","Fire","Netherwind Armor","Fire.Mage","aangx"
"Mage","Fire","Flamecannon","Fire.Mage","aangx"
"Druid","Restoration","Mark of the Wild","Restoration.Druid","teamwork"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","teamwork"
"Druid","Restoration","Reactive Resin","Restoration.Druid","teamwork"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","manjirosano"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","manjirosano"
"Paladin","Retribution","Blessing of Sanctuary","Retribution.Paladin","manjirosano"
"Priest","Shadow","Greater Fade","Shadow.Priest","mmrassassin"
"Priest","Shadow","Psyfiend","Shadow.Priest","mmrassassin"
"Priest","Shadow","Megalomania","Shadow.Priest","mmrassassin"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","kalvjkhots"
"Shaman","Enhancement","Swelling Waves","Enhancement.Shaman","kalvjkhots"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","kalvjkhots"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","salaszar"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","salaszar"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","salaszar"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","gamerdude"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","gamerdude"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","gamerdude"
"Rogue","Outlaw","Maneuverability","Outlaw.Rogue","dzd"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","dzd"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","dzd"
"Paladin","Retribution","Blessing of Sanctuary","Retribution.Paladin","vanguards"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","vanguards"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","vanguards"
"Warrior","Fury","Disarm","Fury.Warrior","ursomadbro"
"Warrior","Fury","Enduring Rage","Fury.Warrior","ursomadbro"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","ursomadbro"
"Shaman","Restoration","Tidebringer","Restoration.Shaman","ggdumpy"
"Shaman","Restoration","Living Tide","Restoration.Shaman","ggdumpy"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","ggdumpy"
"Priest","Holy","Greater Fade","Holy.Priest","toonahx"
"Priest","Holy","Miracle Worker","Holy.Priest","toonahx"
"Priest","Holy","Holy Ward","Holy.Priest","toonahx"
"Mage","Fire","Pyrokinesis","Fire.Mage","aeghis"
"Mage","Fire","Ring of Fire","Fire.Mage","aeghis"
"Mage","Fire","Tinder","Fire.Mage","aeghis"
"Druid","Feral","Strength of the Wild","Feral.Druid","glenn"
"Druid","Feral","Wicked Claws","Feral.Druid","glenn"
"Druid","Feral","Leader of the Pack","Feral.Druid","glenn"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","danksight"
"Shaman","Restoration","Living Tide","Restoration.Shaman","danksight"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","danksight"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","ttvfoxyllama"
"Shaman","Restoration","Living Tide","Restoration.Shaman","ttvfoxyllama"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","ttvfoxyllama"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","mesx"
"Death Knight","Unholy","Spellwarden","Unholy.Death Knight","mesx"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","mesx"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","shadowdeathj"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","shadowdeathj"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","shadowdeathj"
"Mage","Fire","Pyrokinesis","Fire.Mage","hansol"
"Mage","Fire","Ring of Fire","Fire.Mage","hansol"
"Mage","Fire","Tinder","Fire.Mage","hansol"
"Priest","Holy","Miracle Worker","Holy.Priest","icarryozz"
"Priest","Holy","Ray of Hope","Holy.Priest","icarryozz"
"Priest","Holy","Greater Fade","Holy.Priest","icarryozz"
"Priest","Holy","Miracle Worker","Holy.Priest","mason"
"Priest","Holy","Ray of Hope","Holy.Priest","mason"
"Priest","Holy","Greater Fade","Holy.Priest","mason"
"Druid","Balance","Moonkin Aura","Balance.Druid","dipimoo"
"Druid","Balance","Owlkin Adept","Balance.Druid","dipimoo"
"Druid","Balance","High Winds","Balance.Druid","dipimoo"
"Priest","Shadow","Psyfiend","Shadow.Priest","jwah"
"Priest","Shadow","Greater Fade","Shadow.Priest","jwah"
"Priest","Shadow","Megalomania","Shadow.Priest","jwah"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","pettyk"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","pettyk"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","pettyk"
"Druid","Restoration","High Winds","Restoration.Druid","coping"
"Druid","Restoration","Reactive Resin","Restoration.Druid","coping"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","coping"
"Rogue","Subtlety","Thick as Thieves","Subtlety.Rogue","killuminati"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","killuminati"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","killuminati"
"Monk","Mistweaver","Chrysalis","Mistweaver.Monk","vethosis"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","vethosis"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","vethosis"
"Warrior","Fury","Battle Trance","Fury.Warrior","vxlongjohnsn"
"Warrior","Fury","Disarm","Fury.Warrior","vxlongjohnsn"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","vxlongjohnsn"
"Shaman","Restoration","Living Tide","Restoration.Shaman","thedaz"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","thedaz"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","thedaz"
"Mage","Fire","Pyrokinesis","Fire.Mage","xaryu"
"Mage","Fire","Tinder","Fire.Mage","xaryu"
"Mage","Fire","Netherwind Armor","Fire.Mage","xaryu"
"Demon Hunter","Havoc","Chaotic Imprint","Havoc.Demon Hunter","preblur"
"Demon Hunter","Havoc","Reverse Magic","Havoc.Demon Hunter","preblur"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","preblur"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","aiden"
"Rogue","Subtlety","Thick as Thieves","Subtlety.Rogue","aiden"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","aiden"
"Mage","Fire","Tinder","Fire.Mage","abrua"
"Mage","Fire","Ring of Fire","Fire.Mage","abrua"
"Mage","Fire","Pyrokinesis","Fire.Mage","abrua"
"Paladin","Retribution","Blessing of Sanctuary","Retribution.Paladin","breezylol"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","breezylol"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","breezylol"
"Mage","Fire","Pyrokinesis","Fire.Mage","pherix"
"Mage","Fire","Tinder","Fire.Mage","pherix"
"Mage","Fire","Ring of Fire","Fire.Mage","pherix"
"Priest","Holy","Ray of Hope","Holy.Priest","xiuni"
"Priest","Holy","Greater Fade","Holy.Priest","xiuni"
"Priest","Holy","Miracle Worker","Holy.Priest","xiuni"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","cylizy"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","cylizy"
"Priest","Discipline","Dome of Light","Discipline.Priest","cylizy"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","nbabubblelol"
"Shaman","Enhancement","Swelling Waves","Enhancement.Shaman","nbabubblelol"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","nbabubblelol"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","silkymitts"
"Shaman","Enhancement","Swelling Waves","Enhancement.Shaman","silkymitts"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","silkymitts"
"Warrior","Fury","Disarm","Fury.Warrior","revolol"
"Warrior","Fury","Battle Trance","Fury.Warrior","revolol"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","revolol"
"Warrior","Fury","Disarm","Fury.Warrior","chadgrifnkak"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","chadgrifnkak"
"Warrior","Fury","Battle Trance","Fury.Warrior","chadgrifnkak"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","challengerz"
"Priest","Discipline","Blaze of Light","Discipline.Priest","challengerz"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","challengerz"
"Demon Hunter","Havoc","Reverse Magic","Havoc.Demon Hunter","rev"
"Demon Hunter","Havoc","Glimpse","Havoc.Demon Hunter","rev"
"Demon Hunter","Havoc","Demonic Origins","Havoc.Demon Hunter","rev"
"Druid","Balance","Owlkin Adept","Balance.Druid","abandicki"
"Druid","Balance","Moonkin Aura","Balance.Druid","abandicki"
"Druid","Balance","High Winds","Balance.Druid","abandicki"
"Warrior","Fury","Warbringer","Fury.Warrior","mud"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","mud"
"Warrior","Fury","Battle Trance","Fury.Warrior","mud"
"Hunter","Beast Mastery","Survival Tactics","Beast Mastery.Hunter","ekacgal"
"Hunter","Beast Mastery","Kindred Beasts","Beast Mastery.Hunter","ekacgal"
"Hunter","Beast Mastery","Roar of Sacrifice","Beast Mastery.Hunter","ekacgal"
"Demon Hunter","Havoc","Demonic Origins","Havoc.Demon Hunter","mamazboy"
"Demon Hunter","Havoc","Reverse Magic","Havoc.Demon Hunter","mamazboy"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","mamazboy"
"Monk","Windwalker","Grapple Weapon","Windwalker.Monk","venfuki"
"Monk","Windwalker","Turbo Fists","Windwalker.Monk","venfuki"
"Monk","Windwalker","Alpha Tiger","Windwalker.Monk","venfuki"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","yeehaw"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","yeehaw"
"Monk","Mistweaver","Zen Focus Tea","Mistweaver.Monk","yeehaw"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","panzerhenk"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","panzerhenk"
"Monk","Mistweaver","Zen Focus Tea","Mistweaver.Monk","panzerhenk"
"Rogue","Subtlety","Dismantle","Subtlety.Rogue","tmpikaboo"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","tmpikaboo"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","tmpikaboo"
"Warrior","Fury","Enduring Rage","Fury.Warrior","retwarx"
"Warrior","Fury","Disarm","Fury.Warrior","retwarx"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","retwarx"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","kangenwater"
"Shaman","Enhancement","Swelling Waves","Enhancement.Shaman","kangenwater"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","kangenwater"
"Warrior","Fury","Enduring Rage","Fury.Warrior","vxjrawr"
"Warrior","Fury","Disarm","Fury.Warrior","vxjrawr"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","vxjrawr"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","kciktep"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","kciktep"
"Death Knight","Unholy","Necromancer's Bargain","Unholy.Death Knight","kciktep"
"Demon Hunter","Havoc","Demonic Origins","Havoc.Demon Hunter","villaindh"
"Demon Hunter","Havoc","Reverse Magic","Havoc.Demon Hunter","villaindh"
