"Class","Spec","Talent","Talent.Level","Spec.Class","Char.Name"
"Priest","Discipline","Purge the Wicked",45,"Discipline.Priest","æßøäîètîÿ"
"Priest","Discipline","Lenience",50,"Discipline.Priest","æßøäîètîÿ"
"Druid","Feral","Lunar Inspiration",15,"Feral.Druid","wodferal"
"Druid","Feral","Wild Charge",25,"Feral.Druid","wodferal"
"Druid","Feral","Guardian Affinity",30,"Feral.Druid","wodferal"
"Druid","Feral","Mighty Bash",35,"Feral.Druid","wodferal"
"Druid","Feral","Soul of the Forest",40,"Feral.Druid","wodferal"
"Druid","Feral","Brutal Slash",45,"Feral.Druid","wodferal"
"Druid","Feral","Feral Frenzy",50,"Feral.Druid","wodferal"
"Mage","Fire","Firestarter",15,"Fire.Mage","aeghis"
"Mage","Fire","Blazing Soul",25,"Fire.Mage","aeghis"
"Mage","Fire","Rune of Power",30,"Fire.Mage","aeghis"
"Mage","Fire","Flame On",35,"Fire.Mage","aeghis"
"Mage","Fire","Ring of Frost",40,"Fire.Mage","aeghis"
"Mage","Fire","Living Bomb",45,"Fire.Mage","aeghis"
"Mage","Fire","Kindling",50,"Fire.Mage","aeghis"
"Priest","Holy","Renewed Faith",15,"Holy.Priest","kikyö"
"Priest","Holy","Angelic Feather",25,"Holy.Priest","kikyö"
"Priest","Holy","Guardian Angel",30,"Holy.Priest","kikyö"
"Priest","Holy","Psychic Voice",35,"Holy.Priest","kikyö"
"Priest","Holy","Surge of Light",40,"Holy.Priest","kikyö"
"Priest","Holy","Benediction",45,"Holy.Priest","kikyö"
"Priest","Holy","Apotheosis",50,"Holy.Priest","kikyö"
"Rogue","Subtlety","Premeditation",15,"Subtlety.Rogue","explicit"
"Rogue","Subtlety","Nightstalker",25,"Subtlety.Rogue","explicit"
"Rogue","Subtlety","Deeper Stratagem",30,"Subtlety.Rogue","explicit"
"Rogue","Subtlety","Elusiveness",35,"Subtlety.Rogue","explicit"
"Rogue","Subtlety","Prey on the Weak",40,"Subtlety.Rogue","explicit"
"Rogue","Subtlety","Enveloping Shadows",45,"Subtlety.Rogue","explicit"
"Rogue","Subtlety","Master of Shadows",50,"Subtlety.Rogue","explicit"
"Druid","Feral","Lunar Inspiration",15,"Feral.Druid","wodferalz"
"Druid","Feral","Wild Charge",25,"Feral.Druid","wodferalz"
"Druid","Feral","Guardian Affinity",30,"Feral.Druid","wodferalz"
"Druid","Feral","Mighty Bash",35,"Feral.Druid","wodferalz"
"Druid","Feral","Soul of the Forest",40,"Feral.Druid","wodferalz"
"Druid","Feral","Brutal Slash",45,"Feral.Druid","wodferalz"
"Druid","Feral","Feral Frenzy",50,"Feral.Druid","wodferalz"
"Hunter","Marksmanship","Master Marksman",15,"Marksmanship.Hunter","bonquiqui"
"Hunter","Marksmanship","Careful Aim",25,"Marksmanship.Hunter","bonquiqui"
"Hunter","Marksmanship","Camouflage",30,"Marksmanship.Hunter","bonquiqui"
"Hunter","Marksmanship","Streamline",35,"Marksmanship.Hunter","bonquiqui"
"Hunter","Marksmanship","Posthaste",40,"Marksmanship.Hunter","bonquiqui"
"Hunter","Marksmanship","Double Tap",45,"Marksmanship.Hunter","bonquiqui"
"Hunter","Marksmanship","Lock and Load",50,"Marksmanship.Hunter","bonquiqui"
"Demon Hunter","Havoc","Felblade",15,"Havoc.Demon Hunter","preblur"
"Demon Hunter","Havoc","Demon Blades",25,"Havoc.Demon Hunter","preblur"
"Demon Hunter","Havoc","Unbound Chaos",30,"Havoc.Demon Hunter","preblur"
"Demon Hunter","Havoc","Netherwalk",35,"Havoc.Demon Hunter","preblur"
"Demon Hunter","Havoc","First Blood",40,"Havoc.Demon Hunter","preblur"
"Demon Hunter","Havoc","Fel Eruption",45,"Havoc.Demon Hunter","preblur"
"Demon Hunter","Havoc","Demonic",50,"Havoc.Demon Hunter","preblur"
"Monk","Mistweaver","Mist Wrap",15,"Mistweaver.Monk","stopflopnrop"
"Monk","Mistweaver","Chi Torpedo",25,"Mistweaver.Monk","stopflopnrop"
"Monk","Mistweaver","Mana Tea",30,"Mistweaver.Monk","stopflopnrop"
"Monk","Mistweaver","Ring of Peace",35,"Mistweaver.Monk","stopflopnrop"
"Monk","Mistweaver","Healing Elixir",40,"Mistweaver.Monk","stopflopnrop"
"Monk","Mistweaver","Summon Jade Serpent Statue",45,"Mistweaver.Monk","stopflopnrop"
"Monk","Mistweaver","Focused Thunder",50,"Mistweaver.Monk","stopflopnrop"
"Rogue","Outlaw","Weaponmaster",15,"Outlaw.Rogue","clownvish"
"Rogue","Outlaw","Acrobatic Strikes",25,"Outlaw.Rogue","clownvish"
"Rogue","Outlaw","Deeper Stratagem",30,"Outlaw.Rogue","clownvish"
"Rogue","Outlaw","Elusiveness",35,"Outlaw.Rogue","clownvish"
"Rogue","Outlaw","Blinding Powder",40,"Outlaw.Rogue","clownvish"
"Rogue","Outlaw","Alacrity",45,"Outlaw.Rogue","clownvish"
"Rogue","Outlaw","Blade Rush",50,"Outlaw.Rogue","clownvish"
"Rogue","Outlaw","Quick Draw",15,"Outlaw.Rogue","chun"
"Rogue","Outlaw","Acrobatic Strikes",25,"Outlaw.Rogue","chun"
"Rogue","Outlaw","Deeper Stratagem",30,"Outlaw.Rogue","chun"
"Rogue","Outlaw","Elusiveness",35,"Outlaw.Rogue","chun"
"Rogue","Outlaw","Blinding Powder",40,"Outlaw.Rogue","chun"
"Rogue","Outlaw","Alacrity",45,"Outlaw.Rogue","chun"
"Rogue","Outlaw","Blade Rush",50,"Outlaw.Rogue","chun"
"Monk","Windwalker","Chi Wave",15,"Windwalker.Monk","zenli"
"Monk","Windwalker","Tiger's Lust",25,"Windwalker.Monk","zenli"
"Monk","Windwalker","Fist of the White Tiger",30,"Windwalker.Monk","zenli"
"Monk","Windwalker","Ring of Peace",35,"Windwalker.Monk","zenli"
"Monk","Windwalker","Diffuse Magic",40,"Windwalker.Monk","zenli"
"Monk","Windwalker","Dance of Chi-Ji",45,"Windwalker.Monk","zenli"
"Monk","Windwalker","Whirling Dragon Punch",50,"Windwalker.Monk","zenli"
"Mage","Fire","Firestarter",15,"Fire.Mage","xaryu"
"Mage","Fire","Blazing Soul",25,"Fire.Mage","xaryu"
"Mage","Fire","Rune of Power",30,"Fire.Mage","xaryu"
"Mage","Fire","Flame On",35,"Fire.Mage","xaryu"
"Mage","Fire","Ring of Frost",40,"Fire.Mage","xaryu"
"Mage","Fire","Living Bomb",45,"Fire.Mage","xaryu"
"Mage","Fire","Kindling",50,"Fire.Mage","xaryu"
"Warlock","Demonology","Dreadlash",15,"Demonology.Warlock","oldasianman"
"Warlock","Demonology","Power Siphon",25,"Demonology.Warlock","oldasianman"
"Warlock","Demonology","Demon Skin",30,"Demonology.Warlock","oldasianman"
"Warlock","Demonology","From the Shadows",35,"Demonology.Warlock","oldasianman"
"Warlock","Demonology","Mortal Coil",40,"Demonology.Warlock","oldasianman"
"Warlock","Demonology","Grimoire: Felguard",45,"Demonology.Warlock","oldasianman"
"Warlock","Demonology","Demonic Consumption",50,"Demonology.Warlock","oldasianman"
"Druid","Feral","Lunar Inspiration",15,"Feral.Druid","marvin"
"Druid","Feral","Wild Charge",25,"Feral.Druid","marvin"
"Druid","Feral","Guardian Affinity",30,"Feral.Druid","marvin"
"Druid","Feral","Mighty Bash",35,"Feral.Druid","marvin"
"Druid","Feral","Soul of the Forest",40,"Feral.Druid","marvin"
"Druid","Feral","Brutal Slash",45,"Feral.Druid","marvin"
"Druid","Feral","Feral Frenzy",50,"Feral.Druid","marvin"
"Warlock","Demonology","Dreadlash",15,"Demonology.Warlock","rbkubzy"
"Warlock","Demonology","Doom",25,"Demonology.Warlock","rbkubzy"
"Warlock","Demonology","Demon Skin",30,"Demonology.Warlock","rbkubzy"
"Warlock","Demonology","From the Shadows",35,"Demonology.Warlock","rbkubzy"
"Warlock","Demonology","Mortal Coil",40,"Demonology.Warlock","rbkubzy"
"Warlock","Demonology","Grimoire: Felguard",45,"Demonology.Warlock","rbkubzy"
"Warlock","Demonology","Demonic Consumption",50,"Demonology.Warlock","rbkubzy"
"Demon Hunter","Havoc","Felblade",15,"Havoc.Demon Hunter","mvqdh"
"Demon Hunter","Havoc","Demon Blades",25,"Havoc.Demon Hunter","mvqdh"
"Demon Hunter","Havoc","Unbound Chaos",30,"Havoc.Demon Hunter","mvqdh"
"Demon Hunter","Havoc","Netherwalk",35,"Havoc.Demon Hunter","mvqdh"
"Demon Hunter","Havoc","First Blood",40,"Havoc.Demon Hunter","mvqdh"
"Demon Hunter","Havoc","Fel Eruption",45,"Havoc.Demon Hunter","mvqdh"
"Demon Hunter","Havoc","Demonic",50,"Havoc.Demon Hunter","mvqdh"
"Priest","Holy","Enlightenment",15,"Holy.Priest","bigvuqoffdam"
"Priest","Holy","Angelic Feather",25,"Holy.Priest","bigvuqoffdam"
"Priest","Holy","Guardian Angel",30,"Holy.Priest","bigvuqoffdam"
"Priest","Holy","Psychic Voice",35,"Holy.Priest","bigvuqoffdam"
"Priest","Holy","Surge of Light",40,"Holy.Priest","bigvuqoffdam"
"Priest","Holy","Benediction",45,"Holy.Priest","bigvuqoffdam"
"Priest","Holy","Apotheosis",50,"Holy.Priest","bigvuqoffdam"
"Mage","Fire","Firestarter",15,"Fire.Mage","fatrat"
"Mage","Fire","Shimmer",25,"Fire.Mage","fatrat"
"Mage","Fire","Rune of Power",30,"Fire.Mage","fatrat"
"Mage","Fire","Flame On",35,"Fire.Mage","fatrat"
"Mage","Fire","Ring of Frost",40,"Fire.Mage","fatrat"
"Mage","Fire","Living Bomb",45,"Fire.Mage","fatrat"
"Mage","Fire","Kindling",50,"Fire.Mage","fatrat"
"Demon Hunter","Havoc","Felblade",15,"Havoc.Demon Hunter","demoncouch"
"Demon Hunter","Havoc","Demon Blades",25,"Havoc.Demon Hunter","demoncouch"
"Demon Hunter","Havoc","Unbound Chaos",30,"Havoc.Demon Hunter","demoncouch"
"Demon Hunter","Havoc","Netherwalk",35,"Havoc.Demon Hunter","demoncouch"
"Demon Hunter","Havoc","First Blood",40,"Havoc.Demon Hunter","demoncouch"
"Demon Hunter","Havoc","Fel Eruption",45,"Havoc.Demon Hunter","demoncouch"
"Demon Hunter","Havoc","Demonic",50,"Havoc.Demon Hunter","demoncouch"
"Warlock","Demonology","Dreadlash",15,"Demonology.Warlock","thugonomicz"
"Warlock","Demonology","Doom",25,"Demonology.Warlock","thugonomicz"
"Warlock","Demonology","Demon Skin",30,"Demonology.Warlock","thugonomicz"
"Warlock","Demonology","From the Shadows",35,"Demonology.Warlock","thugonomicz"
"Warlock","Demonology","Mortal Coil",40,"Demonology.Warlock","thugonomicz"
"Warlock","Demonology","Grimoire: Felguard",45,"Demonology.Warlock","thugonomicz"
"Warlock","Demonology","Demonic Consumption",50,"Demonology.Warlock","thugonomicz"
"Mage","Fire","Firestarter",15,"Fire.Mage","bigfatrat"
"Mage","Fire","Shimmer",25,"Fire.Mage","bigfatrat"
"Mage","Fire","Rune of Power",30,"Fire.Mage","bigfatrat"
"Mage","Fire","Flame On",35,"Fire.Mage","bigfatrat"
"Mage","Fire","Ring of Frost",40,"Fire.Mage","bigfatrat"
"Mage","Fire","Living Bomb",45,"Fire.Mage","bigfatrat"
"Mage","Fire","Kindling",50,"Fire.Mage","bigfatrat"
"Mage","Fire","Firestarter",15,"Fire.Mage","hansol"
"Mage","Fire","Blazing Soul",25,"Fire.Mage","hansol"
"Mage","Fire","Rune of Power",30,"Fire.Mage","hansol"
"Mage","Fire","Flame On",35,"Fire.Mage","hansol"
"Mage","Fire","Ring of Frost",40,"Fire.Mage","hansol"
"Mage","Fire","Living Bomb",45,"Fire.Mage","hansol"
"Mage","Fire","Kindling",50,"Fire.Mage","hansol"
"Rogue","Outlaw","Ghostly Strike",15,"Outlaw.Rogue","trillr"
"Rogue","Outlaw","Acrobatic Strikes",25,"Outlaw.Rogue","trillr"
"Rogue","Outlaw","Marked for Death",30,"Outlaw.Rogue","trillr"
"Rogue","Outlaw","Elusiveness",35,"Outlaw.Rogue","trillr"
"Rogue","Outlaw","Blinding Powder",40,"Outlaw.Rogue","trillr"
"Rogue","Outlaw","Alacrity",45,"Outlaw.Rogue","trillr"
"Rogue","Outlaw","Blade Rush",50,"Outlaw.Rogue","trillr"
"Rogue","Subtlety","Premeditation",15,"Subtlety.Rogue","jarome"
"Rogue","Subtlety","Nightstalker",25,"Subtlety.Rogue","jarome"
"Rogue","Subtlety","Marked for Death",30,"Subtlety.Rogue","jarome"
"Rogue","Subtlety","Soothing Darkness",35,"Subtlety.Rogue","jarome"
"Rogue","Subtlety","Prey on the Weak",40,"Subtlety.Rogue","jarome"
"Rogue","Subtlety","Enveloping Shadows",45,"Subtlety.Rogue","jarome"
"Rogue","Subtlety","Master of Shadows",50,"Subtlety.Rogue","jarome"
"Druid","Feral","Lunar Inspiration",15,"Feral.Druid","bleeds"
"Druid","Feral","Wild Charge",25,"Feral.Druid","bleeds"
"Druid","Feral","Guardian Affinity",30,"Feral.Druid","bleeds"
"Druid","Feral","Mighty Bash",35,"Feral.Druid","bleeds"
"Druid","Feral","Soul of the Forest",40,"Feral.Druid","bleeds"
"Druid","Feral","Brutal Slash",45,"Feral.Druid","bleeds"
"Druid","Feral","Feral Frenzy",50,"Feral.Druid","bleeds"
"Priest","Discipline","Schism",15,"Discipline.Priest","kurumî"
"Priest","Discipline","Masochism",25,"Discipline.Priest","kurumî"
"Priest","Discipline","Mindbender",30,"Discipline.Priest","kurumî"
"Priest","Discipline","Psychic Voice",35,"Discipline.Priest","kurumî"
"Priest","Discipline","Sins of the Many",40,"Discipline.Priest","kurumî"
"Priest","Discipline","Divine Star",45,"Discipline.Priest","kurumî"
"Priest","Discipline","Lenience",50,"Discipline.Priest","kurumî"
"Hunter","Survival","Alpha Predator",15,"Survival.Hunter","dillon"
"Hunter","Survival","Guerrilla Tactics",25,"Survival.Hunter","dillon"
"Hunter","Survival","Camouflage",30,"Survival.Hunter","dillon"
"Hunter","Survival","Steel Trap",35,"Survival.Hunter","dillon"
"Hunter","Survival","Posthaste",40,"Survival.Hunter","dillon"
"Hunter","Survival","Tip of the Spear",45,"Survival.Hunter","dillon"
"Hunter","Survival","Wildfire Infusion",50,"Survival.Hunter","dillon"
"Paladin","Holy","Bestow Faith",15,"Holy.Paladin","jerrybigbean"
"Paladin","Holy","Saved by the Light",25,"Holy.Paladin","jerrybigbean"
"Paladin","Holy","Repentance",30,"Holy.Paladin","jerrybigbean"
"Paladin","Holy","Cavalier",35,"Holy.Paladin","jerrybigbean"
"Paladin","Holy","Divine Purpose",40,"Holy.Paladin","jerrybigbean"
"Paladin","Holy","Awakening",45,"Holy.Paladin","jerrybigbean"
"Paladin","Holy","Beacon of Faith",50,"Holy.Paladin","jerrybigbean"
"Warrior","Fury","Sudden Death",15,"Fury.Warrior","execute"
"Warrior","Fury","Impending Victory",25,"Fury.Warrior","execute"
"Warrior","Fury","Frenzy",30,"Fury.Warrior","execute"
"Warrior","Fury","Warpaint",35,"Fury.Warrior","execute"
"Warrior","Fury","Cruelty",40,"Fury.Warrior","execute"
"Warrior","Fury","Bladestorm",45,"Fury.Warrior","execute"
"Warrior","Fury","Reckless Abandon",50,"Fury.Warrior","execute"
"Druid","Restoration","Cenarion Ward",15,"Restoration.Druid","renner"
"Druid","Restoration","Wild Charge",25,"Restoration.Druid","renner"
"Druid","Restoration","Guardian Affinity",30,"Restoration.Druid","renner"
"Druid","Restoration","Mighty Bash",35,"Restoration.Druid","renner"
"Druid","Restoration","Soul of the Forest",40,"Restoration.Druid","renner"
"Druid","Restoration","Overgrowth",45,"Restoration.Druid","renner"
"Druid","Restoration","Flourish",50,"Restoration.Druid","renner"
"Druid","Restoration","Cenarion Ward",15,"Restoration.Druid","catwalk"
"Druid","Restoration","Wild Charge",25,"Restoration.Druid","catwalk"
"Druid","Restoration","Guardian Affinity",30,"Restoration.Druid","catwalk"
"Druid","Restoration","Mighty Bash",35,"Restoration.Druid","catwalk"
"Druid","Restoration","Soul of the Forest",40,"Restoration.Druid","catwalk"
"Druid","Restoration","Inner Peace",45,"Restoration.Druid","catwalk"
"Druid","Restoration","Flourish",50,"Restoration.Druid","catwalk"
"Rogue","Subtlety","Premeditation",15,"Subtlety.Rogue","criminal"
"Rogue","Subtlety","Nightstalker",25,"Subtlety.Rogue","criminal"
"Rogue","Subtlety","Deeper Stratagem",30,"Subtlety.Rogue","criminal"
"Rogue","Subtlety","Soothing Darkness",35,"Subtlety.Rogue","criminal"
"Rogue","Subtlety","Prey on the Weak",40,"Subtlety.Rogue","criminal"
"Rogue","Subtlety","Enveloping Shadows",45,"Subtlety.Rogue","criminal"
"Rogue","Subtlety","Master of Shadows",50,"Subtlety.Rogue","criminal"
"Priest","Holy","Renewed Faith",15,"Holy.Priest","xiuni"
"Priest","Holy","Angelic Feather",25,"Holy.Priest","xiuni"
"Priest","Holy","Guardian Angel",30,"Holy.Priest","xiuni"
"Priest","Holy","Psychic Voice",35,"Holy.Priest","xiuni"
"Priest","Holy","Surge of Light",40,"Holy.Priest","xiuni"
"Priest","Holy","Benediction",45,"Holy.Priest","xiuni"
"Priest","Holy","Apotheosis",50,"Holy.Priest","xiuni"
"Priest","Holy","Enlightenment",15,"Holy.Priest","mangekyouviz"
"Priest","Holy","Angelic Feather",25,"Holy.Priest","mangekyouviz"
"Priest","Holy","Guardian Angel",30,"Holy.Priest","mangekyouviz"
"Priest","Holy","Psychic Voice",35,"Holy.Priest","mangekyouviz"
"Priest","Holy","Surge of Light",40,"Holy.Priest","mangekyouviz"
