"Class","Spec","PvP.Talent","Spec.Class","Char.Name"
"Druid","Feral","Leader of the Pack","Feral.Druid","marvin"
"Druid","Feral","Thorns","Feral.Druid","marvin"
"Druid","Feral","Wicked Claws","Feral.Druid","marvin"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","rbkubzy"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","rbkubzy"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","rbkubzy"
"Demon Hunter","Havoc","Demonic Origins","Havoc.Demon Hunter","mvqdh"
"Demon Hunter","Havoc","Reverse Magic","Havoc.Demon Hunter","mvqdh"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","mvqdh"
"Priest","Holy","Ray of Hope","Holy.Priest","bigvuqoffdam"
"Priest","Holy","Miracle Worker","Holy.Priest","bigvuqoffdam"
"Priest","Holy","Greater Fade","Holy.Priest","bigvuqoffdam"
"Mage","Fire","Greater Pyroblast","Fire.Mage","fatrat"
"Mage","Fire","Pyrokinesis","Fire.Mage","fatrat"
"Mage","Fire","Tinder","Fire.Mage","fatrat"
"Demon Hunter","Havoc","Demonic Origins","Havoc.Demon Hunter","demoncouch"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","demoncouch"
"Demon Hunter","Havoc","Reverse Magic","Havoc.Demon Hunter","demoncouch"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","thugonomicz"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","thugonomicz"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","thugonomicz"
"Mage","Fire","Ring of Fire","Fire.Mage","bigfatrat"
"Mage","Fire","Pyrokinesis","Fire.Mage","bigfatrat"
"Mage","Fire","Tinder","Fire.Mage","bigfatrat"
"Mage","Fire","Pyrokinesis","Fire.Mage","hansol"
"Mage","Fire","Ring of Fire","Fire.Mage","hansol"
"Mage","Fire","Tinder","Fire.Mage","hansol"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","trillr"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","trillr"
"Rogue","Outlaw","Dismantle","Outlaw.Rogue","trillr"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","jarome"
"Rogue","Subtlety","Death from Above","Subtlety.Rogue","jarome"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","jarome"
"Druid","Feral","Leader of the Pack","Feral.Druid","bleeds"
"Druid","Feral","Thorns","Feral.Druid","bleeds"
"Druid","Feral","Strength of the Wild","Feral.Druid","bleeds"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","kurumî"
"Priest","Discipline","Dome of Light","Discipline.Priest","kurumî"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","kurumî"
"Hunter","Survival","Roar of Sacrifice","Survival.Hunter","dillon"
"Hunter","Survival","Survival Tactics","Survival.Hunter","dillon"
"Hunter","Survival","Chimaeral Sting","Survival.Hunter","dillon"
"Paladin","Holy","Divine Favor","Holy.Paladin","jerrybigbean"
"Paladin","Holy","Blessed Hands","Holy.Paladin","jerrybigbean"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","jerrybigbean"
"Warrior","Fury","Warbringer","Fury.Warrior","execute"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","execute"
"Warrior","Fury","Disarm","Fury.Warrior","execute"
"Druid","Restoration","Focused Growth","Restoration.Druid","renner"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","renner"
"Druid","Restoration","Reactive Resin","Restoration.Druid","renner"
"Druid","Restoration","Early Spring","Restoration.Druid","catwalk"
"Druid","Restoration","Mark of the Wild","Restoration.Druid","catwalk"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","catwalk"
"Rogue","Subtlety","Thick as Thieves","Subtlety.Rogue","criminal"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","criminal"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","criminal"
"Priest","Holy","Thoughtsteal","Holy.Priest","xiuni"
"Priest","Holy","Greater Fade","Holy.Priest","xiuni"
"Priest","Holy","Miracle Worker","Holy.Priest","xiuni"
"Priest","Holy","Holy Ward","Holy.Priest","mangekyouviz"
"Priest","Holy","Miracle Worker","Holy.Priest","mangekyouviz"
"Priest","Holy","Greater Fade","Holy.Priest","mangekyouviz"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","challengerz"
"Priest","Discipline","Blaze of Light","Discipline.Priest","challengerz"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","challengerz"
"Warrior","Arms","Sharpen Blade","Arms.Warrior","magnusz"
"Warrior","Arms","Storm of Destruction","Arms.Warrior","magnusz"
"Warrior","Arms","Warbringer","Arms.Warrior","magnusz"
"Paladin","Holy","Blessed Hands","Holy.Paladin","johnybigbean"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","johnybigbean"
"Paladin","Holy","Divine Favor","Holy.Paladin","johnybigbean"
"Druid","Restoration","Focused Growth","Restoration.Druid","toonah"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","toonah"
"Druid","Restoration","Mark of the Wild","Restoration.Druid","toonah"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","randysavage"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","randysavage"
"Priest","Discipline","Dark Archangel","Discipline.Priest","randysavage"
"Priest","Holy","Divine Ascension","Holy.Priest","ptmgxo"
"Priest","Holy","Miracle Worker","Holy.Priest","ptmgxo"
"Priest","Holy","Greater Fade","Holy.Priest","ptmgxo"
"Priest","Holy","Miracle Worker","Holy.Priest","kebbos"
"Priest","Holy","Greater Fade","Holy.Priest","kebbos"
"Priest","Holy","Holy Ward","Holy.Priest","kebbos"
"Priest","Holy","Miracle Worker","Holy.Priest","rmpisfun"
"Priest","Holy","Holy Ward","Holy.Priest","rmpisfun"
"Priest","Holy","Greater Fade","Holy.Priest","rmpisfun"
"Druid","Feral","Thorns","Feral.Druid","dallas"
"Druid","Feral","Strength of the Wild","Feral.Druid","dallas"
"Druid","Feral","Leader of the Pack","Feral.Druid","dallas"
"Rogue","Subtlety","Dismantle","Subtlety.Rogue","jaromex"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","jaromex"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","jaromex"
"Druid","Feral","Strength of the Wild","Feral.Druid","suffreform"
"Druid","Feral","Thorns","Feral.Druid","suffreform"
"Druid","Feral","Leader of the Pack","Feral.Druid","suffreform"
"Warrior","Arms","Sharpen Blade","Arms.Warrior","magnuszx"
"Warrior","Arms","Warbringer","Arms.Warrior","magnuszx"
"Warrior","Arms","Storm of Destruction","Arms.Warrior","magnuszx"
"Mage","Fire","Pyrokinesis","Fire.Mage","aegx"
"Mage","Fire","Ring of Fire","Fire.Mage","aegx"
"Mage","Fire","Tinder","Fire.Mage","aegx"
"Druid","Guardian","Den Mother","Guardian.Druid","lgpepperoni"
"Druid","Guardian","Emerald Slumber","Guardian.Druid","lgpepperoni"
"Druid","Guardian","Sharpened Claws","Guardian.Druid","lgpepperoni"
"Priest","Holy","Holy Ward","Holy.Priest","syytön"
"Priest","Holy","Miracle Worker","Holy.Priest","syytön"
"Priest","Holy","Greater Fade","Holy.Priest","syytön"
"Monk","Mistweaver","Chrysalis","Mistweaver.Monk","vethosis"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","vethosis"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","vethosis"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","angrycubanx"
"Paladin","Holy","Ultimate Sacrifice","Holy.Paladin","angrycubanx"
"Paladin","Holy","Divine Favor","Holy.Paladin","angrycubanx"
"Priest","Holy","Miracle Worker","Holy.Priest","bluemangroup"
"Priest","Holy","Greater Fade","Holy.Priest","bluemangroup"
"Priest","Holy","Holy Ward","Holy.Priest","bluemangroup"
"Priest","Holy","Ray of Hope","Holy.Priest","óly"
"Priest","Holy","Greater Fade","Holy.Priest","óly"
"Priest","Holy","Miracle Worker","Holy.Priest","óly"
"Hunter","Survival","Mending Bandage","Survival.Hunter","dgflex"
"Hunter","Survival","Survival Tactics","Survival.Hunter","dgflex"
"Hunter","Survival","Roar of Sacrifice","Survival.Hunter","dgflex"
"Hunter","Survival","Chimaeral Sting","Survival.Hunter","venrir"
"Hunter","Survival","Mending Bandage","Survival.Hunter","venrir"
"Hunter","Survival","Roar of Sacrifice","Survival.Hunter","venrir"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","shadowdeathj"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","shadowdeathj"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","shadowdeathj"
"Hunter","Beast Mastery","Kindred Beasts","Beast Mastery.Hunter","grimunt"
"Hunter","Beast Mastery","Survival Tactics","Beast Mastery.Hunter","grimunt"
"Hunter","Beast Mastery","Roar of Sacrifice","Beast Mastery.Hunter","grimunt"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","frehj"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","frehj"
"Monk","Mistweaver","Zen Focus Tea","Mistweaver.Monk","frehj"
"Warrior","Fury","Battle Trance","Fury.Warrior","grimgrip"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","grimgrip"
"Warrior","Fury","Enduring Rage","Fury.Warrior","grimgrip"
"Druid","Restoration","Focused Growth","Restoration.Druid","couragé"
"Druid","Restoration","Reactive Resin","Restoration.Druid","couragé"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","couragé"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","keator"
"Death Knight","Unholy","Spellwarden","Unholy.Death Knight","keator"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","keator"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","revolutio"
"Demon Hunter","Havoc","Rain from Above","Havoc.Demon Hunter","revolutio"
"Demon Hunter","Havoc","Isolated Prey","Havoc.Demon Hunter","revolutio"
"Hunter","Beast Mastery","Roar of Sacrifice","Beast Mastery.Hunter","reileralt"
"Hunter","Beast Mastery","Kindred Beasts","Beast Mastery.Hunter","reileralt"
"Hunter","Beast Mastery","Survival Tactics","Beast Mastery.Hunter","reileralt"
"Monk","Mistweaver","Thunderous Focus Tea","Mistweaver.Monk","woes"
"Monk","Mistweaver","Zen Focus Tea","Mistweaver.Monk","woes"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","woes"
"Shaman","Restoration","Living Tide","Restoration.Shaman","dinosauer"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","dinosauer"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","dinosauer"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","dronka"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","dronka"
"Rogue","Subtlety","Dismantle","Subtlety.Rogue","dronka"
"Paladin","Holy","Blessed Hands","Holy.Paladin","deathlobsta"
"Paladin","Holy","Ultimate Sacrifice","Holy.Paladin","deathlobsta"
"Paladin","Holy","Divine Favor","Holy.Paladin","deathlobsta"
"Rogue","Outlaw","Maneuverability","Outlaw.Rogue","dzd"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","dzd"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","dzd"
"Druid","Restoration","Focused Growth","Restoration.Druid","rennar"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","rennar"
"Druid","Restoration","Reactive Resin","Restoration.Druid","rennar"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","ctrld"
"Rogue","Outlaw","Maneuverability","Outlaw.Rogue","ctrld"
"Rogue","Outlaw","Dismantle","Outlaw.Rogue","ctrld"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","nahjprime"
"Rogue","Subtlety","Dismantle","Subtlety.Rogue","nahjprime"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","nahjprime"
"Hunter","Marksmanship","Roar of Sacrifice","Marksmanship.Hunter","biqtime"
"Hunter","Marksmanship","Chimaeral Sting","Marksmanship.Hunter","biqtime"
"Hunter","Marksmanship","Scatter Shot","Marksmanship.Hunter","biqtime"
"Priest","Holy","Miracle Worker","Holy.Priest","pòpeshòw"
"Priest","Holy","Holy Ward","Holy.Priest","pòpeshòw"
"Priest","Holy","Greater Fade","Holy.Priest","pòpeshòw"
"Demon Hunter","Havoc","Reverse Magic","Havoc.Demon Hunter","lenà"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","lenà"
"Demon Hunter","Havoc","Glimpse","Havoc.Demon Hunter","lenà"
"Priest","Holy","Holy Ward","Holy.Priest","cbsreborn"
"Priest","Holy","Miracle Worker","Holy.Priest","cbsreborn"
"Priest","Holy","Greater Fade","Holy.Priest","cbsreborn"
"Paladin","Holy","Ultimate Sacrifice","Holy.Paladin","perfect"
"Paladin","Holy","Divine Favor","Holy.Paladin","perfect"
"Paladin","Holy","Blessed Hands","Holy.Paladin","perfect"
"Rogue","Subtlety","Dismantle","Subtlety.Rogue","keytonx"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","keytonx"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","keytonx"
"Warlock","Destruction","Shadow Rift","Destruction.Warlock","drexia"
"Warlock","Destruction","Nether Ward","Destruction.Warlock","drexia"
"Warlock","Destruction","Fel Fissure","Destruction.Warlock","drexia"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","wishtulip"
"Rogue","Outlaw","Dismantle","Outlaw.Rogue","wishtulip"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","wishtulip"
"Druid","Feral","Thorns","Feral.Druid","tôlik"
"Druid","Feral","Leader of the Pack","Feral.Druid","tôlik"
"Druid","Feral","Strength of the Wild","Feral.Druid","tôlik"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","kamahlen"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","kamahlen"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","kamahlen"
"Monk","Windwalker","Turbo Fists","Windwalker.Monk","xyanttv"
"Monk","Windwalker","Alpha Tiger","Windwalker.Monk","xyanttv"
"Monk","Windwalker","Reverse Harm","Windwalker.Monk","xyanttv"
"Demon Hunter","Havoc","Demonic Origins","Havoc.Demon Hunter","brbpetmycat"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","brbpetmycat"
"Demon Hunter","Havoc","Detainment","Havoc.Demon Hunter","brbpetmycat"
"Priest","Holy","Miracle Worker","Holy.Priest","deathed"
"Priest","Holy","Greater Fade","Holy.Priest","deathed"
"Priest","Holy","Cardinal Mending","Holy.Priest","deathed"
"Priest","Holy","Holy Ward","Holy.Priest","olympicz"
"Priest","Holy","Miracle Worker","Holy.Priest","olympicz"
"Priest","Holy","Greater Fade","Holy.Priest","olympicz"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","brosev"
"Druid","Restoration","Deep Roots","Restoration.Druid","brosev"
"Druid","Restoration","Reactive Resin","Restoration.Druid","brosev"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","donkeydóódóó"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","donkeydóódóó"
"Shaman","Enhancement","Swelling Waves","Enhancement.Shaman","donkeydóódóó"
"Mage","Fire","Pyrokinesis","Fire.Mage","gørdàn"
"Mage","Fire","Ring of Fire","Fire.Mage","gørdàn"
"Mage","Fire","Flamecannon","Fire.Mage","gørdàn"
"Priest","Holy","Divine Ascension","Holy.Priest","sadhours"
"Priest","Holy","Miracle Worker","Holy.Priest","sadhours"
"Priest","Holy","Greater Fade","Holy.Priest","sadhours"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","brosep"
"Druid","Restoration","Reactive Resin","Restoration.Druid","brosep"
"Druid","Restoration","Deep Roots","Restoration.Druid","brosep"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","bedtimes"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","bedtimes"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","bedtimes"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","ttvfoxyllama"
"Shaman","Restoration","Living Tide","Restoration.Shaman","ttvfoxyllama"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","ttvfoxyllama"
"Hunter","Beast Mastery","Roar of Sacrifice","Beast Mastery.Hunter","reilerhunt"
"Hunter","Beast Mastery","Kindred Beasts","Beast Mastery.Hunter","reilerhunt"
"Hunter","Beast Mastery","Survival Tactics","Beast Mastery.Hunter","reilerhunt"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","wnx"
"Shaman","Restoration","Living Tide","Restoration.Shaman","wnx"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","wnx"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","narangbyul"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","narangbyul"
"Rogue","Outlaw","Dismantle","Outlaw.Rogue","narangbyul"
"Warrior","Fury","Warbringer","Fury.Warrior","disabled"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","disabled"
"Warrior","Fury","Battle Trance","Fury.Warrior","disabled"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","mustymuff"
"Rogue","Subtlety","Death from Above","Subtlety.Rogue","mustymuff"
"Rogue","Subtlety","Maneuverability","Subtlety.Rogue","mustymuff"
"Rogue","Outlaw","Dismantle","Outlaw.Rogue","kyjah"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","kyjah"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","kyjah"
"Monk","Windwalker","Alpha Tiger","Windwalker.Monk","yerky"
"Monk","Windwalker","Turbo Fists","Windwalker.Monk","yerky"
"Monk","Windwalker","Reverse Harm","Windwalker.Monk","yerky"
"Monk","Windwalker","Turbo Fists","Windwalker.Monk","gutso"
"Monk","Windwalker","Reverse Harm","Windwalker.Monk","gutso"
"Monk","Windwalker","Alpha Tiger","Windwalker.Monk","gutso"
"Hunter","Beast Mastery","Roar of Sacrifice","Beast Mastery.Hunter","malvn"
"Hunter","Beast Mastery","Survival Tactics","Beast Mastery.Hunter","malvn"
"Hunter","Beast Mastery","Chimaeral Sting","Beast Mastery.Hunter","malvn"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","doodeebutt"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","doodeebutt"
"Rogue","Outlaw","Maneuverability","Outlaw.Rogue","doodeebutt"
"Priest","Holy","Greater Fade","Holy.Priest","olympìcz"
"Priest","Holy","Miracle Worker","Holy.Priest","olympìcz"
"Priest","Holy","Holy Ward","Holy.Priest","olympìcz"
"Hunter","Marksmanship","Scatter Shot","Marksmanship.Hunter","robotwo"
"Hunter","Marksmanship","Survival Tactics","Marksmanship.Hunter","robotwo"
"Hunter","Marksmanship","Roar of Sacrifice","Marksmanship.Hunter","robotwo"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","ossy"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","ossy"
"Priest","Discipline","Dome of Light","Discipline.Priest","ossy"
"Priest","Holy","Greater Fade","Holy.Priest","skoalzz"
"Priest","Holy","Ray of Hope","Holy.Priest","skoalzz"
"Priest","Holy","Miracle Worker","Holy.Priest","skoalzz"
"Druid","Feral","Leader of the Pack","Feral.Druid","faithxo"
"Druid","Feral","Thorns","Feral.Druid","faithxo"
"Druid","Feral","Wicked Claws","Feral.Druid","faithxo"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","bleesorc"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","bleesorc"
"Shaman","Restoration","Living Tide","Restoration.Shaman","bleesorc"
"Paladin","Holy","Blessed Hands","Holy.Paladin","lightsbäne"
"Paladin","Holy","Divine Favor","Holy.Paladin","lightsbäne"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","lightsbäne"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","nahj"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","nahj"
"Rogue","Subtlety","Dismantle","Subtlety.Rogue","nahj"
"Priest","Holy","Holy Ward","Holy.Priest","cindyloux"
"Priest","Holy","Greater Fade","Holy.Priest","cindyloux"
"Priest","Holy","Miracle Worker","Holy.Priest","cindyloux"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","jointers"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","jointers"
"Rogue","Subtlety","Dismantle","Subtlety.Rogue","jointers"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","pd"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","pd"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","pd"
"Priest","Holy","Greater Fade","Holy.Priest","awäken"
