"Class","Spec","Talent","Talent.Level","Spec.Class","Char.Name"
"Priest","Discipline","Body and Soul",25,"Discipline.Priest","xzz"
"Priest","Discipline","Power Word: Solace",30,"Discipline.Priest","xzz"
"Priest","Discipline","Shining Force",35,"Discipline.Priest","xzz"
"Priest","Discipline","Sins of the Many",40,"Discipline.Priest","xzz"
"Priest","Discipline","Purge the Wicked",45,"Discipline.Priest","xzz"
"Priest","Discipline","Lenience",50,"Discipline.Priest","xzz"
"Death Knight","Frost","Inexorable Assault",15,"Frost.Death Knight","tachii"
"Death Knight","Frost","Murderous Efficiency",25,"Frost.Death Knight","tachii"
"Death Knight","Frost","Blinding Sleet",30,"Frost.Death Knight","tachii"
"Death Knight","Frost","Avalanche",35,"Frost.Death Knight","tachii"
"Death Knight","Frost","Wraith Walk",40,"Frost.Death Knight","tachii"
"Death Knight","Frost","Gathering Storm",45,"Frost.Death Knight","tachii"
"Death Knight","Frost","Obliteration",50,"Frost.Death Knight","tachii"
"Warrior","Fury","Sudden Death",15,"Fury.Warrior","notmagnusz"
"Warrior","Fury","Storm Bolt",25,"Fury.Warrior","notmagnusz"
"Warrior","Fury","Frenzy",30,"Fury.Warrior","notmagnusz"
"Warrior","Fury","Warpaint",35,"Fury.Warrior","notmagnusz"
"Warrior","Fury","Cruelty",40,"Fury.Warrior","notmagnusz"
"Warrior","Fury","Bladestorm",45,"Fury.Warrior","notmagnusz"
"Warrior","Fury","Anger Management",50,"Fury.Warrior","notmagnusz"
"Rogue","Subtlety","Premeditation",15,"Subtlety.Rogue","èzpz"
"Rogue","Subtlety","Nightstalker",25,"Subtlety.Rogue","èzpz"
"Rogue","Subtlety","Marked for Death",30,"Subtlety.Rogue","èzpz"
"Rogue","Subtlety","Cheat Death",35,"Subtlety.Rogue","èzpz"
"Rogue","Subtlety","Prey on the Weak",40,"Subtlety.Rogue","èzpz"
"Rogue","Subtlety","Enveloping Shadows",45,"Subtlety.Rogue","èzpz"
"Rogue","Subtlety","Master of Shadows",50,"Subtlety.Rogue","èzpz"
"Priest","Discipline","Twist of Fate",15,"Discipline.Priest","julianxo"
"Priest","Discipline","Body and Soul",25,"Discipline.Priest","julianxo"
"Priest","Discipline","Power Word: Solace",30,"Discipline.Priest","julianxo"
"Priest","Discipline","Shining Force",35,"Discipline.Priest","julianxo"
"Priest","Discipline","Sins of the Many",40,"Discipline.Priest","julianxo"
"Priest","Discipline","Purge the Wicked",45,"Discipline.Priest","julianxo"
"Priest","Discipline","Lenience",50,"Discipline.Priest","julianxo"
"Death Knight","Frost","Inexorable Assault",15,"Frost.Death Knight","immadkx"
"Death Knight","Frost","Murderous Efficiency",25,"Frost.Death Knight","immadkx"
"Death Knight","Frost","Blinding Sleet",30,"Frost.Death Knight","immadkx"
"Death Knight","Frost","Avalanche",35,"Frost.Death Knight","immadkx"
"Death Knight","Frost","Wraith Walk",40,"Frost.Death Knight","immadkx"
"Death Knight","Frost","Gathering Storm",45,"Frost.Death Knight","immadkx"
"Death Knight","Frost","Obliteration",50,"Frost.Death Knight","immadkx"
"Rogue","Subtlety","Weaponmaster",15,"Subtlety.Rogue","nessper"
"Rogue","Subtlety","Shadow Focus",25,"Subtlety.Rogue","nessper"
"Rogue","Subtlety","Deeper Stratagem",30,"Subtlety.Rogue","nessper"
"Rogue","Subtlety","Cheat Death",35,"Subtlety.Rogue","nessper"
"Rogue","Subtlety","Prey on the Weak",40,"Subtlety.Rogue","nessper"
"Rogue","Subtlety","Enveloping Shadows",45,"Subtlety.Rogue","nessper"
"Rogue","Subtlety","Master of Shadows",50,"Subtlety.Rogue","nessper"
"Rogue","Subtlety","Premeditation",15,"Subtlety.Rogue","frontsurgeon"
"Rogue","Subtlety","Nightstalker",25,"Subtlety.Rogue","frontsurgeon"
"Rogue","Subtlety","Marked for Death",30,"Subtlety.Rogue","frontsurgeon"
"Rogue","Subtlety","Elusiveness",35,"Subtlety.Rogue","frontsurgeon"
"Rogue","Subtlety","Prey on the Weak",40,"Subtlety.Rogue","frontsurgeon"
"Rogue","Subtlety","Enveloping Shadows",45,"Subtlety.Rogue","frontsurgeon"
"Rogue","Subtlety","Master of Shadows",50,"Subtlety.Rogue","frontsurgeon"
"Rogue","Assassination","Master Poisoner",15,"Assassination.Rogue","akaza"
"Rogue","Assassination","Subterfuge",25,"Assassination.Rogue","akaza"
"Rogue","Assassination","Marked for Death",30,"Assassination.Rogue","akaza"
"Rogue","Assassination","Elusiveness",35,"Assassination.Rogue","akaza"
"Rogue","Assassination","Internal Bleeding",40,"Assassination.Rogue","akaza"
"Rogue","Assassination","Alacrity",45,"Assassination.Rogue","akaza"
"Rogue","Assassination","Poison Bomb",50,"Assassination.Rogue","akaza"
"Monk","Mistweaver","Mist Wrap",15,"Mistweaver.Monk","trigxee"
"Monk","Mistweaver","Chi Torpedo",25,"Mistweaver.Monk","trigxee"
"Monk","Mistweaver","Mana Tea",30,"Mistweaver.Monk","trigxee"
"Monk","Mistweaver","Ring of Peace",35,"Mistweaver.Monk","trigxee"
"Monk","Mistweaver","Healing Elixir",40,"Mistweaver.Monk","trigxee"
"Monk","Mistweaver","Summon Jade Serpent Statue",45,"Mistweaver.Monk","trigxee"
"Monk","Mistweaver","Focused Thunder",50,"Mistweaver.Monk","trigxee"
"Warlock","Affliction","Inevitable Demise",15,"Affliction.Warlock","ashlet"
"Warlock","Affliction","Writhe in Agony",25,"Affliction.Warlock","ashlet"
"Warlock","Affliction","Dark Pact",30,"Affliction.Warlock","ashlet"
"Warlock","Affliction","Phantom Singularity",35,"Affliction.Warlock","ashlet"
"Warlock","Affliction","Mortal Coil",40,"Affliction.Warlock","ashlet"
"Warlock","Affliction","Grimoire of Sacrifice",45,"Affliction.Warlock","ashlet"
"Warlock","Affliction","Dark Soul: Misery",50,"Affliction.Warlock","ashlet"
"Druid","Balance","Nature's Balance",15,"Balance.Druid","camdog"
"Druid","Balance","Wild Charge",25,"Balance.Druid","camdog"
"Druid","Balance","Guardian Affinity",30,"Balance.Druid","camdog"
"Druid","Balance","Mass Entanglement",35,"Balance.Druid","camdog"
"Druid","Balance","Starlord",40,"Balance.Druid","camdog"
"Druid","Balance","Twin Moons",45,"Balance.Druid","camdog"
"Druid","Balance","Fury of Elune",50,"Balance.Druid","camdog"
"Warlock","Demonology","Dreadlash",15,"Demonology.Warlock","slipnslide"
"Warlock","Demonology","Doom",25,"Demonology.Warlock","slipnslide"
"Warlock","Demonology","Demon Skin",30,"Demonology.Warlock","slipnslide"
"Warlock","Demonology","From the Shadows",35,"Demonology.Warlock","slipnslide"
"Warlock","Demonology","Mortal Coil",40,"Demonology.Warlock","slipnslide"
"Warlock","Demonology","Grimoire: Felguard",45,"Demonology.Warlock","slipnslide"
"Warlock","Demonology","Demonic Consumption",50,"Demonology.Warlock","slipnslide"
"Druid","Balance","Nature's Balance",15,"Balance.Druid","moonwizardx"
"Druid","Balance","Tiger Dash",25,"Balance.Druid","moonwizardx"
"Druid","Balance","Guardian Affinity",30,"Balance.Druid","moonwizardx"
"Druid","Balance","Mass Entanglement",35,"Balance.Druid","moonwizardx"
"Druid","Balance","Incarnation: Chosen of Elune",40,"Balance.Druid","moonwizardx"
"Druid","Balance","Twin Moons",45,"Balance.Druid","moonwizardx"
"Druid","Balance","Fury of Elune",50,"Balance.Druid","moonwizardx"
"Demon Hunter","Havoc","Felblade",15,"Havoc.Demon Hunter","ßånçêr"
"Demon Hunter","Havoc","Demon Blades",25,"Havoc.Demon Hunter","ßånçêr"
"Demon Hunter","Havoc","Unbound Chaos",30,"Havoc.Demon Hunter","ßånçêr"
"Demon Hunter","Havoc","Netherwalk",35,"Havoc.Demon Hunter","ßånçêr"
"Demon Hunter","Havoc","First Blood",40,"Havoc.Demon Hunter","ßånçêr"
"Demon Hunter","Havoc","Fel Eruption",45,"Havoc.Demon Hunter","ßånçêr"
"Demon Hunter","Havoc","Demonic",50,"Havoc.Demon Hunter","ßånçêr"
"Warrior","Fury","Sudden Death",15,"Fury.Warrior","mattwar"
"Warrior","Fury","Storm Bolt",25,"Fury.Warrior","mattwar"
"Warrior","Fury","Frenzy",30,"Fury.Warrior","mattwar"
"Warrior","Fury","Warpaint",35,"Fury.Warrior","mattwar"
"Warrior","Fury","Cruelty",40,"Fury.Warrior","mattwar"
"Warrior","Fury","Bladestorm",45,"Fury.Warrior","mattwar"
"Warrior","Fury","Reckless Abandon",50,"Fury.Warrior","mattwar"
"Warrior","Fury","Sudden Death",15,"Fury.Warrior","chopmasterx"
"Warrior","Fury","Storm Bolt",25,"Fury.Warrior","chopmasterx"
"Warrior","Fury","Frenzy",30,"Fury.Warrior","chopmasterx"
"Warrior","Fury","Warpaint",35,"Fury.Warrior","chopmasterx"
"Warrior","Fury","Cruelty",40,"Fury.Warrior","chopmasterx"
"Warrior","Fury","Bladestorm",45,"Fury.Warrior","chopmasterx"
"Warrior","Fury","Reckless Abandon",50,"Fury.Warrior","chopmasterx"
"Death Knight","Unholy","Clawing Shadows",15,"Unholy.Death Knight","títø"
"Death Knight","Unholy","Unholy Blight",25,"Unholy.Death Knight","títø"
"Death Knight","Unholy","Asphyxiate",30,"Unholy.Death Knight","títø"
"Death Knight","Unholy","Pestilent Pustules",35,"Unholy.Death Knight","títø"
"Death Knight","Unholy","Spell Eater",40,"Unholy.Death Knight","títø"
"Death Knight","Unholy","Unholy Pact",45,"Unholy.Death Knight","títø"
"Death Knight","Unholy","Unholy Assault",50,"Unholy.Death Knight","títø"
"Warrior","Fury","Sudden Death",15,"Fury.Warrior","mattdub"
"Warrior","Fury","Storm Bolt",25,"Fury.Warrior","mattdub"
"Warrior","Fury","Frenzy",30,"Fury.Warrior","mattdub"
"Warrior","Fury","Warpaint",35,"Fury.Warrior","mattdub"
"Warrior","Fury","Cruelty",40,"Fury.Warrior","mattdub"
"Warrior","Fury","Bladestorm",45,"Fury.Warrior","mattdub"
"Warrior","Fury","Reckless Abandon",50,"Fury.Warrior","mattdub"
"Priest","Discipline","Twist of Fate",15,"Discipline.Priest","kebab"
"Priest","Discipline","Body and Soul",25,"Discipline.Priest","kebab"
"Priest","Discipline","Shield Discipline",30,"Discipline.Priest","kebab"
"Priest","Discipline","Shining Force",35,"Discipline.Priest","kebab"
"Priest","Discipline","Sins of the Many",40,"Discipline.Priest","kebab"
"Priest","Discipline","Purge the Wicked",45,"Discipline.Priest","kebab"
"Priest","Discipline","Evangelism",50,"Discipline.Priest","kebab"
"Monk","Mistweaver","Mist Wrap",15,"Mistweaver.Monk","ilovealixo"
"Monk","Mistweaver","Chi Torpedo",25,"Mistweaver.Monk","ilovealixo"
"Monk","Mistweaver","Mana Tea",30,"Mistweaver.Monk","ilovealixo"
"Monk","Mistweaver","Ring of Peace",35,"Mistweaver.Monk","ilovealixo"
"Monk","Mistweaver","Healing Elixir",40,"Mistweaver.Monk","ilovealixo"
"Monk","Mistweaver","Summon Jade Serpent Statue",45,"Mistweaver.Monk","ilovealixo"
"Monk","Mistweaver","Focused Thunder",50,"Mistweaver.Monk","ilovealixo"
"Paladin","Holy","Bestow Faith",15,"Holy.Paladin","pvpallyx"
"Paladin","Holy","Saved by the Light",25,"Holy.Paladin","pvpallyx"
"Paladin","Holy","Blinding Light",30,"Holy.Paladin","pvpallyx"
"Paladin","Holy","Unbreakable Spirit",35,"Holy.Paladin","pvpallyx"
"Paladin","Holy","Divine Purpose",40,"Holy.Paladin","pvpallyx"
"Paladin","Holy","Awakening",45,"Holy.Paladin","pvpallyx"
"Paladin","Holy","Beacon of Virtue",50,"Holy.Paladin","pvpallyx"
"Priest","Discipline","Twist of Fate",15,"Discipline.Priest","lilupivert"
"Priest","Discipline","Body and Soul",25,"Discipline.Priest","lilupivert"
"Priest","Discipline","Power Word: Solace",30,"Discipline.Priest","lilupivert"
"Priest","Discipline","Shining Force",35,"Discipline.Priest","lilupivert"
"Priest","Discipline","Sins of the Many",40,"Discipline.Priest","lilupivert"
"Priest","Discipline","Purge the Wicked",45,"Discipline.Priest","lilupivert"
"Priest","Discipline","Lenience",50,"Discipline.Priest","lilupivert"
"Druid","Balance","Nature's Balance",15,"Balance.Druid","ilovemydogxo"
"Druid","Balance","Wild Charge",25,"Balance.Druid","ilovemydogxo"
"Druid","Balance","Guardian Affinity",30,"Balance.Druid","ilovemydogxo"
"Druid","Balance","Mass Entanglement",35,"Balance.Druid","ilovemydogxo"
"Druid","Balance","Incarnation: Chosen of Elune",40,"Balance.Druid","ilovemydogxo"
"Druid","Balance","Twin Moons",45,"Balance.Druid","ilovemydogxo"
"Druid","Balance","Fury of Elune",50,"Balance.Druid","ilovemydogxo"
"Druid","Balance","Nature's Balance",15,"Balance.Druid","ilovemycatxo"
"Druid","Balance","Wild Charge",25,"Balance.Druid","ilovemycatxo"
"Druid","Balance","Guardian Affinity",30,"Balance.Druid","ilovemycatxo"
"Druid","Balance","Mass Entanglement",35,"Balance.Druid","ilovemycatxo"
"Druid","Balance","Incarnation: Chosen of Elune",40,"Balance.Druid","ilovemycatxo"
"Druid","Balance","Stellar Drift",45,"Balance.Druid","ilovemycatxo"
"Druid","Balance","Fury of Elune",50,"Balance.Druid","ilovemycatxo"
"Rogue","Subtlety","Premeditation",15,"Subtlety.Rogue","zurza"
"Rogue","Subtlety","Nightstalker",25,"Subtlety.Rogue","zurza"
"Rogue","Subtlety","Deeper Stratagem",30,"Subtlety.Rogue","zurza"
"Rogue","Subtlety","Soothing Darkness",35,"Subtlety.Rogue","zurza"
"Rogue","Subtlety","Prey on the Weak",40,"Subtlety.Rogue","zurza"
"Rogue","Subtlety","Enveloping Shadows",45,"Subtlety.Rogue","zurza"
"Rogue","Subtlety","Master of Shadows",50,"Subtlety.Rogue","zurza"
"Demon Hunter","Havoc","Felblade",15,"Havoc.Demon Hunter","revzx"
"Demon Hunter","Havoc","Demon Blades",25,"Havoc.Demon Hunter","revzx"
"Demon Hunter","Havoc","Unbound Chaos",30,"Havoc.Demon Hunter","revzx"
"Demon Hunter","Havoc","Netherwalk",35,"Havoc.Demon Hunter","revzx"
"Demon Hunter","Havoc","First Blood",40,"Havoc.Demon Hunter","revzx"
"Demon Hunter","Havoc","Fel Eruption",45,"Havoc.Demon Hunter","revzx"
"Demon Hunter","Havoc","Demonic",50,"Havoc.Demon Hunter","revzx"
"Priest","Discipline","Twist of Fate",15,"Discipline.Priest","heartstopp"
"Priest","Discipline","Body and Soul",25,"Discipline.Priest","heartstopp"
"Priest","Discipline","Power Word: Solace",30,"Discipline.Priest","heartstopp"
"Priest","Discipline","Shining Force",35,"Discipline.Priest","heartstopp"
"Priest","Discipline","Sins of the Many",40,"Discipline.Priest","heartstopp"
"Priest","Discipline","Purge the Wicked",45,"Discipline.Priest","heartstopp"
"Priest","Discipline","Lenience",50,"Discipline.Priest","heartstopp"
"Death Knight","Unholy","Clawing Shadows",15,"Unholy.Death Knight","yessirski"
"Death Knight","Unholy","Unholy Blight",25,"Unholy.Death Knight","yessirski"
"Death Knight","Unholy","Asphyxiate",30,"Unholy.Death Knight","yessirski"
"Death Knight","Unholy","Pestilent Pustules",35,"Unholy.Death Knight","yessirski"
"Death Knight","Unholy","Wraith Walk",40,"Unholy.Death Knight","yessirski"
"Death Knight","Unholy","Unholy Pact",45,"Unholy.Death Knight","yessirski"
"Death Knight","Unholy","Army of the Damned",50,"Unholy.Death Knight","yessirski"
"Demon Hunter","Havoc","Felblade",15,"Havoc.Demon Hunter","nephxz"
"Demon Hunter","Havoc","Demon Blades",25,"Havoc.Demon Hunter","nephxz"
"Demon Hunter","Havoc","Unbound Chaos",30,"Havoc.Demon Hunter","nephxz"
"Demon Hunter","Havoc","Soul Rending",35,"Havoc.Demon Hunter","nephxz"
"Demon Hunter","Havoc","First Blood",40,"Havoc.Demon Hunter","nephxz"
"Demon Hunter","Havoc","Fel Eruption",45,"Havoc.Demon Hunter","nephxz"
"Demon Hunter","Havoc","Demonic",50,"Havoc.Demon Hunter","nephxz"
"Death Knight","Unholy","Clawing Shadows",15,"Unholy.Death Knight","tïitø"
"Death Knight","Unholy","Unholy Blight",25,"Unholy.Death Knight","tïitø"
"Death Knight","Unholy","Asphyxiate",30,"Unholy.Death Knight","tïitø"
"Death Knight","Unholy","Pestilent Pustules",35,"Unholy.Death Knight","tïitø"
"Death Knight","Unholy","Spell Eater",40,"Unholy.Death Knight","tïitø"
"Death Knight","Unholy","Unholy Pact",45,"Unholy.Death Knight","tïitø"
"Death Knight","Unholy","Unholy Assault",50,"Unholy.Death Knight","tïitø"
"Druid","Balance","Nature's Balance",15,"Balance.Druid","givenchy"
"Druid","Balance","Wild Charge",25,"Balance.Druid","givenchy"
"Druid","Balance","Guardian Affinity",30,"Balance.Druid","givenchy"
"Druid","Balance","Mass Entanglement",35,"Balance.Druid","givenchy"
"Druid","Balance","Incarnation: Chosen of Elune",40,"Balance.Druid","givenchy"
"Druid","Balance","Twin Moons",45,"Balance.Druid","givenchy"
"Druid","Balance","Fury of Elune",50,"Balance.Druid","givenchy"
"Death Knight","Frost","Inexorable Assault",15,"Frost.Death Knight","gripknocks"
"Death Knight","Frost","Murderous Efficiency",25,"Frost.Death Knight","gripknocks"
