"Class","Spec","PvP.Talent","Spec.Class","Char.Name"
"Hunter","Marksmanship","Scatter Shot","Marksmanship.Hunter","iittleman"
"Hunter","Marksmanship","Survival Tactics","Marksmanship.Hunter","iittleman"
"Hunter","Marksmanship","Hi-Explosive Trap","Marksmanship.Hunter","iittleman"
"Druid","Balance","Moonkin Aura","Balance.Druid","theboomkin"
"Druid","Balance","Star Burst","Balance.Druid","theboomkin"
"Druid","Balance","Owlkin Adept","Balance.Druid","theboomkin"
"Paladin","Retribution","Luminescence","Retribution.Paladin","imitlolx"
"Paladin","Retribution","Vengeance Aura","Retribution.Paladin","imitlolx"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","imitlolx"
"Druid","Guardian","Toughness","Guardian.Druid","ilovemycatxo"
"Druid","Guardian","Malorne's Swiftness","Guardian.Druid","ilovemycatxo"
"Druid","Guardian","Emerald Slumber","Guardian.Druid","ilovemycatxo"
"Hunter","Marksmanship","Ranger's Finesse","Marksmanship.Hunter","wetchiicken"
"Hunter","Marksmanship","Trueshot Mastery","Marksmanship.Hunter","wetchiicken"
"Hunter","Marksmanship","Survival Tactics","Marksmanship.Hunter","wetchiicken"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","hanoaa"
"Warlock","Affliction","Shadow Rift","Affliction.Warlock","hanoaa"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","hanoaa"
"Priest","Discipline","Trinity","Discipline.Priest","healthcare"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","healthcare"
"Priest","Discipline","Dome of Light","Discipline.Priest","healthcare"
"Demon Hunter","Havoc","Reverse Magic","Havoc.Demon Hunter","yomislayer"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","yomislayer"
"Demon Hunter","Havoc","Demonic Origins","Havoc.Demon Hunter","yomislayer"
"Druid","Restoration","Reactive Resin","Restoration.Druid","spacejamz"
"Druid","Restoration","Early Spring","Restoration.Druid","spacejamz"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","spacejamz"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","finessn"
"Paladin","Retribution","Luminescence","Retribution.Paladin","finessn"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","finessn"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","sperglordx"
"Warrior","Fury","Warbringer","Fury.Warrior","sperglordx"
"Warrior","Fury","Death Wish","Fury.Warrior","sperglordx"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","pumice"
"Priest","Discipline","Dome of Light","Discipline.Priest","pumice"
"Priest","Discipline","Trinity","Discipline.Priest","pumice"
"Druid","Guardian","Emerald Slumber","Guardian.Druid","buffbloom"
"Druid","Guardian","Grove Protection","Guardian.Druid","buffbloom"
"Druid","Guardian","Toughness","Guardian.Druid","buffbloom"
"Priest","Discipline","Trinity","Discipline.Priest","izzy"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","izzy"
"Priest","Discipline","Dome of Light","Discipline.Priest","izzy"
"Priest","Discipline","Blaze of Light","Discipline.Priest","aiiramp"
"Priest","Discipline","Trinity","Discipline.Priest","aiiramp"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","aiiramp"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","teph"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","teph"
"Warlock","Affliction","Essence Drain","Affliction.Warlock","teph"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","clairette"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","clairette"
"Paladin","Retribution","Blessing of Sanctuary","Retribution.Paladin","clairette"
"Druid","Balance","Star Burst","Balance.Druid","borbizzlelol"
"Druid","Balance","Moonkin Aura","Balance.Druid","borbizzlelol"
"Druid","Balance","Owlkin Adept","Balance.Druid","borbizzlelol"
"Druid","Guardian","Malorne's Swiftness","Guardian.Druid","fehruhl"
"Druid","Guardian","Emerald Slumber","Guardian.Druid","fehruhl"
"Druid","Guardian","Toughness","Guardian.Druid","fehruhl"
"Rogue","Subtlety","Maneuverability","Subtlety.Rogue","exxid"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","exxid"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","exxid"
"Druid","Balance","Moonkin Aura","Balance.Druid","aem"
"Druid","Balance","Owlkin Adept","Balance.Druid","aem"
"Druid","Balance","Star Burst","Balance.Druid","aem"
"Druid","Restoration","Focused Growth","Restoration.Druid","sly"
"Druid","Restoration","Early Spring","Restoration.Druid","sly"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","sly"
"Hunter","Marksmanship","Survival Tactics","Marksmanship.Hunter","yokomokojoko"
"Hunter","Marksmanship","Sniper Shot","Marksmanship.Hunter","yokomokojoko"
"Hunter","Marksmanship","Trueshot Mastery","Marksmanship.Hunter","yokomokojoko"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","dace"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","dace"
"Rogue","Subtlety","Veil of Midnight","Subtlety.Rogue","dace"
"Druid","Guardian","Sharpened Claws","Guardian.Druid","amazingtom"
"Druid","Guardian","Toughness","Guardian.Druid","amazingtom"
"Druid","Guardian","Emerald Slumber","Guardian.Druid","amazingtom"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","chaoskek"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","chaoskek"
"Warlock","Affliction","Shadow Rift","Affliction.Warlock","chaoskek"
"Priest","Holy","Ray of Hope","Holy.Priest","happybunny"
"Priest","Holy","Miracle Worker","Holy.Priest","happybunny"
"Priest","Holy","Cardinal Mending","Holy.Priest","happybunny"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","iivelaughluv"
"Priest","Discipline","Trinity","Discipline.Priest","iivelaughluv"
"Priest","Discipline","Dark Archangel","Discipline.Priest","iivelaughluv"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","spookyfearr"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","spookyfearr"
"Warlock","Affliction","Shadow Rift","Affliction.Warlock","spookyfearr"
"Hunter","Marksmanship","Hi-Explosive Trap","Marksmanship.Hunter","relandria"
"Hunter","Marksmanship","Trueshot Mastery","Marksmanship.Hunter","relandria"
"Hunter","Marksmanship","Sniper Shot","Marksmanship.Hunter","relandria"
"Warlock","Affliction","Shadow Rift","Affliction.Warlock","lockchio"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","lockchio"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","lockchio"
"Demon Hunter","Havoc","Reverse Magic","Havoc.Demon Hunter","rickjames"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","rickjames"
"Demon Hunter","Havoc","Isolated Prey","Havoc.Demon Hunter","rickjames"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","ligmahnutz"
"Death Knight","Unholy","Spellwarden","Unholy.Death Knight","ligmahnutz"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","ligmahnutz"
"Druid","Feral","Strength of the Wild","Feral.Druid","kamero"
"Druid","Feral","Leader of the Pack","Feral.Druid","kamero"
"Druid","Feral","Thorns","Feral.Druid","kamero"
"Druid","Guardian","Toughness","Guardian.Druid","slumbear"
"Druid","Guardian","Malorne's Swiftness","Guardian.Druid","slumbear"
"Druid","Guardian","Emerald Slumber","Guardian.Druid","slumbear"
"Priest","Discipline","Trinity","Discipline.Priest","pvpriestx"
"Priest","Discipline","Dome of Light","Discipline.Priest","pvpriestx"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","pvpriestx"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","deathrolls"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","deathrolls"
"Monk","Mistweaver","Chrysalis","Mistweaver.Monk","deathrolls"
"Shaman","Restoration","Living Tide","Restoration.Shaman","shampagnex"
"Shaman","Restoration","Tidebringer","Restoration.Shaman","shampagnex"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","shampagnex"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","hateutoo"
"Priest","Discipline","Dome of Light","Discipline.Priest","hateutoo"
"Priest","Discipline","Trinity","Discipline.Priest","hateutoo"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","lionpride"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","lionpride"
"Warlock","Affliction","Casting Circle","Affliction.Warlock","lionpride"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","gracexo"
"Priest","Discipline","Dome of Light","Discipline.Priest","gracexo"
"Priest","Discipline","Trinity","Discipline.Priest","gracexo"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","sixhead"
"Warlock","Affliction","Casting Circle","Affliction.Warlock","sixhead"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","sixhead"
"Warlock","Affliction","Rot and Decay","Affliction.Warlock","tharogue"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","tharogue"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","tharogue"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","feelthepower"
"Monk","Mistweaver","Chrysalis","Mistweaver.Monk","feelthepower"
"Monk","Mistweaver","Thunderous Focus Tea","Mistweaver.Monk","feelthepower"
"Rogue","Assassination","Hemotoxin","Assassination.Rogue","twins"
"Rogue","Assassination","Maneuverability","Assassination.Rogue","twins"
"Rogue","Assassination","Smoke Bomb","Assassination.Rogue","twins"
"Shaman","Elemental","Control of Lava","Elemental.Shaman","fatalkontact"
"Shaman","Elemental","Lightning Lasso","Elemental.Shaman","fatalkontact"
"Shaman","Elemental","Skyfury Totem","Elemental.Shaman","fatalkontact"
"Druid","Balance","Owlkin Adept","Balance.Druid","troyz"
"Druid","Balance","Moonkin Aura","Balance.Druid","troyz"
"Druid","Balance","Star Burst","Balance.Druid","troyz"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","terpynnugz"
"Warlock","Affliction","Shadow Rift","Affliction.Warlock","terpynnugz"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","terpynnugz"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","marni"
"Priest","Discipline","Trinity","Discipline.Priest","marni"
"Priest","Discipline","Dome of Light","Discipline.Priest","marni"
"Druid","Guardian","Grove Protection","Guardian.Druid","lobelia"
"Druid","Guardian","Emerald Slumber","Guardian.Druid","lobelia"
"Druid","Guardian","Toughness","Guardian.Druid","lobelia"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","luvdisc"
"Priest","Discipline","Dome of Light","Discipline.Priest","luvdisc"
"Priest","Discipline","Trinity","Discipline.Priest","luvdisc"
"Druid","Balance","Moonkin Aura","Balance.Druid","lunazule"
"Druid","Balance","Owlkin Adept","Balance.Druid","lunazule"
"Druid","Balance","Star Burst","Balance.Druid","lunazule"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","anngeline"
"Priest","Discipline","Archangel","Discipline.Priest","anngeline"
"Priest","Discipline","Dark Archangel","Discipline.Priest","anngeline"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","slowmod"
"Rogue","Subtlety","Dismantle","Subtlety.Rogue","slowmod"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","slowmod"
"Druid","Balance","Owlkin Adept","Balance.Druid","youlostbase"
"Druid","Balance","Moonkin Aura","Balance.Druid","youlostbase"
"Druid","Balance","Star Burst","Balance.Druid","youlostbase"
"Warrior","Fury","Death Wish","Fury.Warrior","autobreaker"
"Warrior","Fury","Barbarian","Fury.Warrior","autobreaker"
"Warrior","Fury","Warbringer","Fury.Warrior","autobreaker"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","rhoxinsocks"
"Warrior","Fury","Battle Trance","Fury.Warrior","rhoxinsocks"
"Warrior","Fury","Disarm","Fury.Warrior","rhoxinsocks"
"Paladin","Holy","Divine Favor","Holy.Paladin","nicehoje"
"Paladin","Holy","Cleanse the Weak","Holy.Paladin","nicehoje"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","nicehoje"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","grontog"
"Rogue","Subtlety","Dismantle","Subtlety.Rogue","grontog"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","grontog"
"Paladin","Holy","Ultimate Sacrifice","Holy.Paladin","buddyolpally"
"Paladin","Holy","Blessed Hands","Holy.Paladin","buddyolpally"
"Paladin","Holy","Spreading the Word","Holy.Paladin","buddyolpally"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","jukedxo"
"Warrior","Fury","Battle Trance","Fury.Warrior","jukedxo"
"Warrior","Fury","Warbringer","Fury.Warrior","jukedxo"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","calidaze"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","calidaze"
"Warlock","Affliction","Nether Ward","Affliction.Warlock","calidaze"
"Druid","Guardian","Toughness","Guardian.Druid","daddyleem"
"Druid","Guardian","Emerald Slumber","Guardian.Druid","daddyleem"
"Druid","Guardian","Malorne's Swiftness","Guardian.Druid","daddyleem"
"Monk","Mistweaver","Zen Focus Tea","Mistweaver.Monk","dxdixi"
"Monk","Mistweaver","Chrysalis","Mistweaver.Monk","dxdixi"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","dxdixi"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","xzz"
"Priest","Discipline","Trinity","Discipline.Priest","xzz"
"Priest","Discipline","Dome of Light","Discipline.Priest","xzz"
"Rogue","Subtlety","Veil of Midnight","Subtlety.Rogue","weedtyler"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","weedtyler"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","weedtyler"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","strvnge"
"Priest","Discipline","Trinity","Discipline.Priest","strvnge"
"Priest","Discipline","Dome of Light","Discipline.Priest","strvnge"
"Druid","Balance","Moonkin Aura","Balance.Druid","ilovemycatxo"
"Druid","Balance","Owlkin Adept","Balance.Druid","ilovemycatxo"
"Druid","Balance","High Winds","Balance.Druid","ilovemycatxo"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","slipnslide"
"Warlock","Affliction","Casting Circle","Affliction.Warlock","slipnslide"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","slipnslide"
"Mage","Arcane","Mass Invisibility","Arcane.Mage","coconutguns"
"Mage","Arcane","Arcane Empowerment","Arcane.Mage","coconutguns"
"Mage","Arcane","Arcanosphere","Arcane.Mage","coconutguns"
"Priest","Discipline","Trinity","Discipline.Priest","suspexyz"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","suspexyz"
"Priest","Discipline","Dome of Light","Discipline.Priest","suspexyz"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","tinyboots"
"Monk","Mistweaver","Thunderous Focus Tea","Mistweaver.Monk","tinyboots"
"Monk","Mistweaver","Chrysalis","Mistweaver.Monk","tinyboots"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","meteothree"
"Rogue","Subtlety","Veil of Midnight","Subtlety.Rogue","meteothree"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","meteothree"
"Druid","Guardian","Emerald Slumber","Guardian.Druid","datbear"
"Druid","Guardian","Toughness","Guardian.Druid","datbear"
"Druid","Guardian","Sharpened Claws","Guardian.Druid","datbear"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","immabadrogue"
"Rogue","Subtlety","Dismantle","Subtlety.Rogue","immabadrogue"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","immabadrogue"
"Shaman","Elemental","Grounding Totem","Elemental.Shaman","axelemental"
"Shaman","Elemental","Control of Lava","Elemental.Shaman","axelemental"
"Shaman","Elemental","Skyfury Totem","Elemental.Shaman","axelemental"
"Hunter","Marksmanship","Survival Tactics","Marksmanship.Hunter","rachivaa"
"Hunter","Marksmanship","Trueshot Mastery","Marksmanship.Hunter","rachivaa"
"Hunter","Marksmanship","Hi-Explosive Trap","Marksmanship.Hunter","rachivaa"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","mulgarath"
"Warlock","Affliction","Shadow Rift","Affliction.Warlock","mulgarath"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","mulgarath"
"Warlock","Affliction","Casting Circle","Affliction.Warlock","krixdots"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","krixdots"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","krixdots"
"Paladin","Holy","Light's Grace","Holy.Paladin","disslexia"
"Paladin","Holy","Ultimate Sacrifice","Holy.Paladin","disslexia"
"Paladin","Holy","Blessed Hands","Holy.Paladin","disslexia"
"Paladin","Holy","Divine Favor","Holy.Paladin","marygeoise"
"Paladin","Holy","Light's Grace","Holy.Paladin","marygeoise"
"Paladin","Holy","Ultimate Sacrifice","Holy.Paladin","marygeoise"
"Warlock","Affliction","Shadowfall","Affliction.Warlock","misshellion"
"Warlock","Affliction","Shadow Rift","Affliction.Warlock","misshellion"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","misshellion"
"Druid","Balance","Owlkin Adept","Balance.Druid","liamhoofson"
"Druid","Balance","Star Burst","Balance.Druid","liamhoofson"
"Druid","Balance","Moonkin Aura","Balance.Druid","liamhoofson"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","narkisa"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","narkisa"
"Death Knight","Unholy","Spellwarden","Unholy.Death Knight","narkisa"
"Warlock","Affliction","Shadowfall","Affliction.Warlock","tizl"
"Warlock","Affliction","Shadow Rift","Affliction.Warlock","tizl"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","tizl"
"Death Knight","Frost","Death's Echo","Frost.Death Knight","deantoad"
"Death Knight","Frost","Strangulate","Frost.Death Knight","deantoad"
"Death Knight","Frost","Spellwarden","Frost.Death Knight","deantoad"
"Priest","Discipline","Trinity","Discipline.Priest","bina"
"Priest","Discipline","Dome of Light","Discipline.Priest","bina"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","bina"
"Druid","Guardian","Toughness","Guardian.Druid","kepalla"
"Druid","Guardian","Grove Protection","Guardian.Druid","kepalla"
"Druid","Guardian","Emerald Slumber","Guardian.Druid","kepalla"
"Death Knight","Frost","Death's Echo","Frost.Death Knight","romeoo"
"Death Knight","Frost","Shroud of Winter","Frost.Death Knight","romeoo"
"Death Knight","Frost","Dead of Winter","Frost.Death Knight","romeoo"
"Warlock","Destruction","Bane of Havoc","Destruction.Warlock","coaleyed"
"Warlock","Destruction","Fel Fissure","Destruction.Warlock","coaleyed"
"Warlock","Destruction","Gateway Mastery","Destruction.Warlock","coaleyed"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","nayala"
"Death Knight","Unholy","Spellwarden","Unholy.Death Knight","nayala"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","nayala"
"Druid","Balance","High Winds","Balance.Druid","malfurikwon"
"Druid","Balance","Moonkin Aura","Balance.Druid","malfurikwon"
"Druid","Balance","Owlkin Adept","Balance.Druid","malfurikwon"
"Druid","Guardian","Emerald Slumber","Guardian.Druid","manbearpig"
"Druid","Guardian","Toughness","Guardian.Druid","manbearpig"
"Druid","Guardian","Demoralizing Roar","Guardian.Druid","manbearpig"
"Priest","Discipline","Trinity","Discipline.Priest","wisdome"
"Priest","Discipline","Dome of Light","Discipline.Priest","wisdome"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","wisdome"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","ghoulyhunts"
"Demon Hunter","Havoc","Demonic Origins","Havoc.Demon Hunter","ghoulyhunts"
"Demon Hunter","Havoc","Isolated Prey","Havoc.Demon Hunter","ghoulyhunts"
"Hunter","Marksmanship","Scatter Shot","Marksmanship.Hunter","thepet"
"Hunter","Marksmanship","Chimaeral Sting","Marksmanship.Hunter","thepet"
"Hunter","Marksmanship","Survival Tactics","Marksmanship.Hunter","thepet"
"Demon Hunter","Havoc","Isolated Prey","Havoc.Demon Hunter","zixzdh"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","zixzdh"
"Demon Hunter","Havoc","Demonic Origins","Havoc.Demon Hunter","zixzdh"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","retroreq"
"Paladin","Retribution","Blessing of Sanctuary","Retribution.Paladin","retroreq"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","retroreq"
"Hunter","Marksmanship","Trueshot Mastery","Marksmanship.Hunter","diesnipes"
"Hunter","Marksmanship","Survival Tactics","Marksmanship.Hunter","diesnipes"
"Hunter","Marksmanship","Scatter Shot","Marksmanship.Hunter","diesnipes"
"Paladin","Holy","Divine Favor","Holy.Paladin","rattpack"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","rattpack"
"Paladin","Holy","Ultimate Sacrifice","Holy.Paladin","rattpack"
"Warrior","Fury","Death Sentence","Fury.Warrior","youserg"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","youserg"
"Warrior","Fury","Warbringer","Fury.Warrior","youserg"
"Druid","Balance","Moonkin Aura","Balance.Druid","topsti"
"Druid","Balance","Star Burst","Balance.Druid","topsti"
"Druid","Balance","Owlkin Adept","Balance.Druid","topsti"
"Monk","Mistweaver","Chrysalis","Mistweaver.Monk","prblmss"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","prblmss"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","prblmss"
"Demon Hunter","Havoc","Reverse Magic","Havoc.Demon Hunter","crazymark"
"Demon Hunter","Havoc","Demonic Origins","Havoc.Demon Hunter","crazymark"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","crazymark"
"Rogue","Assassination","Smoke Bomb","Assassination.Rogue","monsther"
"Rogue","Assassination","Hemotoxin","Assassination.Rogue","monsther"
"Rogue","Assassination","Maneuverability","Assassination.Rogue","monsther"
"Warlock","Destruction","Fel Fissure","Destruction.Warlock","onelesson"
"Warlock","Destruction","Gateway Mastery","Destruction.Warlock","onelesson"
"Warlock","Destruction","Nether Ward","Destruction.Warlock","onelesson"
"Druid","Restoration","Early Spring","Restoration.Druid","sentnel"
"Druid","Restoration","Reactive Resin","Restoration.Druid","sentnel"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","sentnel"
"Druid","Feral","Thorns","Feral.Druid","borkdru"
"Druid","Feral","Wicked Claws","Feral.Druid","borkdru"
"Druid","Feral","Strength of the Wild","Feral.Druid","borkdru"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","thisgamesdog"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","thisgamesdog"
"Warlock","Affliction","Essence Drain","Affliction.Warlock","thisgamesdog"
"Rogue","Assassination","Smoke Bomb","Assassination.Rogue","sapsap"
"Rogue","Assassination","Hemotoxin","Assassination.Rogue","sapsap"
"Rogue","Assassination","Dismantle","Assassination.Rogue","sapsap"
"Death Knight","Frost","Dead of Winter","Frost.Death Knight","necroticslap"
"Death Knight","Frost","Spellwarden","Frost.Death Knight","necroticslap"
"Death Knight","Frost","Chill Streak","Frost.Death Knight","necroticslap"
"Druid","Balance","Owlkin Adept","Balance.Druid","speenmedow"
"Druid","Balance","High Winds","Balance.Druid","speenmedow"
"Druid","Balance","Star Burst","Balance.Druid","speenmedow"
"Warrior","Arms","War Banner","Arms.Warrior","maximuspwn"
"Warrior","Arms","Sharpen Blade","Arms.Warrior","maximuspwn"
"Warrior","Arms","Warbringer","Arms.Warrior","maximuspwn"
"Death Knight","Unholy","Spellwarden","Unholy.Death Knight","jdrs"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","jdrs"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","jdrs"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","wtsfeetpics"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","wtsfeetpics"
"Warlock","Affliction","Shadow Rift","Affliction.Warlock","wtsfeetpics"
"Druid","Guardian","Demoralizing Roar","Guardian.Druid","taurpid"
"Druid","Guardian","Toughness","Guardian.Druid","taurpid"
"Druid","Guardian","Emerald Slumber","Guardian.Druid","taurpid"
"Druid","Restoration","Focused Growth","Restoration.Druid","fish"
"Druid","Restoration","Early Spring","Restoration.Druid","fish"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","fish"
"Rogue","Subtlety","Maneuverability","Subtlety.Rogue","taylur"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","taylur"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","taylur"
"Druid","Balance","Owlkin Adept","Balance.Druid","dadkisserxo"
"Druid","Balance","Star Burst","Balance.Druid","dadkisserxo"
