"Class","Spec","PvP.Talent","Spec.Class","Char.Name"
"Druid","Restoration","Reactive Resin","Restoration.Druid","rennx"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","whoalock"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","whoalock"
"Warlock","Affliction","Casting Circle","Affliction.Warlock","whoalock"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","popnloc"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","popnloc"
"Warlock","Affliction","Casting Circle","Affliction.Warlock","popnloc"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","zulubar"
"Shaman","Enhancement","Swelling Waves","Enhancement.Shaman","zulubar"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","zulubar"
"Warrior","Arms","Warbringer","Arms.Warrior","arash"
"Warrior","Arms","Sharpen Blade","Arms.Warrior","arash"
"Warrior","Arms","Disarm","Arms.Warrior","arash"
"Paladin","Holy","Light's Grace","Holy.Paladin","bubblistwo"
"Paladin","Holy","Divine Favor","Holy.Paladin","bubblistwo"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","bubblistwo"
"Druid","Balance","Star Burst","Balance.Druid","oryy"
"Druid","Balance","Moonkin Aura","Balance.Druid","oryy"
"Druid","Balance","Owlkin Adept","Balance.Druid","oryy"
"Druid","Balance","Owlkin Adept","Balance.Druid","snartx"
"Druid","Balance","High Winds","Balance.Druid","snartx"
"Druid","Balance","Moonkin Aura","Balance.Druid","snartx"
"Priest","Holy","Ray of Hope","Holy.Priest","arsgoetia"
"Priest","Holy","Greater Fade","Holy.Priest","arsgoetia"
"Priest","Holy","Miracle Worker","Holy.Priest","arsgoetia"
"Mage","Fire","Flamecannon","Fire.Mage","maxvila"
"Mage","Fire","Ring of Fire","Fire.Mage","maxvila"
"Mage","Fire","Pyrokinesis","Fire.Mage","maxvila"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","dyllbar"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","dyllbar"
"Shaman","Restoration","Living Tide","Restoration.Shaman","dyllbar"
"Shaman","Restoration","Living Tide","Restoration.Shaman","biofly"
"Shaman","Restoration","Electrocute","Restoration.Shaman","biofly"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","biofly"
"Monk","Windwalker","Reverse Harm","Windwalker.Monk","rsk"
"Monk","Windwalker","Turbo Fists","Windwalker.Monk","rsk"
"Monk","Windwalker","Alpha Tiger","Windwalker.Monk","rsk"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","muchopower"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","muchopower"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","muchopower"
"Priest","Discipline","Dark Archangel","Discipline.Priest","degenerates"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","degenerates"
"Priest","Discipline","Dome of Light","Discipline.Priest","degenerates"
"Hunter","Marksmanship","Chimaeral Sting","Marksmanship.Hunter","mayoshot"
"Hunter","Marksmanship","Scatter Shot","Marksmanship.Hunter","mayoshot"
"Hunter","Marksmanship","Roar of Sacrifice","Marksmanship.Hunter","mayoshot"
"Priest","Shadow","Void Volley","Shadow.Priest","sharkfromsea"
"Priest","Shadow","Megalomania","Shadow.Priest","sharkfromsea"
"Priest","Shadow","Greater Fade","Shadow.Priest","sharkfromsea"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","innocentgunz"
"Shaman","Restoration","Living Tide","Restoration.Shaman","innocentgunz"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","innocentgunz"
"Paladin","Holy","Light's Grace","Holy.Paladin","bubblist"
"Paladin","Holy","Divine Favor","Holy.Paladin","bubblist"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","bubblist"
"Paladin","Holy","Blessed Hands","Holy.Paladin","hyzu"
"Paladin","Holy","Divine Favor","Holy.Paladin","hyzu"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","hyzu"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","cejayweavin"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","cejayweavin"
"Monk","Mistweaver","Chrysalis","Mistweaver.Monk","cejayweavin"
"Rogue","Assassination","Hemotoxin","Assassination.Rogue","skirt"
"Rogue","Assassination","Thick as Thieves","Assassination.Rogue","skirt"
"Rogue","Assassination","Dismantle","Assassination.Rogue","skirt"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","flashxx"
"Warlock","Affliction","Bane of Shadows","Affliction.Warlock","flashxx"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","flashxx"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","maldiva"
"Warlock","Affliction","Casting Circle","Affliction.Warlock","maldiva"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","maldiva"
"Monk","Mistweaver","Chrysalis","Mistweaver.Monk","cjweavin"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","cjweavin"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","cjweavin"
"Warrior","Fury","Warbringer","Fury.Warrior","pinheadlarri"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","pinheadlarri"
"Warrior","Fury","Bloodrage","Fury.Warrior","pinheadlarri"
"Monk","Mistweaver","Chrysalis","Mistweaver.Monk","akkiira"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","akkiira"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","akkiira"
"Priest","Holy","Miracle Worker","Holy.Priest","gzyp"
"Priest","Holy","Cardinal Mending","Holy.Priest","gzyp"
"Priest","Holy","Greater Fade","Holy.Priest","gzyp"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","defeated"
"Death Knight","Unholy","Spellwarden","Unholy.Death Knight","defeated"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","defeated"
"Priest","Discipline","Dome of Light","Discipline.Priest","doodles"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","doodles"
"Priest","Discipline","Dark Archangel","Discipline.Priest","doodles"
"Hunter","Marksmanship","Scatter Shot","Marksmanship.Hunter","symz"
"Hunter","Marksmanship","Roar of Sacrifice","Marksmanship.Hunter","symz"
"Hunter","Marksmanship","Survival Tactics","Marksmanship.Hunter","symz"
"Death Knight","Frost","Dead of Winter","Frost.Death Knight","lokitabeso"
"Death Knight","Frost","Chill Streak","Frost.Death Knight","lokitabeso"
"Death Knight","Frost","Strangulate","Frost.Death Knight","lokitabeso"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","osmatz"
"Warlock","Affliction","Casting Circle","Affliction.Warlock","osmatz"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","osmatz"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","meepmonk"
"Monk","Mistweaver","Zen Focus Tea","Mistweaver.Monk","meepmonk"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","meepmonk"
"Priest","Shadow","Greater Fade","Shadow.Priest","jangbi"
"Priest","Shadow","Megalomania","Shadow.Priest","jangbi"
"Priest","Shadow","Void Shift","Shadow.Priest","jangbi"
"Monk","Windwalker","Reverse Harm","Windwalker.Monk","feverdreamin"
"Monk","Windwalker","Alpha Tiger","Windwalker.Monk","feverdreamin"
"Monk","Windwalker","Turbo Fists","Windwalker.Monk","feverdreamin"
"Mage","Arcane","Temporal Shield","Arcane.Mage","numbing"
"Mage","Arcane","Arcane Empowerment","Arcane.Mage","numbing"
"Mage","Arcane","Mass Invisibility","Arcane.Mage","numbing"
"Rogue","Assassination","Hemotoxin","Assassination.Rogue","inthemorning"
"Rogue","Assassination","Dismantle","Assassination.Rogue","inthemorning"
"Rogue","Assassination","Smoke Bomb","Assassination.Rogue","inthemorning"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","bluedrew"
"Shaman","Restoration","Tidebringer","Restoration.Shaman","bluedrew"
"Shaman","Restoration","Living Tide","Restoration.Shaman","bluedrew"
"Paladin","Retribution","Blessing of Sanctuary","Retribution.Paladin","beerpoong"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","beerpoong"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","beerpoong"
"Priest","Shadow","Megalomania","Shadow.Priest","megadrivesp"
"Priest","Shadow","Void Volley","Shadow.Priest","megadrivesp"
"Priest","Shadow","Psyfiend","Shadow.Priest","megadrivesp"
"Shaman","Elemental","Lightning Lasso","Elemental.Shaman","guybeingdude"
"Shaman","Elemental","Control of Lava","Elemental.Shaman","guybeingdude"
"Shaman","Elemental","Grounding Totem","Elemental.Shaman","guybeingdude"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","lasmans"
"Shaman","Restoration","Living Tide","Restoration.Shaman","lasmans"
"Shaman","Restoration","Tidebringer","Restoration.Shaman","lasmans"
"Druid","Feral","Thorns","Feral.Druid","axtin"
"Druid","Feral","Wicked Claws","Feral.Druid","axtin"
"Druid","Feral","Strength of the Wild","Feral.Druid","axtin"
"Warrior","Fury","Battle Trance","Fury.Warrior","grimgrip"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","grimgrip"
"Warrior","Fury","Enduring Rage","Fury.Warrior","grimgrip"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","wodwarrior"
"Warrior","Fury","Battle Trance","Fury.Warrior","wodwarrior"
"Warrior","Fury","Enduring Rage","Fury.Warrior","wodwarrior"
"Shaman","Elemental","Control of Lava","Elemental.Shaman","bronzer"
"Shaman","Elemental","Grounding Totem","Elemental.Shaman","bronzer"
"Shaman","Elemental","Skyfury Totem","Elemental.Shaman","bronzer"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","structebk"
"Druid","Restoration","Focused Growth","Restoration.Druid","structebk"
"Druid","Restoration","Thorns","Restoration.Druid","structebk"
"Shaman","Elemental","Grounding Totem","Elemental.Shaman","bagovz"
"Shaman","Elemental","Control of Lava","Elemental.Shaman","bagovz"
"Shaman","Elemental","Skyfury Totem","Elemental.Shaman","bagovz"
"Shaman","Enhancement","Swelling Waves","Enhancement.Shaman","stewtwo"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","stewtwo"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","stewtwo"
"Warrior","Fury","Enduring Rage","Fury.Warrior","chopmasterx"
"Warrior","Fury","Disarm","Fury.Warrior","chopmasterx"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","chopmasterx"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","starpx"
"Priest","Discipline","Dome of Light","Discipline.Priest","starpx"
"Priest","Discipline","Dark Archangel","Discipline.Priest","starpx"
"Monk","Mistweaver","Healing Sphere","Mistweaver.Monk","mysticallx"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","mysticallx"
"Monk","Mistweaver","Zen Focus Tea","Mistweaver.Monk","mysticallx"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","sporkelin"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","sporkelin"
"Shaman","Restoration","Living Tide","Restoration.Shaman","sporkelin"
"Death Knight","Blood","Murderous Intent","Blood.Death Knight","tacofoxlol"
"Death Knight","Blood","Decomposing Aura","Blood.Death Knight","tacofoxlol"
"Death Knight","Blood","Death's Echo","Blood.Death Knight","tacofoxlol"
"Warlock","Demonology","Pleasure through Pain","Demonology.Warlock","glogan"
"Warlock","Demonology","Bane of Fragility","Demonology.Warlock","glogan"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","glogan"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","bajheera"
"Warrior","Fury","Battle Trance","Fury.Warrior","bajheera"
"Warrior","Fury","Disarm","Fury.Warrior","bajheera"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","mainmw"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","mainmw"
"Monk","Mistweaver","Grapple Weapon","Mistweaver.Monk","mainmw"
"Warrior","Fury","Warbringer","Fury.Warrior","thiccbiscuit"
"Warrior","Fury","Bloodrage","Fury.Warrior","thiccbiscuit"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","thiccbiscuit"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","canyoubeatme"
"Priest","Discipline","Blaze of Light","Discipline.Priest","canyoubeatme"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","canyoubeatme"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","rethumtv"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","rethumtv"
"Paladin","Retribution","Blessing of Sanctuary","Retribution.Paladin","rethumtv"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","xadge"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","xadge"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","xadge"
"Shaman","Elemental","Lightning Lasso","Elemental.Shaman","gonas"
"Shaman","Elemental","Grounding Totem","Elemental.Shaman","gonas"
"Shaman","Elemental","Control of Lava","Elemental.Shaman","gonas"
"Druid","Balance","High Winds","Balance.Druid","yungchimp"
"Druid","Balance","Moonkin Aura","Balance.Druid","yungchimp"
"Druid","Balance","Owlkin Adept","Balance.Druid","yungchimp"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","gregl"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","gregl"
"Warlock","Affliction","Amplify Curse","Affliction.Warlock","gregl"
"Warlock","Affliction","Essence Drain","Affliction.Warlock","dewandoritos"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","dewandoritos"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","dewandoritos"
"Warrior","Arms","Disarm","Arms.Warrior","larosx"
"Warrior","Arms","Sharpen Blade","Arms.Warrior","larosx"
"Warrior","Arms","War Banner","Arms.Warrior","larosx"
"Hunter","Marksmanship","Survival Tactics","Marksmanship.Hunter","ssibomb"
"Hunter","Marksmanship","Scatter Shot","Marksmanship.Hunter","ssibomb"
"Hunter","Marksmanship","Roar of Sacrifice","Marksmanship.Hunter","ssibomb"
"Priest","Discipline","Blaze of Light","Discipline.Priest","ohcomeondude"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","ohcomeondude"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","ohcomeondude"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","kyrano"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","kyrano"
"Warlock","Affliction","Amplify Curse","Affliction.Warlock","kyrano"
"Warrior","Fury","Battle Trance","Fury.Warrior","tyranius"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","tyranius"
"Warrior","Fury","Enduring Rage","Fury.Warrior","tyranius"
"Paladin","Retribution","Blessing of Sanctuary","Retribution.Paladin","wabukis"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","wabukis"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","wabukis"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","corazugzug"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","corazugzug"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","corazugzug"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","picklefartjr"
"Monk","Mistweaver","Zen Focus Tea","Mistweaver.Monk","picklefartjr"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","picklefartjr"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","neroxz"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","neroxz"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","neroxz"
"Demon Hunter","Havoc","Detainment","Havoc.Demon Hunter","nuckfate"
"Demon Hunter","Havoc","Reverse Magic","Havoc.Demon Hunter","nuckfate"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","nuckfate"
"Warlock","Demonology","Call Fel Lord","Demonology.Warlock","usainboltzz"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","usainboltzz"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","usainboltzz"
"Priest","Holy","Ray of Hope","Holy.Priest","dorgondra"
"Priest","Holy","Miracle Worker","Holy.Priest","dorgondra"
"Priest","Holy","Greater Fade","Holy.Priest","dorgondra"
"Warrior","Fury","Battle Trance","Fury.Warrior","rentore"
"Warrior","Fury","Demolition","Fury.Warrior","rentore"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","rentore"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","zynt"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","zynt"
"Shaman","Enhancement","Swelling Waves","Enhancement.Shaman","zynt"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","ozmat"
"Warlock","Affliction","Casting Circle","Affliction.Warlock","ozmat"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","ozmat"
"Monk","Windwalker","Alpha Tiger","Windwalker.Monk","captnmurphy"
"Monk","Windwalker","Turbo Fists","Windwalker.Monk","captnmurphy"
"Monk","Windwalker","Reverse Harm","Windwalker.Monk","captnmurphy"
"Shaman","Enhancement","Shamanism","Enhancement.Shaman","keyturn"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","keyturn"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","keyturn"
"Demon Hunter","Havoc","Demonic Origins","Havoc.Demon Hunter","mvqdh"
"Demon Hunter","Havoc","Reverse Magic","Havoc.Demon Hunter","mvqdh"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","mvqdh"
"Priest","Holy","Greater Fade","Holy.Priest","celestiah"
"Priest","Holy","Holy Ward","Holy.Priest","celestiah"
"Priest","Holy","Miracle Worker","Holy.Priest","celestiah"
"Priest","Shadow","Greater Fade","Shadow.Priest","edd"
"Priest","Shadow","Psyfiend","Shadow.Priest","edd"
"Priest","Shadow","Void Shift","Shadow.Priest","edd"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","haee"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","haee"
"Rogue","Outlaw","Dismantle","Outlaw.Rogue","haee"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","dpoy"
"Warrior","Fury","Enduring Rage","Fury.Warrior","dpoy"
"Warrior","Fury","Warbringer","Fury.Warrior","dpoy"
"Priest","Holy","Cardinal Mending","Holy.Priest","mcbugdc"
"Priest","Holy","Miracle Worker","Holy.Priest","mcbugdc"
"Priest","Holy","Greater Fade","Holy.Priest","mcbugdc"
"Mage","Arcane","Temporal Shield","Arcane.Mage","cvark"
"Mage","Arcane","Mass Invisibility","Arcane.Mage","cvark"
"Mage","Arcane","Arcane Empowerment","Arcane.Mage","cvark"
"Warrior","Fury","Enduring Rage","Fury.Warrior","wildgarlic"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","wildgarlic"
"Warrior","Fury","Battle Trance","Fury.Warrior","wildgarlic"
"Hunter","Marksmanship","Consecutive Concussion","Marksmanship.Hunter","graar"
"Hunter","Marksmanship","Scatter Shot","Marksmanship.Hunter","graar"
"Hunter","Marksmanship","Survival Tactics","Marksmanship.Hunter","graar"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","reallygud"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","reallygud"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","reallygud"
"Warrior","Fury","Battle Trance","Fury.Warrior","braxxinn"
"Warrior","Fury","Disarm","Fury.Warrior","braxxinn"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","braxxinn"
"Shaman","Restoration","Living Tide","Restoration.Shaman","krisu"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","krisu"
"Shaman","Restoration","Tidebringer","Restoration.Shaman","krisu"
"Warrior","Arms","Storm of Destruction","Arms.Warrior","jessicajinn"
"Warrior","Arms","Sharpen Blade","Arms.Warrior","jessicajinn"
"Warrior","Arms","Disarm","Arms.Warrior","jessicajinn"
"Warrior","Arms","Sharpen Blade","Arms.Warrior","wizcleavuh"
"Warrior","Arms","War Banner","Arms.Warrior","wizcleavuh"
"Warrior","Arms","Disarm","Arms.Warrior","wizcleavuh"
"Druid","Feral","Strength of the Wild","Feral.Druid","rawrexedee"
"Druid","Feral","Savage Momentum","Feral.Druid","rawrexedee"
"Druid","Feral","Leader of the Pack","Feral.Druid","rawrexedee"
"Druid","Balance","Star Burst","Balance.Druid","supatease"
"Druid","Balance","Moonkin Aura","Balance.Druid","supatease"
"Druid","Balance","Owlkin Adept","Balance.Druid","supatease"
"Priest","Shadow","Void Shift","Shadow.Priest","ttvenvyion"
"Priest","Shadow","Greater Fade","Shadow.Priest","ttvenvyion"
"Priest","Shadow","Psyfiend","Shadow.Priest","ttvenvyion"
"Priest","Holy","Miracle Worker","Holy.Priest","qissy"
"Priest","Holy","Greater Fade","Holy.Priest","qissy"
"Priest","Holy","Ray of Hope","Holy.Priest","qissy"
"Warrior","Arms","Sharpen Blade","Arms.Warrior","nightheller"
"Warrior","Arms","Warbringer","Arms.Warrior","nightheller"
"Warrior","Arms","Death Sentence","Arms.Warrior","nightheller"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","popinin"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","popinin"
"Warlock","Affliction","Casting Circle","Affliction.Warlock","popinin"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","boltqt"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","boltqt"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","boltqt"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","zato"
"Priest","Discipline","Dome of Light","Discipline.Priest","zato"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","zato"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","bihfromalibu"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","bihfromalibu"
"Warlock","Affliction","Amplify Curse","Affliction.Warlock","bihfromalibu"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","dhsama"
"Demon Hunter","Havoc","Demonic Origins","Havoc.Demon Hunter","dhsama"
"Demon Hunter","Havoc","Isolated Prey","Havoc.Demon Hunter","dhsama"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","chachio"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","chachio"
"Death Knight","Unholy","Spellwarden","Unholy.Death Knight","chachio"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","pherlockx"
"Warlock","Affliction","Casting Circle","Affliction.Warlock","pherlockx"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","pherlockx"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","rockybadd"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","rockybadd"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","rockybadd"
"Paladin","Holy","Divine Favor","Holy.Paladin","projectmoron"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","projectmoron"
"Paladin","Holy","Blessed Hands","Holy.Paladin","projectmoron"
"Priest","Holy","Miracle Worker","Holy.Priest","demoslol"
"Priest","Holy","Greater Fade","Holy.Priest","demoslol"
"Priest","Holy","Holy Ward","Holy.Priest","demoslol"
"Paladin","Holy","Ultimate Sacrifice","Holy.Paladin","serenities"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","serenities"
"Paladin","Holy","Blessed Hands","Holy.Paladin","serenities"
"Shaman","Elemental","Grounding Totem","Elemental.Shaman","jnitowp"
"Shaman","Elemental","Lightning Lasso","Elemental.Shaman","jnitowp"
"Shaman","Elemental","Control of Lava","Elemental.Shaman","jnitowp"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","suzushi"
"Warrior","Fury","Enduring Rage","Fury.Warrior","suzushi"
"Warrior","Fury","Warbringer","Fury.Warrior","suzushi"
"Warrior","Fury","Warbringer","Fury.Warrior","dunkem"
"Warrior","Fury","Battle Trance","Fury.Warrior","dunkem"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","dunkem"
"Rogue","Assassination","Hemotoxin","Assassination.Rogue","kalanore"
"Rogue","Assassination","Smoke Bomb","Assassination.Rogue","kalanore"
"Rogue","Assassination","Dismantle","Assassination.Rogue","kalanore"
"Paladin","Protection","Guardian of the Forgotten Queen","Protection.Paladin","zelivan"
"Paladin","Protection","Sacred Duty","Protection.Paladin","zelivan"
"Paladin","Protection","Judgments of the Pure","Protection.Paladin","zelivan"
"Warlock","Destruction","Nether Ward","Destruction.Warlock","roxxybolts"
"Warlock","Destruction","Cremation","Destruction.Warlock","roxxybolts"
"Warlock","Destruction","Fel Fissure","Destruction.Warlock","roxxybolts"
"Priest","Discipline","Dome of Light","Discipline.Priest","orangejuuce"
