"Class","Spec","PvP.Talent","Spec.Class","Char.Name"
"Warrior","Fury","Battle Trance","Fury.Warrior","rentore"
"Warrior","Fury","Demolition","Fury.Warrior","rentore"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","rentore"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","zynt"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","zynt"
"Shaman","Enhancement","Swelling Waves","Enhancement.Shaman","zynt"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","chun"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","chun"
"Rogue","Outlaw","Dismantle","Outlaw.Rogue","chun"
"Warrior","Fury","Battle Trance","Fury.Warrior","grimgrip"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","grimgrip"
"Warrior","Fury","Enduring Rage","Fury.Warrior","grimgrip"
"Warlock","Demonology","Pleasure through Pain","Demonology.Warlock","glogan"
"Warlock","Demonology","Bane of Fragility","Demonology.Warlock","glogan"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","glogan"
"Death Knight","Blood","Murderous Intent","Blood.Death Knight","tacofoxlol"
"Death Knight","Blood","Decomposing Aura","Blood.Death Knight","tacofoxlol"
"Death Knight","Blood","Death's Echo","Blood.Death Knight","tacofoxlol"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","reminiscent"
"Warrior","Fury","Enduring Rage","Fury.Warrior","reminiscent"
"Warrior","Fury","Disarm","Fury.Warrior","reminiscent"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","bajheera"
"Warrior","Fury","Battle Trance","Fury.Warrior","bajheera"
"Warrior","Fury","Disarm","Fury.Warrior","bajheera"
"Warrior","Arms","Sharpen Blade","Arms.Warrior","clapperr"
"Warrior","Arms","Disarm","Arms.Warrior","clapperr"
"Warrior","Arms","War Banner","Arms.Warrior","clapperr"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","ballinx"
"Warrior","Fury","Battle Trance","Fury.Warrior","ballinx"
"Warrior","Fury","Warbringer","Fury.Warrior","ballinx"
"Priest","Shadow","Psyfiend","Shadow.Priest","clever"
"Priest","Shadow","Megalomania","Shadow.Priest","clever"
"Priest","Shadow","Void Volley","Shadow.Priest","clever"
"Paladin","Holy","Ultimate Sacrifice","Holy.Paladin","serenities"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","serenities"
"Paladin","Holy","Blessed Hands","Holy.Paladin","serenities"
"Monk","Windwalker","Reverse Harm","Windwalker.Monk","rsk"
"Monk","Windwalker","Turbo Fists","Windwalker.Monk","rsk"
"Monk","Windwalker","Alpha Tiger","Windwalker.Monk","rsk"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","whoalock"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","whoalock"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","whoalock"
"Paladin","Holy","Divine Favor","Holy.Paladin","unfearful"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","unfearful"
"Paladin","Holy","Blessed Hands","Holy.Paladin","unfearful"
"Shaman","Enhancement","Swelling Waves","Enhancement.Shaman","stew"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","stew"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","stew"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","corazugzug"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","corazugzug"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","corazugzug"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","picklefartjr"
"Monk","Mistweaver","Zen Focus Tea","Mistweaver.Monk","picklefartjr"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","picklefartjr"
"Warrior","Fury","Barbarian","Fury.Warrior","maraudertko"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","maraudertko"
"Warrior","Fury","Warbringer","Fury.Warrior","maraudertko"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","jaysdkx"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","jaysdkx"
"Death Knight","Unholy","Spellwarden","Unholy.Death Knight","jaysdkx"
"Paladin","Holy","Light's Grace","Holy.Paladin","bubblistwo"
"Paladin","Holy","Divine Favor","Holy.Paladin","bubblistwo"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","bubblistwo"
"Warlock","Affliction","Essence Drain","Affliction.Warlock","pardoned"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","pardoned"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","pardoned"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","hardmrkanush"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","hardmrkanush"
"Shaman","Restoration","Living Tide","Restoration.Shaman","hardmrkanush"
"Rogue","Assassination","Hemotoxin","Assassination.Rogue","skirt"
"Rogue","Assassination","Smoke Bomb","Assassination.Rogue","skirt"
"Rogue","Assassination","Dismantle","Assassination.Rogue","skirt"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","peezy"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","peezy"
"Warlock","Affliction","Casting Circle","Affliction.Warlock","peezy"
"Druid","Restoration","Focused Growth","Restoration.Druid","laser"
"Druid","Restoration","Reactive Resin","Restoration.Druid","laser"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","laser"
"Demon Hunter","Havoc","Reverse Magic","Havoc.Demon Hunter","xerfa"
"Demon Hunter","Havoc","Demonic Origins","Havoc.Demon Hunter","xerfa"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","xerfa"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","tonicx"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","tonicx"
"Death Knight","Unholy","Spellwarden","Unholy.Death Knight","tonicx"
"Shaman","Elemental","Control of Lava","Elemental.Shaman","dolqo"
"Shaman","Elemental","Lightning Lasso","Elemental.Shaman","dolqo"
"Shaman","Elemental","Grounding Totem","Elemental.Shaman","dolqo"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","sporkelin"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","sporkelin"
"Shaman","Restoration","Living Tide","Restoration.Shaman","sporkelin"
"Shaman","Restoration","Living Tide","Restoration.Shaman","hiscarry"
"Shaman","Restoration","Skyfury Totem","Restoration.Shaman","hiscarry"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","hiscarry"
"Priest","Shadow","Greater Fade","Shadow.Priest","zyrith"
"Priest","Shadow","Megalomania","Shadow.Priest","zyrith"
"Priest","Shadow","Void Volley","Shadow.Priest","zyrith"
"Druid","Feral","Strength of the Wild","Feral.Druid","jihadibleeds"
"Druid","Feral","Leader of the Pack","Feral.Druid","jihadibleeds"
"Druid","Feral","Thorns","Feral.Druid","jihadibleeds"
"Rogue","Assassination","Smoke Bomb","Assassination.Rogue","datcu"
"Rogue","Assassination","Hemotoxin","Assassination.Rogue","datcu"
"Rogue","Assassination","Dismantle","Assassination.Rogue","datcu"
"Priest","Shadow","Psyfiend","Shadow.Priest","jgmb"
"Priest","Shadow","Greater Fade","Shadow.Priest","jgmb"
"Priest","Shadow","Megalomania","Shadow.Priest","jgmb"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","shamcena"
"Shaman","Restoration","Living Tide","Restoration.Shaman","shamcena"
"Shaman","Restoration","Tidebringer","Restoration.Shaman","shamcena"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","yugebolts"
"Warlock","Affliction","Casting Circle","Affliction.Warlock","yugebolts"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","yugebolts"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","svira"
"Priest","Discipline","Dark Archangel","Discipline.Priest","svira"
"Priest","Discipline","Dome of Light","Discipline.Priest","svira"
"Warlock","Destruction","Fel Fissure","Destruction.Warlock","mttm"
"Warlock","Destruction","Bonds of Fel","Destruction.Warlock","mttm"
"Warlock","Destruction","Casting Circle","Destruction.Warlock","mttm"
"Shaman","Elemental","Control of Lava","Elemental.Shaman","ichito"
"Shaman","Elemental","Lightning Lasso","Elemental.Shaman","ichito"
"Shaman","Elemental","Grounding Totem","Elemental.Shaman","ichito"
"Paladin","Retribution","Blessing of Sanctuary","Retribution.Paladin","eranei"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","eranei"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","eranei"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","soulruler"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","soulruler"
"Warlock","Affliction","Gateway Mastery","Affliction.Warlock","soulruler"
"Monk","Mistweaver","Grapple Weapon","Mistweaver.Monk","ganggangh"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","ganggangh"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","ganggangh"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","mainmw"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","mainmw"
"Monk","Mistweaver","Healing Sphere","Mistweaver.Monk","mainmw"
"Priest","Shadow","Greater Fade","Shadow.Priest","edd"
"Priest","Shadow","Psyfiend","Shadow.Priest","edd"
"Priest","Shadow","Megalomania","Shadow.Priest","edd"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","enu"
"Warrior","Fury","Disarm","Fury.Warrior","enu"
"Warrior","Fury","Battle Trance","Fury.Warrior","enu"
"Warlock","Destruction","Casting Circle","Destruction.Warlock","dayuan"
"Warlock","Destruction","Amplify Curse","Destruction.Warlock","dayuan"
"Warlock","Destruction","Nether Ward","Destruction.Warlock","dayuan"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","reallygud"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","reallygud"
"Warlock","Affliction","Essence Drain","Affliction.Warlock","reallygud"
"Shaman","Enhancement","Ride the Lightning","Enhancement.Shaman","mesothelloma"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","mesothelloma"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","mesothelloma"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","overclocked"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","overclocked"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","overclocked"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","claudio"
"Death Knight","Unholy","Spellwarden","Unholy.Death Knight","claudio"
"Death Knight","Unholy","Raise Abomination","Unholy.Death Knight","claudio"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","rethumtv"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","rethumtv"
"Paladin","Retribution","Blessing of Sanctuary","Retribution.Paladin","rethumtv"
"Druid","Balance","Star Burst","Balance.Druid","oryy"
"Druid","Balance","Moonkin Aura","Balance.Druid","oryy"
"Druid","Balance","Owlkin Adept","Balance.Druid","oryy"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","wisakedjak"
"Priest","Discipline","Dark Archangel","Discipline.Priest","wisakedjak"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","wisakedjak"
"Priest","Holy","Greater Fade","Holy.Priest","fwips"
"Priest","Holy","Miracle Worker","Holy.Priest","fwips"
"Priest","Holy","Ray of Hope","Holy.Priest","fwips"
"Shaman","Restoration","Living Tide","Restoration.Shaman","elai"
"Shaman","Restoration","Cleansing Waters","Restoration.Shaman","elai"
"Shaman","Restoration","Tidebringer","Restoration.Shaman","elai"
"Paladin","Holy","Blessed Hands","Holy.Paladin","revenge"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","revenge"
"Paladin","Holy","Divine Favor","Holy.Paladin","revenge"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","freebandzz"
"Warlock","Affliction","Deathbolt","Affliction.Warlock","freebandzz"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","freebandzz"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","flashxx"
"Warlock","Affliction","Bane of Shadows","Affliction.Warlock","flashxx"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","flashxx"
"Druid","Feral","Strength of the Wild","Feral.Druid","rawrexedee"
"Druid","Feral","Savage Momentum","Feral.Druid","rawrexedee"
"Druid","Feral","Leader of the Pack","Feral.Druid","rawrexedee"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","brancia"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","brancia"
"Monk","Mistweaver","Chrysalis","Mistweaver.Monk","brancia"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","stormlashx"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","stormlashx"
"Shaman","Restoration","Living Tide","Restoration.Shaman","stormlashx"
"Priest","Discipline","Blaze of Light","Discipline.Priest","flagiddyflag"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","flagiddyflag"
"Priest","Discipline","Trinity","Discipline.Priest","flagiddyflag"
"Mage","Arcane","Mass Invisibility","Arcane.Mage","munkees"
"Mage","Arcane","Temporal Shield","Arcane.Mage","munkees"
"Mage","Arcane","Arcane Empowerment","Arcane.Mage","munkees"
"Priest","Shadow","Megalomania","Shadow.Priest","backhairbb"
"Priest","Shadow","Psyfiend","Shadow.Priest","backhairbb"
"Priest","Shadow","Greater Fade","Shadow.Priest","backhairbb"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","mysticallx"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","mysticallx"
"Monk","Mistweaver","Zen Focus Tea","Mistweaver.Monk","mysticallx"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","sanyadk"
"Death Knight","Unholy","Spellwarden","Unholy.Death Knight","sanyadk"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","sanyadk"
"Shaman","Restoration","Living Tide","Restoration.Shaman","ampyx"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","ampyx"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","ampyx"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","dpoy"
"Warrior","Fury","Enduring Rage","Fury.Warrior","dpoy"
"Warrior","Fury","Battle Trance","Fury.Warrior","dpoy"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","kidkaos"
"Warrior","Fury","Enduring Rage","Fury.Warrior","kidkaos"
"Warrior","Fury","Disarm","Fury.Warrior","kidkaos"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","almahdi"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","almahdi"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","almahdi"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","tempx"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","tempx"
"Shaman","Enhancement","Swelling Waves","Enhancement.Shaman","tempx"
"Warlock","Affliction","Essence Drain","Affliction.Warlock","gashnakh"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","gashnakh"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","gashnakh"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","terriblenews"
"Druid","Restoration","Reactive Resin","Restoration.Druid","terriblenews"
"Druid","Restoration","Deep Roots","Restoration.Druid","terriblenews"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","deathboundtv"
"Paladin","Retribution","Blessing of Sanctuary","Retribution.Paladin","deathboundtv"
"Paladin","Retribution","Unbound Freedom","Retribution.Paladin","deathboundtv"
"Rogue","Assassination","Hemotoxin","Assassination.Rogue","kalanore"
"Rogue","Assassination","Smoke Bomb","Assassination.Rogue","kalanore"
"Rogue","Assassination","Dismantle","Assassination.Rogue","kalanore"
"Warlock","Affliction","Rapid Contagion","Affliction.Warlock","bihfromalibu"
"Warlock","Affliction","Rampant Afflictions","Affliction.Warlock","bihfromalibu"
"Warlock","Affliction","Deathbolt","Affliction.Warlock","bihfromalibu"
"Hunter","Beast Mastery","Chimaeral Sting","Beast Mastery.Hunter","waptap"
"Hunter","Beast Mastery","Survival Tactics","Beast Mastery.Hunter","waptap"
"Hunter","Beast Mastery","Tranquilizing Darts","Beast Mastery.Hunter","waptap"
"Druid","Feral","Strength of the Wild","Feral.Druid","krelx"
"Druid","Feral","Leader of the Pack","Feral.Druid","krelx"
"Druid","Feral","Wicked Claws","Feral.Druid","krelx"
"Druid","Feral","Leader of the Pack","Feral.Druid","prestvn"
"Druid","Feral","Strength of the Wild","Feral.Druid","prestvn"
"Druid","Feral","Wicked Claws","Feral.Druid","prestvn"
"Paladin","Retribution","Blessing of Sanctuary","Retribution.Paladin","bubbleonset"
"Paladin","Retribution","Aura of Reckoning","Retribution.Paladin","bubbleonset"
"Paladin","Retribution","Luminescence","Retribution.Paladin","bubbleonset"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","iilmama"
"Priest","Discipline","Dome of Light","Discipline.Priest","iilmama"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","iilmama"
"Druid","Balance","Moonkin Aura","Balance.Druid","elvisgraton"
"Druid","Balance","High Winds","Balance.Druid","elvisgraton"
"Druid","Balance","Owlkin Adept","Balance.Druid","elvisgraton"
"Monk","Windwalker","Alpha Tiger","Windwalker.Monk","wheatsli"
"Monk","Windwalker","Turbo Fists","Windwalker.Monk","wheatsli"
"Monk","Windwalker","Reverse Harm","Windwalker.Monk","wheatsli"
"Hunter","Beast Mastery","Survival Tactics","Beast Mastery.Hunter","giftedhater"
"Hunter","Beast Mastery","Roar of Sacrifice","Beast Mastery.Hunter","giftedhater"
"Hunter","Beast Mastery","Kindred Beasts","Beast Mastery.Hunter","giftedhater"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","shazdo"
"Priest","Discipline","Blaze of Light","Discipline.Priest","shazdo"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","shazdo"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","miraclekim"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","miraclekim"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","miraclekim"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","duza"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","duza"
"Shaman","Restoration","Living Tide","Restoration.Shaman","duza"
"Warrior","Fury","Disarm","Fury.Warrior","bluekim"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","bluekim"
"Warrior","Fury","Warbringer","Fury.Warrior","bluekim"
"Priest","Holy","Miracle Worker","Holy.Priest","johnxo"
"Priest","Holy","Holy Ward","Holy.Priest","johnxo"
"Priest","Holy","Greater Fade","Holy.Priest","johnxo"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","clearlol"
"Death Knight","Unholy","Spellwarden","Unholy.Death Knight","clearlol"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","clearlol"
"Priest","Shadow","Void Volley","Shadow.Priest","technique"
"Priest","Shadow","Psyfiend","Shadow.Priest","technique"
"Priest","Shadow","Megalomania","Shadow.Priest","technique"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","meepmonk"
"Monk","Mistweaver","Zen Focus Tea","Mistweaver.Monk","meepmonk"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","meepmonk"
"Monk","Windwalker","Turbo Fists","Windwalker.Monk","khakhaki"
"Monk","Windwalker","Alpha Tiger","Windwalker.Monk","khakhaki"
"Monk","Windwalker","Reverse Harm","Windwalker.Monk","khakhaki"
"Druid","Feral","Thorns","Feral.Druid","axtin"
"Druid","Feral","Leader of the Pack","Feral.Druid","axtin"
"Druid","Feral","Strength of the Wild","Feral.Druid","axtin"
"Warrior","Fury","Enduring Rage","Fury.Warrior","truck"
"Warrior","Fury","Battle Trance","Fury.Warrior","truck"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","truck"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","garobber"
"Warrior","Fury","Battle Trance","Fury.Warrior","garobber"
"Warrior","Fury","Warbringer","Fury.Warrior","garobber"
"Priest","Discipline","Blaze of Light","Discipline.Priest","shottey"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","shottey"
"Priest","Discipline","Dark Archangel","Discipline.Priest","shottey"
"Warlock","Destruction","Nether Ward","Destruction.Warlock","mengqil"
"Warlock","Destruction","Cremation","Destruction.Warlock","mengqil"
"Warlock","Destruction","Fel Fissure","Destruction.Warlock","mengqil"
"Paladin","Holy","Divine Favor","Holy.Paladin","gregerich"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","gregerich"
"Paladin","Holy","Blessed Hands","Holy.Paladin","gregerich"
"Demon Hunter","Havoc","Detainment","Havoc.Demon Hunter","yisux"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","yisux"
"Demon Hunter","Havoc","Demonic Origins","Havoc.Demon Hunter","yisux"
"Warrior","Fury","Disarm","Fury.Warrior","easylel"
"Warrior","Fury","Battle Trance","Fury.Warrior","easylel"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","easylel"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","abaddonx"
"Death Knight","Unholy","Spellwarden","Unholy.Death Knight","abaddonx"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","abaddonx"
"Shaman","Enhancement","Grounding Totem","Enhancement.Shaman","saul"
"Shaman","Enhancement","Swelling Waves","Enhancement.Shaman","saul"
"Shaman","Enhancement","Static Field Totem","Enhancement.Shaman","saul"
"Warrior","Fury","Enduring Rage","Fury.Warrior","hilonka"
"Warrior","Fury","Disarm","Fury.Warrior","hilonka"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","hilonka"
"Warrior","Fury","Warbringer","Fury.Warrior","cromagg"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","cromagg"
"Warrior","Fury","Battle Trance","Fury.Warrior","cromagg"
"Priest","Holy","Miracle Worker","Holy.Priest","demoslol"
"Priest","Holy","Greater Fade","Holy.Priest","demoslol"
"Priest","Holy","Holy Ward","Holy.Priest","demoslol"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","cavaliers"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","cavaliers"
"Death Knight","Unholy","Spellwarden","Unholy.Death Knight","cavaliers"
"Warlock","Destruction","Fel Fissure","Destruction.Warlock","olympiczlock"
"Warlock","Destruction","Bonds of Fel","Destruction.Warlock","olympiczlock"
"Warlock","Destruction","Nether Ward","Destruction.Warlock","olympiczlock"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","rdruidxd"
"Paladin","Holy","Blessed Hands","Holy.Paladin","rdruidxd"
"Paladin","Holy","Ultimate Sacrifice","Holy.Paladin","rdruidxd"
"Warrior","Fury","Enduring Rage","Fury.Warrior","ewqx"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","ewqx"
"Warrior","Fury","Disarm","Fury.Warrior","ewqx"
"Priest","Shadow","Void Volley","Shadow.Priest","pandiwoodney"
"Priest","Shadow","Greater Fade","Shadow.Priest","pandiwoodney"
"Priest","Shadow","Megalomania","Shadow.Priest","pandiwoodney"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","nocup"
"Druid","Restoration","Early Spring","Restoration.Druid","nocup"
"Druid","Restoration","Reactive Resin","Restoration.Druid","nocup"
"Priest","Shadow","Greater Fade","Shadow.Priest","kokai"
"Priest","Shadow","Void Volley","Shadow.Priest","kokai"
"Priest","Shadow","Megalomania","Shadow.Priest","kokai"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","dmacxl"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","dmacxl"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","dmacxl"
"Warrior","Fury","Warbringer","Fury.Warrior","pinheadlarri"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","pinheadlarri"
"Warrior","Fury","Bloodrage","Fury.Warrior","pinheadlarri"
"Paladin","Holy","Blessed Hands","Holy.Paladin","lightdazzler"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","lightdazzler"
"Paladin","Holy","Divine Favor","Holy.Paladin","lightdazzler"
"Monk","Windwalker","Grapple Weapon","Windwalker.Monk","keybopx"
"Monk","Windwalker","Alpha Tiger","Windwalker.Monk","keybopx"
"Monk","Windwalker","Turbo Fists","Windwalker.Monk","keybopx"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","phake"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","phake"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","phake"
"Rogue","Outlaw","Dismantle","Outlaw.Rogue","sternotomy"
