"Class","Spec","PvP.Talent","Spec.Class","Char.Name"
"Monk","Windwalker","Reverse Harm","Windwalker.Monk","congaline"
"Monk","Windwalker","Turbo Fists","Windwalker.Monk","congaline"
"Monk","Windwalker","Alpha Tiger","Windwalker.Monk","congaline"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","shazdo"
"Priest","Discipline","Dome of Light","Discipline.Priest","shazdo"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","shazdo"
"Hunter","Survival","Roar of Sacrifice","Survival.Hunter","dillon"
"Hunter","Survival","Survival Tactics","Survival.Hunter","dillon"
"Hunter","Survival","Chimaeral Sting","Survival.Hunter","dillon"
"Priest","Discipline","Blaze of Light","Discipline.Priest","pxdx"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","pxdx"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","pxdx"
"Priest","Holy","Miracle Worker","Holy.Priest","oofx"
"Priest","Holy","Greater Fade","Holy.Priest","oofx"
"Priest","Holy","Ray of Hope","Holy.Priest","oofx"
"Druid","Feral","Strength of the Wild","Feral.Druid","nightx"
"Druid","Feral","Leader of the Pack","Feral.Druid","nightx"
"Druid","Feral","Thorns","Feral.Druid","nightx"
"Hunter","Survival","Survival Tactics","Survival.Hunter","mugiwara"
"Hunter","Survival","Roar of Sacrifice","Survival.Hunter","mugiwara"
"Hunter","Survival","Chimaeral Sting","Survival.Hunter","mugiwara"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","gagadaga"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","gagadaga"
"Rogue","Outlaw","Maneuverability","Outlaw.Rogue","gagadaga"
"Paladin","Holy","Ultimate Sacrifice","Holy.Paladin","ccpx"
"Paladin","Holy","Blessed Hands","Holy.Paladin","ccpx"
"Paladin","Holy","Divine Favor","Holy.Paladin","ccpx"
"Rogue","Assassination","Hemotoxin","Assassination.Rogue","hickery"
"Rogue","Assassination","Dismantle","Assassination.Rogue","hickery"
"Rogue","Assassination","Smoke Bomb","Assassination.Rogue","hickery"
"Rogue","Assassination","Hemotoxin","Assassination.Rogue","inthemorning"
"Rogue","Assassination","Dismantle","Assassination.Rogue","inthemorning"
"Rogue","Assassination","Smoke Bomb","Assassination.Rogue","inthemorning"
"Rogue","Outlaw","Dismantle","Outlaw.Rogue","zeidzic"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","zeidzic"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","zeidzic"
"Rogue","Subtlety","Maneuverability","Subtlety.Rogue","qx"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","qx"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","qx"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","ditzluzbeka"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","ditzluzbeka"
"Rogue","Subtlety","Thick as Thieves","Subtlety.Rogue","ditzluzbeka"
"Priest","Holy","Miracle Worker","Holy.Priest","imgoat"
"Priest","Holy","Ray of Hope","Holy.Priest","imgoat"
"Priest","Holy","Greater Fade","Holy.Priest","imgoat"
"Hunter","Marksmanship","Scatter Shot","Marksmanship.Hunter","arrowfrombow"
"Hunter","Marksmanship","Chimaeral Sting","Marksmanship.Hunter","arrowfrombow"
"Hunter","Marksmanship","Survival Tactics","Marksmanship.Hunter","arrowfrombow"
"Shaman","Restoration","Tidebringer","Restoration.Shaman","exzar"
"Shaman","Restoration","Spectral Recovery","Restoration.Shaman","exzar"
"Shaman","Restoration","Living Tide","Restoration.Shaman","exzar"
"Druid","Feral","Wicked Claws","Feral.Druid","claws"
"Druid","Feral","Leader of the Pack","Feral.Druid","claws"
"Druid","Feral","Strength of the Wild","Feral.Druid","claws"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","hold"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","hold"
"Priest","Discipline","Dark Archangel","Discipline.Priest","hold"
"Hunter","Survival","Survival Tactics","Survival.Hunter","chaisse"
"Hunter","Survival","Chimaeral Sting","Survival.Hunter","chaisse"
"Hunter","Survival","Roar of Sacrifice","Survival.Hunter","chaisse"
"Rogue","Outlaw","Dismantle","Outlaw.Rogue","marketable"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","marketable"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","marketable"
"Priest","Holy","Ray of Hope","Holy.Priest","aratis"
"Priest","Holy","Miracle Worker","Holy.Priest","aratis"
"Priest","Holy","Greater Fade","Holy.Priest","aratis"
"Hunter","Survival","Chimaeral Sting","Survival.Hunter","bonquiqui"
"Hunter","Survival","Roar of Sacrifice","Survival.Hunter","bonquiqui"
"Hunter","Survival","Survival Tactics","Survival.Hunter","bonquiqui"
"Hunter","Beast Mastery","Survival Tactics","Beast Mastery.Hunter","jsrhuntz"
"Hunter","Beast Mastery","Roar of Sacrifice","Beast Mastery.Hunter","jsrhuntz"
"Hunter","Beast Mastery","Chimaeral Sting","Beast Mastery.Hunter","jsrhuntz"
"Hunter","Survival","Chimaeral Sting","Survival.Hunter","mustymuffler"
"Hunter","Survival","Survival Tactics","Survival.Hunter","mustymuffler"
"Hunter","Survival","Roar of Sacrifice","Survival.Hunter","mustymuffler"
"Mage","Fire","Ring of Fire","Fire.Mage","morpain"
"Mage","Fire","Tinder","Fire.Mage","morpain"
"Mage","Fire","Pyrokinesis","Fire.Mage","morpain"
"Rogue","Outlaw","Maneuverability","Outlaw.Rogue","owlgaze"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","owlgaze"
"Rogue","Outlaw","Dismantle","Outlaw.Rogue","owlgaze"
"Rogue","Assassination","Smoke Bomb","Assassination.Rogue","palumor"
"Rogue","Assassination","System Shock","Assassination.Rogue","palumor"
"Rogue","Assassination","Hemotoxin","Assassination.Rogue","palumor"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","drizzywow"
"Monk","Mistweaver","Chrysalis","Mistweaver.Monk","drizzywow"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","drizzywow"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","mainmw"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","mainmw"
"Monk","Mistweaver","Grapple Weapon","Mistweaver.Monk","mainmw"
"Rogue","Assassination","Hemotoxin","Assassination.Rogue","poonanixo"
"Rogue","Assassination","Dismantle","Assassination.Rogue","poonanixo"
"Rogue","Assassination","Smoke Bomb","Assassination.Rogue","poonanixo"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","fallspriest"
"Priest","Discipline","Blaze of Light","Discipline.Priest","fallspriest"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","fallspriest"
"Hunter","Survival","Roar of Sacrifice","Survival.Hunter","traptations"
"Hunter","Survival","Chimaeral Sting","Survival.Hunter","traptations"
"Hunter","Survival","Survival Tactics","Survival.Hunter","traptations"
"Priest","Discipline","Dark Archangel","Discipline.Priest","opriest"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","opriest"
"Priest","Discipline","Dome of Light","Discipline.Priest","opriest"
"Priest","Holy","Miracle Worker","Holy.Priest","geovanni"
"Priest","Holy","Greater Fade","Holy.Priest","geovanni"
"Priest","Holy","Holy Ward","Holy.Priest","geovanni"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","saintbrick"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","saintbrick"
"Priest","Discipline","Dome of Light","Discipline.Priest","saintbrick"
"Demon Hunter","Havoc","Detainment","Havoc.Demon Hunter","jerryer"
"Demon Hunter","Havoc","Reverse Magic","Havoc.Demon Hunter","jerryer"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","jerryer"
"Druid","Restoration","Focused Growth","Restoration.Druid","taiwanzz"
"Druid","Restoration","Reactive Resin","Restoration.Druid","taiwanzz"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","taiwanzz"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","gbg"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","gbg"
"Rogue","Outlaw","Maneuverability","Outlaw.Rogue","gbg"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","markerz"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","markerz"
"Priest","Discipline","Blaze of Light","Discipline.Priest","markerz"
"Priest","Holy","Greater Fade","Holy.Priest","timidp"
"Priest","Holy","Miracle Worker","Holy.Priest","timidp"
"Priest","Holy","Divine Ascension","Holy.Priest","timidp"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","dehsaw"
"Shaman","Restoration","Living Tide","Restoration.Shaman","dehsaw"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","dehsaw"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","rumpology"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","rumpology"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","rumpology"
"Warrior","Arms","Sharpen Blade","Arms.Warrior","hoodrchjr"
"Warrior","Arms","Disarm","Arms.Warrior","hoodrchjr"
"Warrior","Arms","War Banner","Arms.Warrior","hoodrchjr"
"Druid","Restoration","Focused Growth","Restoration.Druid","hotwhite"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","hotwhite"
"Druid","Restoration","Reactive Resin","Restoration.Druid","hotwhite"
"Druid","Restoration","Focused Growth","Restoration.Druid","doah"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","doah"
"Druid","Restoration","Thorns","Restoration.Druid","doah"
"Hunter","Beast Mastery","Chimaeral Sting","Beast Mastery.Hunter","hogx"
"Hunter","Beast Mastery","Survival Tactics","Beast Mastery.Hunter","hogx"
"Hunter","Beast Mastery","Roar of Sacrifice","Beast Mastery.Hunter","hogx"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","parishealton"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","parishealton"
"Priest","Discipline","Dome of Light","Discipline.Priest","parishealton"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","ibuildwalls"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","ibuildwalls"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","ibuildwalls"
"Rogue","Subtlety","Dismantle","Subtlety.Rogue","darkordeal"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","darkordeal"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","darkordeal"
"Druid","Restoration","Thorns","Restoration.Druid","sqwippy"
"Druid","Restoration","Reactive Resin","Restoration.Druid","sqwippy"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","sqwippy"
"Demon Hunter","Havoc","Demonic Origins","Havoc.Demon Hunter","mayhemx"
"Demon Hunter","Havoc","Reverse Magic","Havoc.Demon Hunter","mayhemx"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","mayhemx"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","blindwolfttv"
"Rogue","Subtlety","Thick as Thieves","Subtlety.Rogue","blindwolfttv"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","blindwolfttv"
"Priest","Holy","Miracle Worker","Holy.Priest","drxonevnine"
"Priest","Holy","Greater Fade","Holy.Priest","drxonevnine"
"Priest","Holy","Divine Ascension","Holy.Priest","drxonevnine"
"Druid","Restoration","Reactive Resin","Restoration.Druid","baeruto"
"Druid","Restoration","High Winds","Restoration.Druid","baeruto"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","baeruto"
"Hunter","Survival","Survival Tactics","Survival.Hunter","africano"
"Hunter","Survival","Mending Bandage","Survival.Hunter","africano"
"Hunter","Survival","Roar of Sacrifice","Survival.Hunter","africano"
"Druid","Restoration","Thorns","Restoration.Druid","wwkd"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","wwkd"
"Druid","Restoration","Focused Growth","Restoration.Druid","wwkd"
"Warlock","Demonology","Call Felhunter","Demonology.Warlock","demonicxs"
"Warlock","Demonology","Fel Obelisk","Demonology.Warlock","demonicxs"
"Warlock","Demonology","Master Summoner","Demonology.Warlock","demonicxs"
"Priest","Holy","Miracle Worker","Holy.Priest","ksys"
"Priest","Holy","Greater Fade","Holy.Priest","ksys"
"Priest","Holy","Ray of Hope","Holy.Priest","ksys"
"Monk","Windwalker","Alpha Tiger","Windwalker.Monk","tiktokfan"
"Monk","Windwalker","Turbo Fists","Windwalker.Monk","tiktokfan"
"Monk","Windwalker","Reverse Harm","Windwalker.Monk","tiktokfan"
"Druid","Restoration","Reactive Resin","Restoration.Druid","gloomster"
"Druid","Restoration","Thorns","Restoration.Druid","gloomster"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","gloomster"
"Monk","Windwalker","Turbo Fists","Windwalker.Monk","innerverse"
"Monk","Windwalker","Reverse Harm","Windwalker.Monk","innerverse"
"Monk","Windwalker","Alpha Tiger","Windwalker.Monk","innerverse"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","grised"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","grised"
"Monk","Mistweaver","Chrysalis","Mistweaver.Monk","grised"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","kurimukeki"
"Paladin","Holy","Blessed Hands","Holy.Paladin","kurimukeki"
"Paladin","Holy","Divine Favor","Holy.Paladin","kurimukeki"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","wzx"
"Warrior","Fury","Battle Trance","Fury.Warrior","wzx"
"Warrior","Fury","Warbringer","Fury.Warrior","wzx"
"Hunter","Beast Mastery","Roar of Sacrifice","Beast Mastery.Hunter","getlownoob"
"Hunter","Beast Mastery","Survival Tactics","Beast Mastery.Hunter","getlownoob"
"Hunter","Beast Mastery","Kindred Beasts","Beast Mastery.Hunter","getlownoob"
"Rogue","Subtlety","Dismantle","Subtlety.Rogue","lfgsomebichs"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","lfgsomebichs"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","lfgsomebichs"
"Warrior","Fury","Slaughterhouse","Fury.Warrior","warried"
"Warrior","Fury","Enduring Rage","Fury.Warrior","warried"
"Warrior","Fury","Battle Trance","Fury.Warrior","warried"
"Paladin","Holy","Blessed Hands","Holy.Paladin","floquiinhos"
"Paladin","Holy","Darkest before the Dawn","Holy.Paladin","floquiinhos"
"Paladin","Holy","Divine Favor","Holy.Paladin","floquiinhos"
"Priest","Holy","Cardinal Mending","Holy.Priest","holydoggy"
"Priest","Holy","Miracle Worker","Holy.Priest","holydoggy"
"Priest","Holy","Greater Fade","Holy.Priest","holydoggy"
"Death Knight","Unholy","Necrotic Aura","Unholy.Death Knight","unholydoggy"
"Death Knight","Unholy","Necrotic Wounds","Unholy.Death Knight","unholydoggy"
"Death Knight","Unholy","Strangulate","Unholy.Death Knight","unholydoggy"
"Monk","Windwalker","Reverse Harm","Windwalker.Monk","tickleparty"
"Monk","Windwalker","Turbo Fists","Windwalker.Monk","tickleparty"
"Monk","Windwalker","Alpha Tiger","Windwalker.Monk","tickleparty"
"Mage","Fire","Pyrokinesis","Fire.Mage","iceblight"
"Mage","Fire","Greater Pyroblast","Fire.Mage","iceblight"
"Mage","Fire","Tinder","Fire.Mage","iceblight"
"Monk","Mistweaver","Eminence","Mistweaver.Monk","ticklepartyz"
"Monk","Mistweaver","Peaceweaver","Mistweaver.Monk","ticklepartyz"
"Monk","Mistweaver","Chrysalis","Mistweaver.Monk","ticklepartyz"
"Druid","Feral","Thorns","Feral.Druid","yuxy"
"Druid","Feral","Leader of the Pack","Feral.Druid","yuxy"
"Druid","Feral","Wicked Claws","Feral.Druid","yuxy"
"Druid","Restoration","Focused Growth","Restoration.Druid","viscentd"
"Druid","Restoration","Reactive Resin","Restoration.Druid","viscentd"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","viscentd"
"Warrior","Arms","Sharpen Blade","Arms.Warrior","xiaoxiami"
"Warrior","Arms","Disarm","Arms.Warrior","xiaoxiami"
"Warrior","Arms","Warbringer","Arms.Warrior","xiaoxiami"
"Hunter","Beast Mastery","Survival Tactics","Beast Mastery.Hunter","zujo"
"Hunter","Beast Mastery","Chimaeral Sting","Beast Mastery.Hunter","zujo"
"Hunter","Beast Mastery","Roar of Sacrifice","Beast Mastery.Hunter","zujo"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","norbury"
"Rogue","Subtlety","Dismantle","Subtlety.Rogue","norbury"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","norbury"
"Hunter","Survival","Chimaeral Sting","Survival.Hunter","kuzar"
"Hunter","Survival","Mending Bandage","Survival.Hunter","kuzar"
"Hunter","Survival","Roar of Sacrifice","Survival.Hunter","kuzar"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","makmak"
"Priest","Discipline","Dome of Light","Discipline.Priest","makmak"
"Priest","Discipline","Blaze of Light","Discipline.Priest","makmak"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","mldnlght"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","mldnlght"
"Rogue","Outlaw","Dismantle","Outlaw.Rogue","mldnlght"
"Priest","Holy","Greater Fade","Holy.Priest","gfg"
"Priest","Holy","Miracle Worker","Holy.Priest","gfg"
"Priest","Holy","Ray of Hope","Holy.Priest","gfg"
"Druid","Feral","Strength of the Wild","Feral.Druid","boomboombom"
"Druid","Feral","Leader of the Pack","Feral.Druid","boomboombom"
"Druid","Feral","Wicked Claws","Feral.Druid","boomboombom"
"Monk","Windwalker","Turbo Fists","Windwalker.Monk","homunculusx"
"Monk","Windwalker","Alpha Tiger","Windwalker.Monk","homunculusx"
"Monk","Windwalker","Grapple Weapon","Windwalker.Monk","homunculusx"
"Monk","Windwalker","Turbo Fists","Windwalker.Monk","senseiww"
"Monk","Windwalker","Alpha Tiger","Windwalker.Monk","senseiww"
"Monk","Windwalker","Reverse Harm","Windwalker.Monk","senseiww"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","bluejewlive"
"Druid","Restoration","Reactive Resin","Restoration.Druid","bluejewlive"
"Druid","Restoration","Early Spring","Restoration.Druid","bluejewlive"
"Rogue","Assassination","Flying Daggers","Assassination.Rogue","sllabymkcus"
"Rogue","Assassination","Hemotoxin","Assassination.Rogue","sllabymkcus"
"Rogue","Assassination","System Shock","Assassination.Rogue","sllabymkcus"
"Demon Hunter","Havoc","Chaotic Imprint","Havoc.Demon Hunter","vytzbf"
"Demon Hunter","Havoc","Reverse Magic","Havoc.Demon Hunter","vytzbf"
"Demon Hunter","Havoc","Mortal Dance","Havoc.Demon Hunter","vytzbf"
"Rogue","Outlaw","Dismantle","Outlaw.Rogue","corbin"
"Rogue","Outlaw","Float Like a Butterfly","Outlaw.Rogue","corbin"
"Rogue","Outlaw","Enduring Brawler","Outlaw.Rogue","corbin"
"Druid","Restoration","Thorns","Restoration.Druid","legzz"
"Druid","Restoration","Reactive Resin","Restoration.Druid","legzz"
"Druid","Restoration","Keeper of the Grove","Restoration.Druid","legzz"
"Priest","Discipline","Ultimate Radiance","Discipline.Priest","kayern"
"Priest","Discipline","Dome of Light","Discipline.Priest","kayern"
"Priest","Discipline","Inner Light and Shadow","Discipline.Priest","kayern"
"Rogue","Assassination","Smoke Bomb","Assassination.Rogue","lesty"
"Rogue","Assassination","Dismantle","Assassination.Rogue","lesty"
"Rogue","Assassination","Hemotoxin","Assassination.Rogue","lesty"
"Priest","Holy","Miracle Worker","Holy.Priest","neverbeen"
"Priest","Holy","Holy Ward","Holy.Priest","neverbeen"
"Priest","Holy","Greater Fade","Holy.Priest","neverbeen"
"Druid","Feral","Thorns","Feral.Druid","hikari"
"Druid","Feral","Wicked Claws","Feral.Druid","hikari"
"Druid","Feral","Strength of the Wild","Feral.Druid","hikari"
"Rogue","Subtlety","Dismantle","Subtlety.Rogue","dymerx"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","dymerx"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","dymerx"
"Shaman","Restoration","Ancestral Gift","Restoration.Shaman","branasoutwo"
"Shaman","Restoration","Grounding Totem","Restoration.Shaman","branasoutwo"
"Shaman","Restoration","Living Tide","Restoration.Shaman","branasoutwo"
"Rogue","Subtlety","Dismantle","Subtlety.Rogue","naimoo"
"Rogue","Subtlety","Smoke Bomb","Subtlety.Rogue","naimoo"
"Rogue","Subtlety","Shadowy Duel","Subtlety.Rogue","naimoo"
"Rogue","Assassination","Dismantle","Assassination.Rogue","djxx"
"Rogue","Assassination","Smoke Bomb","Assassination.Rogue","djxx"
"Rogue","Assassination","Hemotoxin","Assassination.Rogue","djxx"
"Rogue","Assassination","Maneuverability","Assassination.Rogue","puffntuff"
"Rogue","Assassination","Hemotoxin","Assassination.Rogue","puffntuff"
