"Class","Spec","Talent","Talent.Level","Spec.Class","Char.Name"
"Druid","Balance","Guardian Affinity",30,"Balance.Druid","theboomkin"
"Druid","Balance","Mass Entanglement",35,"Balance.Druid","theboomkin"
"Druid","Balance","Incarnation: Chosen of Elune",40,"Balance.Druid","theboomkin"
"Druid","Balance","Stellar Drift",45,"Balance.Druid","theboomkin"
"Druid","Balance","Fury of Elune",50,"Balance.Druid","theboomkin"
"Paladin","Retribution","Zeal",15,"Retribution.Paladin","imitlolx"
"Paladin","Retribution","Blade of Wrath",25,"Retribution.Paladin","imitlolx"
"Paladin","Retribution","Fist of Justice",30,"Retribution.Paladin","imitlolx"
"Paladin","Retribution","Unbreakable Spirit",35,"Retribution.Paladin","imitlolx"
"Paladin","Retribution","Seraphim",40,"Retribution.Paladin","imitlolx"
"Paladin","Retribution","Healing Hands",45,"Retribution.Paladin","imitlolx"
"Paladin","Retribution","Sanctified Wrath",50,"Retribution.Paladin","imitlolx"
"Druid","Guardian","Brambles",15,"Guardian.Druid","ilovemycatxo"
"Druid","Guardian","Wild Charge",25,"Guardian.Druid","ilovemycatxo"
"Druid","Guardian","Balance Affinity",30,"Guardian.Druid","ilovemycatxo"
"Druid","Guardian","Mass Entanglement",35,"Guardian.Druid","ilovemycatxo"
"Druid","Guardian","Incarnation: Guardian of Ursoc",40,"Guardian.Druid","ilovemycatxo"
"Druid","Guardian","Survival of the Fittest",45,"Guardian.Druid","ilovemycatxo"
"Druid","Guardian","Rend and Tear",50,"Guardian.Druid","ilovemycatxo"
"Hunter","Marksmanship","Master Marksman",15,"Marksmanship.Hunter","wetchiicken"
"Hunter","Marksmanship","Careful Aim",25,"Marksmanship.Hunter","wetchiicken"
"Hunter","Marksmanship","Camouflage",30,"Marksmanship.Hunter","wetchiicken"
"Hunter","Marksmanship","Streamline",35,"Marksmanship.Hunter","wetchiicken"
"Hunter","Marksmanship","Posthaste",40,"Marksmanship.Hunter","wetchiicken"
"Hunter","Marksmanship","Double Tap",45,"Marksmanship.Hunter","wetchiicken"
"Hunter","Marksmanship","Lock and Load",50,"Marksmanship.Hunter","wetchiicken"
"Warlock","Affliction","Inevitable Demise",15,"Affliction.Warlock","hanoaa"
"Warlock","Affliction","Absolute Corruption",25,"Affliction.Warlock","hanoaa"
"Warlock","Affliction","Dark Pact",30,"Affliction.Warlock","hanoaa"
"Warlock","Affliction","Phantom Singularity",35,"Affliction.Warlock","hanoaa"
"Warlock","Affliction","Mortal Coil",40,"Affliction.Warlock","hanoaa"
"Warlock","Affliction","Grimoire of Sacrifice",45,"Affliction.Warlock","hanoaa"
"Warlock","Affliction","Dark Soul: Misery",50,"Affliction.Warlock","hanoaa"
"Priest","Discipline","Twist of Fate",15,"Discipline.Priest","healthcare"
"Priest","Discipline","Body and Soul",25,"Discipline.Priest","healthcare"
"Priest","Discipline","Shield Discipline",30,"Discipline.Priest","healthcare"
"Priest","Discipline","Shining Force",35,"Discipline.Priest","healthcare"
"Priest","Discipline","Sins of the Many",40,"Discipline.Priest","healthcare"
"Priest","Discipline","Purge the Wicked",45,"Discipline.Priest","healthcare"
"Priest","Discipline","Lenience",50,"Discipline.Priest","healthcare"
"Demon Hunter","Havoc","Felblade",15,"Havoc.Demon Hunter","yomislayer"
"Demon Hunter","Havoc","Demon Blades",25,"Havoc.Demon Hunter","yomislayer"
"Demon Hunter","Havoc","Unbound Chaos",30,"Havoc.Demon Hunter","yomislayer"
"Demon Hunter","Havoc","Soul Rending",35,"Havoc.Demon Hunter","yomislayer"
"Demon Hunter","Havoc","First Blood",40,"Havoc.Demon Hunter","yomislayer"
"Demon Hunter","Havoc","Fel Eruption",45,"Havoc.Demon Hunter","yomislayer"
"Demon Hunter","Havoc","Demonic",50,"Havoc.Demon Hunter","yomislayer"
"Druid","Restoration","Abundance",15,"Restoration.Druid","spacejamz"
"Druid","Restoration","Wild Charge",25,"Restoration.Druid","spacejamz"
"Druid","Restoration","Guardian Affinity",30,"Restoration.Druid","spacejamz"
"Druid","Restoration","Mighty Bash",35,"Restoration.Druid","spacejamz"
"Druid","Restoration","Soul of the Forest",40,"Restoration.Druid","spacejamz"
"Druid","Restoration","Inner Peace",45,"Restoration.Druid","spacejamz"
"Druid","Restoration","Germination",50,"Restoration.Druid","spacejamz"
"Paladin","Retribution","Zeal",15,"Retribution.Paladin","finessn"
"Paladin","Retribution","Blade of Wrath",25,"Retribution.Paladin","finessn"
"Paladin","Retribution","Fist of Justice",30,"Retribution.Paladin","finessn"
"Paladin","Retribution","Unbreakable Spirit",35,"Retribution.Paladin","finessn"
"Paladin","Retribution","Divine Purpose",40,"Retribution.Paladin","finessn"
"Paladin","Retribution","Healing Hands",45,"Retribution.Paladin","finessn"
"Paladin","Retribution","Sanctified Wrath",50,"Retribution.Paladin","finessn"
"Warrior","Fury","Sudden Death",15,"Fury.Warrior","sperglordx"
"Warrior","Fury","Double Time",25,"Fury.Warrior","sperglordx"
"Warrior","Fury","Frenzy",30,"Fury.Warrior","sperglordx"
"Warrior","Fury","Warpaint",35,"Fury.Warrior","sperglordx"
"Warrior","Fury","Cruelty",40,"Fury.Warrior","sperglordx"
"Warrior","Fury","Bladestorm",45,"Fury.Warrior","sperglordx"
"Warrior","Fury","Reckless Abandon",50,"Fury.Warrior","sperglordx"
"Priest","Discipline","Castigation",15,"Discipline.Priest","pumice"
"Priest","Discipline","Body and Soul",25,"Discipline.Priest","pumice"
"Priest","Discipline","Shield Discipline",30,"Discipline.Priest","pumice"
"Priest","Discipline","Shining Force",35,"Discipline.Priest","pumice"
"Priest","Discipline","Sins of the Many",40,"Discipline.Priest","pumice"
"Priest","Discipline","Purge the Wicked",45,"Discipline.Priest","pumice"
"Priest","Discipline","Lenience",50,"Discipline.Priest","pumice"
"Druid","Guardian","Brambles",15,"Guardian.Druid","buffbloom"
"Druid","Guardian","Wild Charge",25,"Guardian.Druid","buffbloom"
"Druid","Guardian","Restoration Affinity",30,"Guardian.Druid","buffbloom"
"Druid","Guardian","Mass Entanglement",35,"Guardian.Druid","buffbloom"
"Druid","Guardian","Incarnation: Guardian of Ursoc",40,"Guardian.Druid","buffbloom"
"Druid","Guardian","Survival of the Fittest",45,"Guardian.Druid","buffbloom"
"Druid","Guardian","Rend and Tear",50,"Guardian.Druid","buffbloom"
"Priest","Discipline","Castigation",15,"Discipline.Priest","izzy"
"Priest","Discipline","Body and Soul",25,"Discipline.Priest","izzy"
"Priest","Discipline","Shield Discipline",30,"Discipline.Priest","izzy"
"Priest","Discipline","Shining Force",35,"Discipline.Priest","izzy"
"Priest","Discipline","Sins of the Many",40,"Discipline.Priest","izzy"
"Priest","Discipline","Purge the Wicked",45,"Discipline.Priest","izzy"
"Priest","Discipline","Lenience",50,"Discipline.Priest","izzy"
"Priest","Discipline","Castigation",15,"Discipline.Priest","aiiramp"
"Priest","Discipline","Body and Soul",25,"Discipline.Priest","aiiramp"
"Priest","Discipline","Shield Discipline",30,"Discipline.Priest","aiiramp"
"Priest","Discipline","Shining Force",35,"Discipline.Priest","aiiramp"
"Priest","Discipline","Sins of the Many",40,"Discipline.Priest","aiiramp"
"Priest","Discipline","Purge the Wicked",45,"Discipline.Priest","aiiramp"
"Priest","Discipline","Lenience",50,"Discipline.Priest","aiiramp"
"Warlock","Affliction","Inevitable Demise",15,"Affliction.Warlock","teph"
"Warlock","Affliction","Writhe in Agony",25,"Affliction.Warlock","teph"
"Warlock","Affliction","Dark Pact",30,"Affliction.Warlock","teph"
"Warlock","Affliction","Phantom Singularity",35,"Affliction.Warlock","teph"
"Warlock","Affliction","Mortal Coil",40,"Affliction.Warlock","teph"
"Warlock","Affliction","Grimoire of Sacrifice",45,"Affliction.Warlock","teph"
"Warlock","Affliction","Dark Soul: Misery",50,"Affliction.Warlock","teph"
"Paladin","Retribution","Zeal",15,"Retribution.Paladin","clairette"
"Paladin","Retribution","Blade of Wrath",25,"Retribution.Paladin","clairette"
"Paladin","Retribution","Fist of Justice",30,"Retribution.Paladin","clairette"
"Paladin","Retribution","Unbreakable Spirit",35,"Retribution.Paladin","clairette"
"Paladin","Retribution","Divine Purpose",40,"Retribution.Paladin","clairette"
"Paladin","Retribution","Healing Hands",45,"Retribution.Paladin","clairette"
"Paladin","Retribution","Sanctified Wrath",50,"Retribution.Paladin","clairette"
"Druid","Balance","Nature's Balance",15,"Balance.Druid","borbizzlelol"
"Druid","Balance","Renewal",25,"Balance.Druid","borbizzlelol"
"Druid","Balance","Guardian Affinity",30,"Balance.Druid","borbizzlelol"
"Druid","Balance","Mass Entanglement",35,"Balance.Druid","borbizzlelol"
"Druid","Balance","Incarnation: Chosen of Elune",40,"Balance.Druid","borbizzlelol"
"Druid","Balance","Twin Moons",45,"Balance.Druid","borbizzlelol"
"Druid","Balance","Solstice",50,"Balance.Druid","borbizzlelol"
"Druid","Guardian","Brambles",15,"Guardian.Druid","fehruhl"
"Druid","Guardian","Wild Charge",25,"Guardian.Druid","fehruhl"
"Druid","Guardian","Balance Affinity",30,"Guardian.Druid","fehruhl"
"Druid","Guardian","Mass Entanglement",35,"Guardian.Druid","fehruhl"
"Druid","Guardian","Incarnation: Guardian of Ursoc",40,"Guardian.Druid","fehruhl"
"Druid","Guardian","Survival of the Fittest",45,"Guardian.Druid","fehruhl"
"Druid","Guardian","Rend and Tear",50,"Guardian.Druid","fehruhl"
"Rogue","Subtlety","Premeditation",15,"Subtlety.Rogue","exxid"
"Rogue","Subtlety","Nightstalker",25,"Subtlety.Rogue","exxid"
"Rogue","Subtlety","Marked for Death",30,"Subtlety.Rogue","exxid"
"Rogue","Subtlety","Soothing Darkness",35,"Subtlety.Rogue","exxid"
"Rogue","Subtlety","Prey on the Weak",40,"Subtlety.Rogue","exxid"
"Rogue","Subtlety","Enveloping Shadows",45,"Subtlety.Rogue","exxid"
"Rogue","Subtlety","Master of Shadows",50,"Subtlety.Rogue","exxid"
"Druid","Balance","Nature's Balance",15,"Balance.Druid","aem"
"Druid","Balance","Wild Charge",25,"Balance.Druid","aem"
"Druid","Balance","Guardian Affinity",30,"Balance.Druid","aem"
"Druid","Balance","Mass Entanglement",35,"Balance.Druid","aem"
"Druid","Balance","Incarnation: Chosen of Elune",40,"Balance.Druid","aem"
"Druid","Balance","Twin Moons",45,"Balance.Druid","aem"
"Druid","Balance","Solstice",50,"Balance.Druid","aem"
"Druid","Restoration","Cenarion Ward",15,"Restoration.Druid","sly"
"Druid","Restoration","Wild Charge",25,"Restoration.Druid","sly"
"Druid","Restoration","Guardian Affinity",30,"Restoration.Druid","sly"
"Druid","Restoration","Mass Entanglement",35,"Restoration.Druid","sly"
"Druid","Restoration","Soul of the Forest",40,"Restoration.Druid","sly"
"Druid","Restoration","Inner Peace",45,"Restoration.Druid","sly"
"Druid","Restoration","Flourish",50,"Restoration.Druid","sly"
"Hunter","Marksmanship","Master Marksman",15,"Marksmanship.Hunter","yokomokojoko"
"Hunter","Marksmanship","Careful Aim",25,"Marksmanship.Hunter","yokomokojoko"
"Hunter","Marksmanship","Camouflage",30,"Marksmanship.Hunter","yokomokojoko"
"Hunter","Marksmanship","Streamline",35,"Marksmanship.Hunter","yokomokojoko"
"Hunter","Marksmanship","Posthaste",40,"Marksmanship.Hunter","yokomokojoko"
"Hunter","Marksmanship","Double Tap",45,"Marksmanship.Hunter","yokomokojoko"
"Hunter","Marksmanship","Lock and Load",50,"Marksmanship.Hunter","yokomokojoko"
"Rogue","Subtlety","Premeditation",15,"Subtlety.Rogue","dace"
"Rogue","Subtlety","Subterfuge",25,"Subtlety.Rogue","dace"
"Rogue","Subtlety","Marked for Death",30,"Subtlety.Rogue","dace"
"Rogue","Subtlety","Cheat Death",35,"Subtlety.Rogue","dace"
"Rogue","Subtlety","Prey on the Weak",40,"Subtlety.Rogue","dace"
"Rogue","Subtlety","Enveloping Shadows",45,"Subtlety.Rogue","dace"
"Rogue","Subtlety","Shuriken Tornado",50,"Subtlety.Rogue","dace"
"Druid","Guardian","Brambles",15,"Guardian.Druid","amazingtom"
"Druid","Guardian","Wild Charge",25,"Guardian.Druid","amazingtom"
"Druid","Guardian","Restoration Affinity",30,"Guardian.Druid","amazingtom"
"Druid","Guardian","Mass Entanglement",35,"Guardian.Druid","amazingtom"
"Druid","Guardian","Incarnation: Guardian of Ursoc",40,"Guardian.Druid","amazingtom"
"Druid","Guardian","Survival of the Fittest",45,"Guardian.Druid","amazingtom"
"Druid","Guardian","Rend and Tear",50,"Guardian.Druid","amazingtom"
"Warlock","Affliction","Inevitable Demise",15,"Affliction.Warlock","chaoskek"
"Warlock","Affliction","Writhe in Agony",25,"Affliction.Warlock","chaoskek"
"Warlock","Affliction","Dark Pact",30,"Affliction.Warlock","chaoskek"
"Warlock","Affliction","Phantom Singularity",35,"Affliction.Warlock","chaoskek"
"Warlock","Affliction","Howl of Terror",40,"Affliction.Warlock","chaoskek"
"Warlock","Affliction","Grimoire of Sacrifice",45,"Affliction.Warlock","chaoskek"
"Warlock","Affliction","Dark Soul: Misery",50,"Affliction.Warlock","chaoskek"
"Priest","Holy","Trail of Light",15,"Holy.Priest","happybunny"
"Priest","Holy","Body and Soul",25,"Holy.Priest","happybunny"
"Priest","Holy","Guardian Angel",30,"Holy.Priest","happybunny"
"Priest","Holy","Shining Force",35,"Holy.Priest","happybunny"
"Priest","Holy","Surge of Light",40,"Holy.Priest","happybunny"
"Priest","Holy","Benediction",45,"Holy.Priest","happybunny"
"Priest","Holy","Apotheosis",50,"Holy.Priest","happybunny"
"Priest","Discipline","Twist of Fate",15,"Discipline.Priest","iivelaughluv"
"Priest","Discipline","Body and Soul",25,"Discipline.Priest","iivelaughluv"
"Priest","Discipline","Shield Discipline",30,"Discipline.Priest","iivelaughluv"
"Priest","Discipline","Shining Force",35,"Discipline.Priest","iivelaughluv"
"Priest","Discipline","Sins of the Many",40,"Discipline.Priest","iivelaughluv"
"Priest","Discipline","Purge the Wicked",45,"Discipline.Priest","iivelaughluv"
"Priest","Discipline","Lenience",50,"Discipline.Priest","iivelaughluv"
"Warlock","Affliction","Inevitable Demise",15,"Affliction.Warlock","spookyfearr"
"Warlock","Affliction","Writhe in Agony",25,"Affliction.Warlock","spookyfearr"
"Warlock","Affliction","Dark Pact",30,"Affliction.Warlock","spookyfearr"
"Warlock","Affliction","Phantom Singularity",35,"Affliction.Warlock","spookyfearr"
"Warlock","Affliction","Howl of Terror",40,"Affliction.Warlock","spookyfearr"
"Warlock","Affliction","Grimoire of Sacrifice",45,"Affliction.Warlock","spookyfearr"
"Warlock","Affliction","Dark Soul: Misery",50,"Affliction.Warlock","spookyfearr"
"Hunter","Marksmanship","Master Marksman",15,"Marksmanship.Hunter","relandria"
"Hunter","Marksmanship","Careful Aim",25,"Marksmanship.Hunter","relandria"
"Hunter","Marksmanship","Camouflage",30,"Marksmanship.Hunter","relandria"
"Hunter","Marksmanship","Streamline",35,"Marksmanship.Hunter","relandria"
"Hunter","Marksmanship","Posthaste",40,"Marksmanship.Hunter","relandria"
"Hunter","Marksmanship","Double Tap",45,"Marksmanship.Hunter","relandria"
"Hunter","Marksmanship","Lock and Load",50,"Marksmanship.Hunter","relandria"
"Warlock","Affliction","Inevitable Demise",15,"Affliction.Warlock","lockchio"
"Warlock","Affliction","Writhe in Agony",25,"Affliction.Warlock","lockchio"
"Warlock","Affliction","Dark Pact",30,"Affliction.Warlock","lockchio"
"Warlock","Affliction","Phantom Singularity",35,"Affliction.Warlock","lockchio"
"Warlock","Affliction","Mortal Coil",40,"Affliction.Warlock","lockchio"
"Warlock","Affliction","Grimoire of Sacrifice",45,"Affliction.Warlock","lockchio"
"Warlock","Affliction","Dark Soul: Misery",50,"Affliction.Warlock","lockchio"
"Demon Hunter","Havoc","Felblade",15,"Havoc.Demon Hunter","rickjames"
"Demon Hunter","Havoc","Demon Blades",25,"Havoc.Demon Hunter","rickjames"
"Demon Hunter","Havoc","Unbound Chaos",30,"Havoc.Demon Hunter","rickjames"
"Demon Hunter","Havoc","Soul Rending",35,"Havoc.Demon Hunter","rickjames"
"Demon Hunter","Havoc","First Blood",40,"Havoc.Demon Hunter","rickjames"
"Demon Hunter","Havoc","Master of the Glaive",45,"Havoc.Demon Hunter","rickjames"
"Demon Hunter","Havoc","Demonic",50,"Havoc.Demon Hunter","rickjames"
"Death Knight","Unholy","Clawing Shadows",15,"Unholy.Death Knight","ligmahnutz"
"Death Knight","Unholy","Unholy Blight",25,"Unholy.Death Knight","ligmahnutz"
"Death Knight","Unholy","Asphyxiate",30,"Unholy.Death Knight","ligmahnutz"
"Death Knight","Unholy","Pestilent Pustules",35,"Unholy.Death Knight","ligmahnutz"
"Death Knight","Unholy","Wraith Walk",40,"Unholy.Death Knight","ligmahnutz"
"Death Knight","Unholy","Unholy Pact",45,"Unholy.Death Knight","ligmahnutz"
"Death Knight","Unholy","Unholy Assault",50,"Unholy.Death Knight","ligmahnutz"
"Druid","Feral","Sabertooth",15,"Feral.Druid","kamero"
"Druid","Feral","Wild Charge",25,"Feral.Druid","kamero"
"Druid","Feral","Guardian Affinity",30,"Feral.Druid","kamero"
"Druid","Feral","Mighty Bash",35,"Feral.Druid","kamero"
"Druid","Feral","Soul of the Forest",40,"Feral.Druid","kamero"
"Druid","Feral","Brutal Slash",45,"Feral.Druid","kamero"
"Druid","Feral","Feral Frenzy",50,"Feral.Druid","kamero"
"Druid","Guardian","Brambles",15,"Guardian.Druid","slumbear"
"Druid","Guardian","Wild Charge",25,"Guardian.Druid","slumbear"
"Druid","Guardian","Restoration Affinity",30,"Guardian.Druid","slumbear"
"Druid","Guardian","Mighty Bash",35,"Guardian.Druid","slumbear"
"Druid","Guardian","Incarnation: Guardian of Ursoc",40,"Guardian.Druid","slumbear"
"Druid","Guardian","Survival of the Fittest",45,"Guardian.Druid","slumbear"
"Druid","Guardian","Rend and Tear",50,"Guardian.Druid","slumbear"
"Priest","Discipline","Twist of Fate",15,"Discipline.Priest","pvpriestx"
"Priest","Discipline","Angelic Feather",25,"Discipline.Priest","pvpriestx"
"Priest","Discipline","Power Word: Solace",30,"Discipline.Priest","pvpriestx"
"Priest","Discipline","Shining Force",35,"Discipline.Priest","pvpriestx"
"Priest","Discipline","Sins of the Many",40,"Discipline.Priest","pvpriestx"
"Priest","Discipline","Purge the Wicked",45,"Discipline.Priest","pvpriestx"
"Priest","Discipline","Lenience",50,"Discipline.Priest","pvpriestx"
"Monk","Mistweaver","Mist Wrap",15,"Mistweaver.Monk","deathrolls"
"Monk","Mistweaver","Chi Torpedo",25,"Mistweaver.Monk","deathrolls"
"Monk","Mistweaver","Lifecycles",30,"Mistweaver.Monk","deathrolls"
"Monk","Mistweaver","Ring of Peace",35,"Mistweaver.Monk","deathrolls"
"Monk","Mistweaver","Healing Elixir",40,"Mistweaver.Monk","deathrolls"
"Monk","Mistweaver","Summon Jade Serpent Statue",45,"Mistweaver.Monk","deathrolls"
"Monk","Mistweaver","Focused Thunder",50,"Mistweaver.Monk","deathrolls"
"Shaman","Restoration","Unleash Life",15,"Restoration.Shaman","shampagnex"
"Shaman","Restoration","Echo of the Elements",25,"Restoration.Shaman","shampagnex"
"Shaman","Restoration","Earthgrab Totem",30,"Restoration.Shaman","shampagnex"
"Shaman","Restoration","Earthen Wall Totem",35,"Restoration.Shaman","shampagnex"
"Shaman","Restoration","Nature's Guardian",40,"Restoration.Shaman","shampagnex"
"Shaman","Restoration","Flash Flood",45,"Restoration.Shaman","shampagnex"
"Shaman","Restoration","Ascendance",50,"Restoration.Shaman","shampagnex"
"Priest","Discipline","Twist of Fate",15,"Discipline.Priest","hateutoo"
"Priest","Discipline","Body and Soul",25,"Discipline.Priest","hateutoo"
"Priest","Discipline","Shield Discipline",30,"Discipline.Priest","hateutoo"
"Priest","Discipline","Shining Force",35,"Discipline.Priest","hateutoo"
"Priest","Discipline","Sins of the Many",40,"Discipline.Priest","hateutoo"
"Priest","Discipline","Purge the Wicked",45,"Discipline.Priest","hateutoo"
"Priest","Discipline","Lenience",50,"Discipline.Priest","hateutoo"
"Warlock","Affliction","Inevitable Demise",15,"Affliction.Warlock","lionpride"
