"Class","Spec","Talent","Talent.Level","Spec.Class","Char.Name"
"Warlock","Demonology","From the Shadows",35,"Demonology.Warlock","muchopower"
"Warlock","Demonology","Mortal Coil",40,"Demonology.Warlock","muchopower"
"Warlock","Demonology","Grimoire: Felguard",45,"Demonology.Warlock","muchopower"
"Warlock","Demonology","Demonic Consumption",50,"Demonology.Warlock","muchopower"
"Priest","Discipline","Twist of Fate",15,"Discipline.Priest","degenerates"
"Priest","Discipline","Body and Soul",25,"Discipline.Priest","degenerates"
"Priest","Discipline","Power Word: Solace",30,"Discipline.Priest","degenerates"
"Priest","Discipline","Psychic Voice",35,"Discipline.Priest","degenerates"
"Priest","Discipline","Sins of the Many",40,"Discipline.Priest","degenerates"
"Priest","Discipline","Purge the Wicked",45,"Discipline.Priest","degenerates"
"Priest","Discipline","Lenience",50,"Discipline.Priest","degenerates"
"Hunter","Marksmanship","Master Marksman",15,"Marksmanship.Hunter","mayoshot"
"Hunter","Marksmanship","Careful Aim",25,"Marksmanship.Hunter","mayoshot"
"Hunter","Marksmanship","Camouflage",30,"Marksmanship.Hunter","mayoshot"
"Hunter","Marksmanship","Streamline",35,"Marksmanship.Hunter","mayoshot"
"Hunter","Marksmanship","Posthaste",40,"Marksmanship.Hunter","mayoshot"
"Hunter","Marksmanship","Double Tap",45,"Marksmanship.Hunter","mayoshot"
"Hunter","Marksmanship","Lock and Load",50,"Marksmanship.Hunter","mayoshot"
"Priest","Shadow","Unfurling Darkness",15,"Shadow.Priest","sharkfromsea"
"Priest","Shadow","Intangibility",25,"Shadow.Priest","sharkfromsea"
"Priest","Shadow","Misery",30,"Shadow.Priest","sharkfromsea"
"Priest","Shadow","Psychic Horror",35,"Shadow.Priest","sharkfromsea"
"Priest","Shadow","Auspicious Spirits",40,"Shadow.Priest","sharkfromsea"
"Priest","Shadow","Damnation",45,"Shadow.Priest","sharkfromsea"
"Priest","Shadow","Hungering Void",50,"Shadow.Priest","sharkfromsea"
"Shaman","Restoration","Unleash Life",15,"Restoration.Shaman","innocentgunz"
"Shaman","Restoration","Echo of the Elements",25,"Restoration.Shaman","innocentgunz"
"Shaman","Restoration","Earthgrab Totem",30,"Restoration.Shaman","innocentgunz"
"Shaman","Restoration","Earthen Wall Totem",35,"Restoration.Shaman","innocentgunz"
"Shaman","Restoration","Graceful Spirit",40,"Restoration.Shaman","innocentgunz"
"Shaman","Restoration","Flash Flood",45,"Restoration.Shaman","innocentgunz"
"Shaman","Restoration","Ascendance",50,"Restoration.Shaman","innocentgunz"
"Paladin","Holy","Bestow Faith",15,"Holy.Paladin","bubblist"
"Paladin","Holy","Saved by the Light",25,"Holy.Paladin","bubblist"
"Paladin","Holy","Fist of Justice",30,"Holy.Paladin","bubblist"
"Paladin","Holy","Cavalier",35,"Holy.Paladin","bubblist"
"Paladin","Holy","Divine Purpose",40,"Holy.Paladin","bubblist"
"Paladin","Holy","Awakening",45,"Holy.Paladin","bubblist"
"Paladin","Holy","Beacon of Faith",50,"Holy.Paladin","bubblist"
"Paladin","Holy","Bestow Faith",15,"Holy.Paladin","hyzu"
"Paladin","Holy","Saved by the Light",25,"Holy.Paladin","hyzu"
"Paladin","Holy","Blinding Light",30,"Holy.Paladin","hyzu"
"Paladin","Holy","Cavalier",35,"Holy.Paladin","hyzu"
"Paladin","Holy","Divine Purpose",40,"Holy.Paladin","hyzu"
"Paladin","Holy","Awakening",45,"Holy.Paladin","hyzu"
"Paladin","Holy","Beacon of Faith",50,"Holy.Paladin","hyzu"
"Monk","Mistweaver","Mist Wrap",15,"Mistweaver.Monk","cejayweavin"
"Monk","Mistweaver","Chi Torpedo",25,"Mistweaver.Monk","cejayweavin"
"Monk","Mistweaver","Mana Tea",30,"Mistweaver.Monk","cejayweavin"
"Monk","Mistweaver","Ring of Peace",35,"Mistweaver.Monk","cejayweavin"
"Monk","Mistweaver","Healing Elixir",40,"Mistweaver.Monk","cejayweavin"
"Monk","Mistweaver","Summon Jade Serpent Statue",45,"Mistweaver.Monk","cejayweavin"
"Monk","Mistweaver","Focused Thunder",50,"Mistweaver.Monk","cejayweavin"
"Rogue","Assassination","Master Poisoner",15,"Assassination.Rogue","skirt"
"Rogue","Assassination","Subterfuge",25,"Assassination.Rogue","skirt"
"Rogue","Assassination","Marked for Death",30,"Assassination.Rogue","skirt"
"Rogue","Assassination","Elusiveness",35,"Assassination.Rogue","skirt"
"Rogue","Assassination","Internal Bleeding",40,"Assassination.Rogue","skirt"
"Rogue","Assassination","Alacrity",45,"Assassination.Rogue","skirt"
"Rogue","Assassination","Poison Bomb",50,"Assassination.Rogue","skirt"
"Warlock","Affliction","Inevitable Demise",15,"Affliction.Warlock","flashxx"
"Warlock","Affliction","Writhe in Agony",25,"Affliction.Warlock","flashxx"
"Warlock","Affliction","Dark Pact",30,"Affliction.Warlock","flashxx"
"Warlock","Affliction","Phantom Singularity",35,"Affliction.Warlock","flashxx"
"Warlock","Affliction","Howl of Terror",40,"Affliction.Warlock","flashxx"
"Warlock","Affliction","Grimoire of Sacrifice",45,"Affliction.Warlock","flashxx"
"Warlock","Affliction","Dark Soul: Misery",50,"Affliction.Warlock","flashxx"
"Warlock","Affliction","Inevitable Demise",15,"Affliction.Warlock","maldiva"
"Warlock","Affliction","Writhe in Agony",25,"Affliction.Warlock","maldiva"
"Warlock","Affliction","Dark Pact",30,"Affliction.Warlock","maldiva"
"Warlock","Affliction","Phantom Singularity",35,"Affliction.Warlock","maldiva"
"Warlock","Affliction","Howl of Terror",40,"Affliction.Warlock","maldiva"
"Warlock","Affliction","Grimoire of Sacrifice",45,"Affliction.Warlock","maldiva"
"Warlock","Affliction","Dark Soul: Misery",50,"Affliction.Warlock","maldiva"
"Monk","Mistweaver","Mist Wrap",15,"Mistweaver.Monk","cjweavin"
"Monk","Mistweaver","Chi Torpedo",25,"Mistweaver.Monk","cjweavin"
"Monk","Mistweaver","Mana Tea",30,"Mistweaver.Monk","cjweavin"
"Monk","Mistweaver","Ring of Peace",35,"Mistweaver.Monk","cjweavin"
"Monk","Mistweaver","Healing Elixir",40,"Mistweaver.Monk","cjweavin"
"Monk","Mistweaver","Summon Jade Serpent Statue",45,"Mistweaver.Monk","cjweavin"
"Monk","Mistweaver","Focused Thunder",50,"Mistweaver.Monk","cjweavin"
"Warrior","Fury","Sudden Death",15,"Fury.Warrior","pinheadlarri"
"Warrior","Fury","Double Time",25,"Fury.Warrior","pinheadlarri"
"Warrior","Fury","Frenzy",30,"Fury.Warrior","pinheadlarri"
"Warrior","Fury","Warpaint",35,"Fury.Warrior","pinheadlarri"
"Warrior","Fury","Cruelty",40,"Fury.Warrior","pinheadlarri"
"Warrior","Fury","Bladestorm",45,"Fury.Warrior","pinheadlarri"
"Warrior","Fury","Reckless Abandon",50,"Fury.Warrior","pinheadlarri"
"Monk","Mistweaver","Mist Wrap",15,"Mistweaver.Monk","akkiira"
"Monk","Mistweaver","Chi Torpedo",25,"Mistweaver.Monk","akkiira"
"Monk","Mistweaver","Mana Tea",30,"Mistweaver.Monk","akkiira"
"Monk","Mistweaver","Ring of Peace",35,"Mistweaver.Monk","akkiira"
"Monk","Mistweaver","Healing Elixir",40,"Mistweaver.Monk","akkiira"
"Monk","Mistweaver","Summon Jade Serpent Statue",45,"Mistweaver.Monk","akkiira"
"Monk","Mistweaver","Focused Thunder",50,"Mistweaver.Monk","akkiira"
"Priest","Holy","Renewed Faith",15,"Holy.Priest","gzyp"
"Priest","Holy","Angelic Feather",25,"Holy.Priest","gzyp"
"Priest","Holy","Guardian Angel",30,"Holy.Priest","gzyp"
"Priest","Holy","Psychic Voice",35,"Holy.Priest","gzyp"
"Priest","Holy","Surge of Light",40,"Holy.Priest","gzyp"
"Priest","Holy","Benediction",45,"Holy.Priest","gzyp"
"Priest","Holy","Apotheosis",50,"Holy.Priest","gzyp"
"Death Knight","Unholy","Clawing Shadows",15,"Unholy.Death Knight","defeated"
"Death Knight","Unholy","Unholy Blight",25,"Unholy.Death Knight","defeated"
"Death Knight","Unholy","Asphyxiate",30,"Unholy.Death Knight","defeated"
"Death Knight","Unholy","Pestilent Pustules",35,"Unholy.Death Knight","defeated"
"Death Knight","Unholy","Wraith Walk",40,"Unholy.Death Knight","defeated"
"Death Knight","Unholy","Unholy Pact",45,"Unholy.Death Knight","defeated"
"Death Knight","Unholy","Unholy Assault",50,"Unholy.Death Knight","defeated"
"Priest","Discipline","Twist of Fate",15,"Discipline.Priest","doodles"
"Priest","Discipline","Angelic Feather",25,"Discipline.Priest","doodles"
"Priest","Discipline","Power Word: Solace",30,"Discipline.Priest","doodles"
"Priest","Discipline","Psychic Voice",35,"Discipline.Priest","doodles"
"Priest","Discipline","Sins of the Many",40,"Discipline.Priest","doodles"
"Priest","Discipline","Purge the Wicked",45,"Discipline.Priest","doodles"
"Priest","Discipline","Lenience",50,"Discipline.Priest","doodles"
"Hunter","Marksmanship","Master Marksman",15,"Marksmanship.Hunter","symz"
"Hunter","Marksmanship","Careful Aim",25,"Marksmanship.Hunter","symz"
"Hunter","Marksmanship","Camouflage",30,"Marksmanship.Hunter","symz"
"Hunter","Marksmanship","Streamline",35,"Marksmanship.Hunter","symz"
"Hunter","Marksmanship","Posthaste",40,"Marksmanship.Hunter","symz"
"Hunter","Marksmanship","Double Tap",45,"Marksmanship.Hunter","symz"
"Hunter","Marksmanship","Lock and Load",50,"Marksmanship.Hunter","symz"
"Death Knight","Frost","Inexorable Assault",15,"Frost.Death Knight","lokitabeso"
"Death Knight","Frost","Murderous Efficiency",25,"Frost.Death Knight","lokitabeso"
"Death Knight","Frost","Blinding Sleet",30,"Frost.Death Knight","lokitabeso"
"Death Knight","Frost","Avalanche",35,"Frost.Death Knight","lokitabeso"
"Death Knight","Frost","Wraith Walk",40,"Frost.Death Knight","lokitabeso"
"Death Knight","Frost","Gathering Storm",45,"Frost.Death Knight","lokitabeso"
"Death Knight","Frost","Obliteration",50,"Frost.Death Knight","lokitabeso"
"Warlock","Affliction","Inevitable Demise",15,"Affliction.Warlock","osmatz"
"Warlock","Affliction","Writhe in Agony",25,"Affliction.Warlock","osmatz"
"Warlock","Affliction","Dark Pact",30,"Affliction.Warlock","osmatz"
"Warlock","Affliction","Phantom Singularity",35,"Affliction.Warlock","osmatz"
"Warlock","Affliction","Howl of Terror",40,"Affliction.Warlock","osmatz"
"Warlock","Affliction","Grimoire of Sacrifice",45,"Affliction.Warlock","osmatz"
"Warlock","Affliction","Dark Soul: Misery",50,"Affliction.Warlock","osmatz"
"Monk","Mistweaver","Mist Wrap",15,"Mistweaver.Monk","meepmonk"
"Monk","Mistweaver","Chi Torpedo",25,"Mistweaver.Monk","meepmonk"
"Monk","Mistweaver","Mana Tea",30,"Mistweaver.Monk","meepmonk"
"Monk","Mistweaver","Ring of Peace",35,"Mistweaver.Monk","meepmonk"
"Monk","Mistweaver","Diffuse Magic",40,"Mistweaver.Monk","meepmonk"
"Monk","Mistweaver","Summon Jade Serpent Statue",45,"Mistweaver.Monk","meepmonk"
"Monk","Mistweaver","Focused Thunder",50,"Mistweaver.Monk","meepmonk"
"Priest","Shadow","Unfurling Darkness",15,"Shadow.Priest","jangbi"
"Priest","Shadow","Intangibility",25,"Shadow.Priest","jangbi"
"Priest","Shadow","Misery",30,"Shadow.Priest","jangbi"
"Priest","Shadow","Psychic Horror",35,"Shadow.Priest","jangbi"
"Priest","Shadow","Auspicious Spirits",40,"Shadow.Priest","jangbi"
"Priest","Shadow","Damnation",45,"Shadow.Priest","jangbi"
"Priest","Shadow","Hungering Void",50,"Shadow.Priest","jangbi"
"Monk","Windwalker","Eye of the Tiger",15,"Windwalker.Monk","feverdreamin"
"Monk","Windwalker","Tiger's Lust",25,"Windwalker.Monk","feverdreamin"
"Monk","Windwalker","Fist of the White Tiger",30,"Windwalker.Monk","feverdreamin"
"Monk","Windwalker","Ring of Peace",35,"Windwalker.Monk","feverdreamin"
"Monk","Windwalker","Diffuse Magic",40,"Windwalker.Monk","feverdreamin"
"Monk","Windwalker","Dance of Chi-Ji",45,"Windwalker.Monk","feverdreamin"
"Monk","Windwalker","Whirling Dragon Punch",50,"Windwalker.Monk","feverdreamin"
"Mage","Arcane","Amplification",15,"Arcane.Mage","numbing"
"Mage","Arcane","Shimmer",25,"Arcane.Mage","numbing"
"Mage","Arcane","Rune of Power",30,"Arcane.Mage","numbing"
"Mage","Arcane","Arcane Echo",35,"Arcane.Mage","numbing"
"Mage","Arcane","Chrono Shift",40,"Arcane.Mage","numbing"
"Mage","Arcane","Arcane Orb",45,"Arcane.Mage","numbing"
"Mage","Arcane","Overpowered",50,"Arcane.Mage","numbing"
"Rogue","Assassination","Master Poisoner",15,"Assassination.Rogue","inthemorning"
"Rogue","Assassination","Subterfuge",25,"Assassination.Rogue","inthemorning"
"Rogue","Assassination","Marked for Death",30,"Assassination.Rogue","inthemorning"
"Rogue","Assassination","Elusiveness",35,"Assassination.Rogue","inthemorning"
"Rogue","Assassination","Internal Bleeding",40,"Assassination.Rogue","inthemorning"
"Rogue","Assassination","Alacrity",45,"Assassination.Rogue","inthemorning"
"Rogue","Assassination","Poison Bomb",50,"Assassination.Rogue","inthemorning"
"Shaman","Restoration","Unleash Life",15,"Restoration.Shaman","bluedrew"
"Shaman","Restoration","Echo of the Elements",25,"Restoration.Shaman","bluedrew"
"Shaman","Restoration","Earthgrab Totem",30,"Restoration.Shaman","bluedrew"
"Shaman","Restoration","Earthen Wall Totem",35,"Restoration.Shaman","bluedrew"
"Shaman","Restoration","Nature's Guardian",40,"Restoration.Shaman","bluedrew"
"Shaman","Restoration","Flash Flood",45,"Restoration.Shaman","bluedrew"
"Shaman","Restoration","Ascendance",50,"Restoration.Shaman","bluedrew"
